Tarih,TP_KM_K20
2000-01-01,1989.0
2000-02-01,2010.0
2000-03-01,2037.0
2000-04-01,2029.0
2000-05-01,2083.0
2000-06-01,2143.0
2000-07-01,3850.0
2000-08-01,6711.0
2000-09-01,2132.0
2000-10-01,2099.0
2000-11-01,23341.0
2000-12-01,24382.0
2001-01-01,24767.0
2001-02-01,27152.0
2001-03-01,30563.0
2001-04-01,31529.0
2001-05-01,30249.0
2001-06-01,41287.0
2001-07-01,44321.0
2001-08-01,44251.0
2001-09-01,49296.0
2001-10-01,51256.0
2001-11-01,48779.0
2001-12-01,113237.0
2002-01-01,44823.0
2002-02-01,42662.0
2002-03-01,41173.0
2002-04-01,54992.0
2002-05-01,66175.0
2002-06-01,150604.0
2002-07-01,188275.0
2002-08-01,186164.0
2002-09-01,208010.0
2002-10-01,166891.0
2002-11-01,193997.0
2002-12-01,243520.0
2003-01-01,195972.0
2003-02-01,186501.0
2003-03-01,193646.0
2003-04-01,182683.0
2003-05-01,188056.0
2003-06-01,65623.0
2003-07-01,65132.0
2003-08-01,604.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,14598.0
2005-04-01,28306.0
2005-05-01,27405.0
2005-06-01,26682.0
2005-07-01,26482.0
2005-08-01,27029.0
2005-09-01,26711.0
2005-10-01,26804.0
2005-11-01,26645.0
2005-12-01,26550.0
2006-01-01,26476.0
2006-02-01,37112.0
2006-03-01,38277.0
2006-04-01,54445.0
2006-05-01,65069.0
2006-06-01,65709.0
2006-07-01,61883.0
2006-08-01,60794.0
2006-09-01,62395.0
2006-10-01,60658.0
2006-11-01,61734.0
2006-12-01,16553.0
2007-01-01,16659.0
2007-02-01,16309.0
2007-03-01,26237.0
2007-04-01,15550.0
2007-05-01,15525.0
2007-06-01,15402.0
2007-07-01,15236.0
2007-08-01,15512.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,3122.0
2009-08-01,3148.0
2009-09-01,2904.0
2009-10-01,2905.0
2009-11-01,2905.0
2009-12-01,2719.0
2010-01-01,2682.0
2010-02-01,2781.0
2010-03-01,2514.0
2010-04-01,2447.0
2010-05-01,2564.0
2010-06-01,2360.0
2010-07-01,2252.0
2010-08-01,2271.0
2010-09-01,1952.0
2010-10-01,23375.0
2010-11-01,9431.0
2010-12-01,59572.0
2011-01-01,59803.0
2011-02-01,96262.0
2011-03-01,108401.0
2011-04-01,131022.0
2011-05-01,108375.0
2011-06-01,108728.0
2011-07-01,135312.0
2011-08-01,146579.0
2011-09-01,113932.0
2011-10-01,100318.0
2011-11-01,68932.0
2011-12-01,70754.0
2012-01-01,68249.0
2012-02-01,114772.0
2012-03-01,115437.0
2012-04-01,413160.0
2012-05-01,398841.0
2012-06-01,433666.0
2012-07-01,435414.0
2012-08-01,435523.0
2012-09-01,105798.0
2012-10-01,106035.0
2012-11-01,149539.0
2012-12-01,116796.0
2013-01-01,119783.0
2013-02-01,132961.0
2013-03-01,178198.0
2013-04-01,182150.0
2013-05-01,136424.0
2013-06-01,132112.0
2013-07-01,137241.0
2013-08-01,121324.0
2013-09-01,121883.0
2013-10-01,126596.0
2013-11-01,135698.0
2013-12-01,130534.0
2014-01-01,142066.0
2014-02-01,171971.0
2014-03-01,157147.0
2014-04-01,157593.0
2014-05-01,148963.0
2014-06-01,146231.0
2014-07-01,152551.0
2014-08-01,148640.0
2014-09-01,157094.0
2014-10-01,168072.0
2014-11-01,830880.0
2014-12-01,840711.0
