Tarih,TP_KM_K34
2000-01-01,142121.0
2000-02-01,162423.0
2000-03-01,145965.0
2000-04-01,147213.0
2000-05-01,158245.0
2000-06-01,143606.0
2000-07-01,137051.0
2000-08-01,145536.0
2000-09-01,146129.0
2000-10-01,152786.0
2000-11-01,78339.0
2000-12-01,70647.0
2001-01-01,69012.0
2001-02-01,63580.0
2001-03-01,64452.0
2001-04-01,57548.0
2001-05-01,61569.0
2001-06-01,70796.0
2001-07-01,53114.0
2001-08-01,54377.0
2001-09-01,49347.0
2001-10-01,59069.0
2001-11-01,63612.0
2001-12-01,73150.0
2002-01-01,78546.0
2002-02-01,93234.0
2002-03-01,94452.0
2002-04-01,99352.0
2002-05-01,88237.0
2002-06-01,86900.0
2002-07-01,100805.0
2002-08-01,107595.0
2002-09-01,100607.0
2002-10-01,124232.0
2002-11-01,167423.0
2002-12-01,154025.0
2003-01-01,208140.0
2003-02-01,167837.0
2003-03-01,165346.0
2003-04-01,149557.0
2003-05-01,138554.0
2003-06-01,141994.0
2003-07-01,117891.0
2003-08-01,120472.0
2003-09-01,157334.0
2003-10-01,185120.0
2003-11-01,211786.0
2003-12-01,198962.0
2004-01-01,191973.0
2004-02-01,188042.0
2004-03-01,208935.0
2004-04-01,179260.0
2004-05-01,180395.0
2004-06-01,233711.0
2004-07-01,276749.0
2004-08-01,265517.0
2004-09-01,273718.0
2004-10-01,273088.0
2004-11-01,241119.0
2004-12-01,284702.0
2005-01-01,319094.0
2005-02-01,301347.0
2005-03-01,266784.0
2005-04-01,217773.0
2005-05-01,194411.0
2005-06-01,167072.0
2005-07-01,213926.0
2005-08-01,255091.0
2005-09-01,152715.0
2005-10-01,224163.0
2005-11-01,145062.0
2005-12-01,110691.0
2006-01-01,78394.0
2006-02-01,89412.0
2006-03-01,84347.0
2006-04-01,69147.0
2006-05-01,86281.0
2006-06-01,106887.0
2006-07-01,136711.0
2006-08-01,99709.0
2006-09-01,107996.0
2006-10-01,106891.0
2006-11-01,139942.0
2006-12-01,145010.0
2007-01-01,140070.0
2007-02-01,148325.0
2007-03-01,153576.0
2007-04-01,158818.0
2007-05-01,132039.0
2007-06-01,138241.0
2007-07-01,186116.0
2007-08-01,199284.0
2007-09-01,201982.0
2007-10-01,242639.0
2007-11-01,253153.0
2007-12-01,320661.0
2008-01-01,298563.0
2008-02-01,307637.0
2008-03-01,373336.0
2008-04-01,353117.0
2008-05-01,339601.0
2008-06-01,369083.0
2008-07-01,356514.0
2008-08-01,320416.0
2008-09-01,482971.0
2008-10-01,483555.0
2008-11-01,505436.0
2008-12-01,485620.0
2009-01-01,451111.0
2009-02-01,438301.0
2009-03-01,442778.0
2009-04-01,487888.0
2009-05-01,390463.0
2009-06-01,311301.0
2009-07-01,316571.0
2009-08-01,332470.0
2009-09-01,402103.0
2009-10-01,415978.0
2009-11-01,418972.0
2009-12-01,389061.0
2010-01-01,470290.0
2010-02-01,494066.0
2010-03-01,501741.0
2010-04-01,501616.0
2010-05-01,568458.0
2010-06-01,569081.0
2010-07-01,600379.0
2010-08-01,671761.0
2010-09-01,542039.0
2010-10-01,556339.0
2010-11-01,512077.0
2010-12-01,499038.0
2011-01-01,596676.0
2011-02-01,527956.0
2011-03-01,495801.0
2011-04-01,506029.0
2011-05-01,527833.0
2011-06-01,554286.0
2011-07-01,516925.0
2011-08-01,519875.0
2011-09-01,481220.0
2011-10-01,531101.0
2011-11-01,503409.0
2011-12-01,532222.0
2012-01-01,515699.0
2012-02-01,529843.0
2012-03-01,548408.0
2012-04-01,584285.0
2012-05-01,534315.0
2012-06-01,585704.0
2012-07-01,605157.0
2012-08-01,595274.0
2012-09-01,623666.0
2012-10-01,595104.0
2012-11-01,729955.0
2012-12-01,561787.0
2013-01-01,588969.0
2013-02-01,607404.0
2013-03-01,615515.0
2013-04-01,439132.0
2013-05-01,466307.0
2013-06-01,550490.0
2013-07-01,579662.0
2013-08-01,604986.0
2013-09-01,758946.0
2013-10-01,595984.0
2013-11-01,557548.0
2013-12-01,521665.0
2014-01-01,575381.0
2014-02-01,578845.0
2014-03-01,695872.0
2014-04-01,574074.0
2014-05-01,537399.0
2014-06-01,589440.0
2014-07-01,568634.0
2014-08-01,544504.0
2014-09-01,525726.0
2014-10-01,388138.0
2014-11-01,422562.0
2014-12-01,466062.0
2015-01-01,581742.0
2015-02-01,514824.0
2015-03-01,524825.0
2015-04-01,343891.0
2015-05-01,300321.0
