Tarih,TP_KM_K66
2000-01-01,12673399.0
2000-02-01,13290103.0
2000-03-01,12896513.0
2000-04-01,13979203.0
2000-05-01,13680294.0
2000-06-01,13974618.0
2000-07-01,13305034.0
2000-08-01,14007450.0
2000-09-01,14100329.0
2000-10-01,13746100.0
2000-11-01,13138162.0
2000-12-01,16712051.0
2001-01-01,22554526.0
2001-02-01,21024578.0
2001-03-01,24018147.0
2001-04-01,33384691.0
2001-05-01,45812288.0
2001-06-01,47943182.0
2001-07-01,48189757.0
2001-08-01,52057375.0
2001-09-01,56350061.0
2001-10-01,59656405.0
2001-11-01,57722080.0
2001-12-01,58023567.0
2002-01-01,58508584.0
2002-02-01,66741963.0
2002-03-01,67060559.0
2002-04-01,67717360.0
2002-05-01,69121668.0
2002-06-01,73875083.0
2002-07-01,75685948.0
2002-08-01,77060186.0
2002-09-01,77618404.0
2002-10-01,80370316.0
2002-11-01,78526395.0
2002-12-01,82584550.0
2003-01-01,84813270.0
2003-02-01,85268853.0
2003-03-01,86533142.0
2003-04-01,85606104.0
2003-05-01,85509786.0
2003-06-01,88104805.0
2003-07-01,89202459.0
2003-08-01,89140812.0
2003-09-01,90652809.0
2003-10-01,94847422.0
2003-11-01,97612822.0
2003-12-01,99944078.0
2004-01-01,106330261.0
2004-02-01,105857127.0
2004-03-01,105803144.0
2004-04-01,107534527.0
2004-05-01,109235965.0
2004-06-01,105445123.0
2004-07-01,104936568.0
2004-08-01,108207561.0
2004-09-01,110639019.0
2004-10-01,116649442.0
2004-11-01,118257065.0
2004-12-01,114419700.0
2005-01-01,115519211.0
2005-02-01,116201194.0
2005-03-01,119472679.0
2005-04-01,123011828.0
2005-05-01,121826433.0
2005-06-01,121585482.0
2005-07-01,121894527.0
2005-08-01,127483310.0
2005-09-01,132012401.0
2005-10-01,132101456.0
2005-11-01,132037472.0
2005-12-01,130395064.0
2006-01-01,130079705.0
2006-02-01,133334429.0
2006-03-01,134718167.0
2006-04-01,136526879.0
2006-05-01,145554600.0
2006-06-01,143336997.0
2006-07-01,140694991.0
2006-08-01,139267036.0
2006-09-01,141875988.0
2006-10-01,139058117.0
2006-11-01,141726767.0
2006-12-01,141782554.0
2007-01-01,143173497.0
2007-02-01,146466133.0
2007-03-01,149527643.0
2007-04-01,145532755.0
2007-05-01,144350050.0
2007-06-01,147835056.0
2007-07-01,146803258.0
2007-08-01,151890176.0
2007-09-01,150470296.0
2007-10-01,148327786.0
2007-11-01,149955361.0
2007-12-01,148281478.0
