Tarih,TP_DF_PT_HACM
2004-02-17,132895348.4
2004-02-18,221862776.0
2004-02-19,172299448.0
2004-02-20,160007003.0
2004-02-23,138000000.0
2004-02-24,142419000.0
2004-02-25,134828800.0
2004-02-26,381398886.0
2004-02-27,341184000.0
2004-03-01,150984100.0
2004-03-02,128249740.0
2004-03-03,155258384.0
2004-03-04,248516692.0
2004-03-05,429461498.0
2004-03-08,265440720.0
2004-03-09,310756800.0
2004-03-10,176681096.0
2004-03-11,304237000.0
2004-03-12,281060000.0
2004-03-15,127377648.0
2004-03-16,113884910.0
2004-03-17,192690760.0
2004-03-18,213532700.0
2004-03-19,238130000.0
2004-03-22,142736260.0
2004-03-23,218691250.0
2004-03-24,105690170.0
2004-03-25,195848096.0
2004-03-26,383314680.0
2004-03-29,159818076.0
2004-03-30,368456412.0
2004-03-31,153098000.0
2004-04-01,262653580.0
2004-04-02,275337000.0
2004-04-05,137140000.0
2004-04-06,410177188.0
2004-04-07,429328220.0
2004-04-08,335320000.0
2004-04-09,454144000.0
2004-04-12,299159712.0
2004-04-13,234044936.0
2004-04-14,161151792.0
2004-04-15,156454995.0
2004-04-16,166862464.0
2004-04-19,181340000.0
2004-04-20,185179598.0
2004-04-21,115278008.0
2004-04-22,327694202.0
2004-04-23,
2004-04-26,128136920.0
2004-04-27,238427582.4
2004-04-28,34357056.0
2004-04-29,207194616.0
2004-04-30,129980310.0
2004-05-03,85295736.0
2004-05-04,54011830.0
2004-05-05,74631000.0
2004-05-06,157428732.6
2004-05-07,82785700.0
2004-05-10,72977472.0
2004-05-11,159475684.0
2004-05-12,158289636.0
2004-05-13,17642140.0
2004-05-14,152206580.54
2004-05-17,78557200.0
2004-05-18,199038824.0
2004-05-19,
2004-05-20,32383590.0
2004-05-21,68283124.0
2004-05-24,80540310.0
2004-05-25,200417750.0
2004-05-26,40728272.0
2004-05-27,204380000.0
2004-05-28,105653000.0
2004-05-31,4260000.0
2004-06-01,45218684.0
2004-06-02,3964948.0
2004-06-03,194049315.4
2004-06-04,257512800.0
2004-06-07,35757664.0
2004-06-08,94356400.0
2004-06-09,22180000.0
2004-06-10,187333060.0
2004-06-11,124492000.0
2004-06-14,16701000.0
2004-06-15,104078000.0
2004-06-16,85875648.0
2004-06-17,77833000.0
2004-06-18,259079600.0
2004-06-21,66552730.0
2004-06-22,34130800.0
2004-06-23,82783384.0
2004-06-24,125668445.0
2004-06-25,179906044.94
2004-06-28,105300000.0
2004-06-29,67456825.0
2004-06-30,113960000.0
2004-07-01,118834000.0
2004-07-02,67004431.0
2004-07-05,193102788.0
2004-07-06,151228000.0
2004-07-07,78083340.0
2004-07-08,76415666.0
2004-07-09,112468895.22
2004-07-12,4743280.0
2004-07-13,73407838.0
2004-07-14,34942140.0
2004-07-15,108373560.0
2004-07-16,178064340.0
2004-07-19,122920000.0
2004-07-20,182145070.0
2004-07-21,105304300.0
2004-07-22,121841072.0
2004-07-23,163868800.0
2004-07-26,43431778.0
2004-07-27,103594016.0
2004-07-28,90550824.0
2004-07-29,146697248.0
2004-07-30,202852958.0
2004-08-02,29336472.0
2004-08-03,131047122.0
2004-08-04,96469968.4
2004-08-05,108254070.0
2004-08-06,77633304.0
2004-08-09,50720590.0
2004-08-10,63239650.0
2004-08-11,51282790.0
2004-08-12,149993310.0
2004-08-13,109981120.0
2004-08-16,58631813.54
2004-08-17,146632760.0
2004-08-18,133234800.0
2004-08-19,211760084.8
2004-08-20,139147591.0
2004-08-23,1512718.0
2004-08-24,101327326.18
2004-08-25,72807536.0
2004-08-26,188885988.0
2004-08-27,253153000.0
2004-08-30,
2004-08-31,74245328.0
2004-09-01,119523520.0
2004-09-02,269400726.0
2004-09-03,260124900.0
2004-09-06,68870450.0
2004-09-07,90064793.6
2004-09-08,16658916.0
2004-09-09,202106100.0
2004-09-10,33755620.0
2004-09-13,17619996.0
2004-09-14,175049400.0
2004-09-15,11957500.0
2004-09-16,101907332.0
2004-09-17,177396520.0
2004-09-20,28014000.0
2004-09-21,79490284.0
2004-09-22,5773920.0
2004-09-23,268206296.0
2004-09-24,100329864.0
2004-09-27,61517894.0
2004-09-28,23006550.0
2004-09-29,258853666.0
2004-09-30,96200000.0
2004-10-01,238685982.0
2004-10-04,84600000.0
2004-10-05,123174144.0
2004-10-06,151614000.0
2004-10-07,192324100.0
2004-10-08,150620000.0
2004-10-11,84260000.0
2004-10-12,117955456.0
2004-10-13,156450560.0
2004-10-14,125025672.0
2004-10-15,83573232.0
2004-10-18,32420000.0
2004-10-19,45723950.0
2004-10-20,77216000.0
2004-10-21,142433540.0
2004-10-22,129562960.0
2004-10-25,1823608.0
2004-10-26,53897000.0
2004-10-27,391814190.0
2004-10-28,3000000.0
2004-10-29,
2004-11-01,78041575.2
2004-11-02,184405300.0
2004-11-03,43539550.0
2004-11-04,112858190.0
2004-11-05,149349004.0
2004-11-08,93808518.0
2004-11-09,106042668.0
2004-11-10,200619521.0
2004-11-11,96073415.0
2004-11-12,191377460.0
2004-11-15,
2004-11-16,
2004-11-17,81706150.0
2004-11-18,123900000.0
2004-11-19,46362800.0
2004-11-22,94014180.0
2004-11-23,28316604.0
2004-11-24,16553418.0
2004-11-25,100000.0
2004-11-26,34425400.0
2004-11-29,500000.0
2004-11-30,146027104.0
2004-12-01,37730000.0
2004-12-02,130434000.0
2004-12-03,202076480.0
2004-12-06,20700000.0
2004-12-07,121774600.0
2004-12-08,102957596.0
2004-12-09,116373502.0
2004-12-10,87304000.0
2004-12-13,50819850.0
2004-12-14,25100000.0
2004-12-15,27440000.0
2004-12-16,140853968.0
2004-12-17,47906300.0
2004-12-20,73462720.0
2004-12-21,153473440.0
2004-12-22,187034080.0
2004-12-23,122826666.0
2004-12-24,187032728.0
2004-12-27,44996500.0
2004-12-28,84864638.0
2004-12-29,79990345.78
2004-12-30,171535443.2
2004-12-31,210157870.0
2005-01-03,128735800.0
2005-01-04,157464160.0
2005-01-05,186333880.0
2005-01-06,123479808.0
2005-01-07,236280245.0
2005-01-10,93290730.0
2005-01-11,171300000.0
2005-01-12,166322496.0
2005-01-13,90955350.0
2005-01-14,211112848.0
2005-01-17,
2005-01-18,368572250.0
2005-01-19,240000.0
2005-01-20,
2005-01-21,
2005-01-24,45147872.0
2005-01-25,126547670.22
2005-01-26,110642714.0
2005-01-27,94967886.0
2005-01-28,182494000.0
2005-01-31,101230000.0
2005-02-01,226420600.0
2005-02-02,101122720.0
2005-02-03,109504123.0
2005-02-04,152619214.0
2005-02-07,89614242.2
2005-02-08,184515000.0
2005-02-09,46834946.0
2005-02-10,248631357.5
2005-02-11,175960000.0
2005-02-14,31620000.0
2005-02-15,88857688.0
2005-02-16,183299280.0
2005-02-17,128612311.0
2005-02-18,59668096.0
2005-02-21,265118.0
2005-02-22,175803710.0
2005-02-23,64168224.8
2005-02-24,170081600.0
2005-02-25,187213364.8
2005-02-28,129690000.0
2005-03-01,189493850.0
2005-03-02,140825500.0
2005-03-03,211852150.0
2005-03-04,208087380.0
2005-03-07,120440000.0
2005-03-08,145366180.0
2005-03-09,120440000.0
2005-03-10,253480000.0
2005-03-11,240678000.0
2005-03-14,53734478.0
2005-03-15,94460000.0
2005-03-16,120860000.0
2005-03-17,71015816.0
2005-03-18,149354800.0
2005-03-21,143143440.0
2005-03-22,96659532.0
2005-03-23,88910000.0
2005-03-24,192304160.0
2005-03-25,151856000.0
2005-03-28,157687950.0
2005-03-29,107199800.0
2005-03-30,71216972.0
2005-03-31,150468504.0
2005-04-01,265642000.0
2005-04-04,91320000.0
2005-04-05,170356710.0
2005-04-06,120454000.0
2005-04-07,200680000.0
2005-04-08,218510000.0
2005-04-11,87142435.0
2005-04-12,181965487.0
2005-04-13,88359250.0
2005-04-14,203210000.0
2005-04-15,71400000.0
2005-04-18,34140000.0
2005-04-19,156560000.0
2005-04-20,131170810.0
2005-04-21,108661838.16
2005-04-22,37154000.0
2005-04-25,66307148.0
2005-04-26,189816882.0
2005-04-27,188555740.0
2005-04-28,164233920.0
2005-04-29,200787434.0
2005-05-02,41436800.0
2005-05-03,177333936.0
2005-05-04,162000000.0
2005-05-05,214809240.0
2005-05-06,202395960.0
2005-05-09,48895770.0
2005-05-10,240714578.0
2005-05-11,90385260.0
2005-05-12,148715197.0
2005-05-13,136312856.0
2005-05-16,40126490.0
2005-05-17,72419969.3
2005-05-18,186120000.0
2005-05-19,
2005-05-20,61279440.0
2005-05-23,102246812.0
2005-05-24,55104280.5
2005-05-25,73847600.0
2005-05-26,153769928.0
2005-05-27,265276000.0
2005-05-30,
2005-05-31,178296190.0
2005-06-01,116007496.0
2005-06-02,279564640.0
2005-06-03,257068891.4
2005-06-06,92192512.0
2005-06-07,245413260.0
2005-06-08,108000000.0
2005-06-09,181605000.0
2005-06-10,186263685.0
2005-06-13,76000000.0
2005-06-14,171637467.66
2005-06-15,84921728.0
2005-06-16,100267286.0
2005-06-17,191467889.82
2005-06-20,74450920.0
2005-06-21,60772016.0
2005-06-22,92169124.34
2005-06-23,115543544.0
2005-06-24,200100000.0
2005-06-27,87633774.66
2005-06-28,93101919.2
2005-06-29,58214170.0
2005-06-30,297229866.52
2005-07-01,309849040.0
2005-07-04,
2005-07-05,292106604.0
2005-07-06,75352555.94
2005-07-07,198523882.2
2005-07-08,183904000.0
2005-07-11,86176687.12
2005-07-12,77366075.0
2005-07-13,111650288.0
2005-07-14,281587990.0
2005-07-15,129764080.0
2005-07-18,104412432.0
2005-07-19,240977764.0
2005-07-20,76289842.0
2005-07-21,112603850.0
2005-07-22,174756000.0
2005-07-25,98000000.0
2005-07-26,214791590.0
2005-07-27,90580000.0
2005-07-28,119705488.0
2005-07-29,362902246.0
2005-08-01,82320334.1
2005-08-02,150467997.0
2005-08-03,232503022.0
2005-08-04,265739000.0
2005-08-05,186218880.0
2005-08-08,92113840.0
2005-08-09,168509750.0
2005-08-10,85314586.0
2005-08-11,67621172.0
2005-08-12,182499940.0
2005-08-15,70480000.0
2005-08-16,108537195.2
2005-08-17,113453598.0
2005-08-18,169783301.58
2005-08-19,80458240.0
2005-08-22,90983604.0
2005-08-23,120892000.0
2005-08-24,31413500.0
2005-08-25,247824723.0
2005-08-26,151310839.68
2005-08-29,238984020.0
2005-08-30,
2005-08-31,89526248.0
2005-09-01,101092118.0
2005-09-02,440112088.0
2005-09-05,12754000.0
2005-09-06,209751402.0
2005-09-07,94440836.0
2005-09-08,214445715.0
2005-09-09,165460336.0
2005-09-12,116455673.0
2005-09-13,229987004.0
2005-09-14,139795018.0
2005-09-15,128259825.6
2005-09-16,206704460.0
2005-09-19,60600000.0
2005-09-20,82796176.0
2005-09-21,74620007.0
2005-09-22,184073490.74
2005-09-23,207303095.0
2005-09-26,35100000.0
2005-09-27,134873209.6
2005-09-28,150677056.0
2005-09-29,264679030.4
2005-09-30,136914400.0
2005-10-03,91915010.0
2005-10-04,140049086.0
2005-10-05,319649846.0
2005-10-06,197082000.0
2005-10-07,94287800.0
2005-10-10,95063610.0
2005-10-11,124234414.0
2005-10-12,33374464.4
2005-10-13,160195000.0
2005-10-14,101769669.0
2005-10-17,206826180.0
2005-10-18,110038240.0
2005-10-19,54860000.0
2005-10-20,68302413.5
2005-10-21,48906060.0
2005-10-24,86520580.0
2005-10-25,32902538.0
2005-10-26,32600600.0
2005-10-27,158470731.0
2005-10-28,160660000.0
2005-10-31,78643352.0
2005-11-01,417275015.0
2005-11-02,66000000.0
2005-11-03,
2005-11-04,
2005-11-07,78906896.0
2005-11-08,91574240.0
2005-11-09,110430868.0
2005-11-10,70239321.0
2005-11-11,
2005-11-14,96128400.0
2005-11-15,89810000.0
2005-11-16,93137760.0
2005-11-17,92266957.0
2005-11-18,90816840.0
2005-11-21,100282944.0
2005-11-22,37836762.0
2005-11-23,34668567.0
2005-11-24,10723094.8
2005-11-25,72931438.0
2005-11-28,83433458.0
2005-11-29,321108786.0
2005-11-30,111679650.0
2005-12-01,31629578.0
2005-12-02,73925205.6
2005-12-05,137547880.0
2005-12-06,315272500.0
2005-12-07,133580980.0
2005-12-08,88167370.0
2005-12-09,90780000.0
2005-12-12,56000000.0
2005-12-13,90878120.0
2005-12-14,34819996.0
2005-12-15,116523992.42
2005-12-16,95568200.4
2005-12-19,147847868.0
2005-12-20,592411325.0
2005-12-21,117419998.0
2005-12-22,170372720.0
2005-12-23,30730192.0
2005-12-26,866291.0
2005-12-27,31812758.58
2005-12-28,92679138.0
2005-12-29,56980000.0
2005-12-30,33871028.0
2006-01-02,10460000.0
2006-01-03,101764400.0
2006-01-04,121991459.0
2006-01-05,143728952.0
2006-01-06,130627108.0
2006-01-09,600000.0
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,
2006-01-17,101159184.0
2006-01-18,78547626.0
2006-01-19,47487500.0
2006-01-20,40724800.0
2006-01-23,41643154.0
2006-01-24,86791696.0
2006-01-25,122173900.0
2006-01-26,104545920.0
2006-01-27,98080000.0
2006-01-30,113460114.56
2006-01-31,107205676.0
2006-02-01,124470639.0
2006-02-02,86020000.0
2006-02-03,120965120.0
2006-02-06,121211726.0
2006-02-07,52206124.0
2006-02-08,76864884.0
2006-02-09,124400000.0
2006-02-10,71698110.0
2006-02-13,55662056.0
2006-02-14,41609550.0
2006-02-15,1850000.0
2006-02-16,41907920.76
2006-02-17,42605229.0
2006-02-20,831460.0
2006-02-21,42222952.0
2006-02-22,96952432.0
2006-02-23,40000000.0
2006-02-24,121659080.0
2006-02-27,117730405.0
2006-02-28,53740000.0
2006-03-01,123036376.0
2006-03-02,41361274.0
2006-03-03,105799611.04
2006-03-06,71022200.0
2006-03-07,41179716.0
2006-03-08,91996240.0
2006-03-09,120314880.0
2006-03-10,61036700.0
2006-03-13,45153440.0
2006-03-14,40980909.5
2006-03-15,109228200.0
2006-03-16,116406088.0
2006-03-17,83554625.0
2006-03-20,40400000.0
2006-03-21,65587105.0
2006-03-22,40145680.0
2006-03-23,124655878.0
2006-03-24,90405408.0
2006-03-27,89419120.0
2006-03-28,62053736.0
2006-03-29,115944708.0
2006-03-30,119278184.0
2006-03-31,40140000.0
2006-04-03,67758882.0
2006-04-04,41226730.0
2006-04-05,105577100.0
2006-04-06,120915172.0
2006-04-07,44924560.0
2006-04-10,92344740.0
2006-04-11,67704560.0
2006-04-12,116721846.0
2006-04-13,42062804.0
2006-04-14,40339136.0
2006-04-17,71000000.0
2006-04-18,41897545.0
2006-04-19,100429297.92
2006-04-20,40600000.0
2006-04-21,121160242.0
2006-04-24,107478160.0
2006-04-25,80824446.0
2006-04-26,40898510.3
2006-04-27,41109482.0
2006-04-28,40298464.0
2006-05-01,42876355.8
2006-05-02,46362100.0
2006-05-03,41510736.0
2006-05-04,120889284.8
2006-05-05,54545288.0
2006-05-08,41344610.0
2006-05-09,121807660.0
2006-05-10,83123599.0
2006-05-11,40000000.0
2006-05-12,70465347.0
2006-05-15,43008316.0
2006-05-16,1771920.0
2006-05-17,4918206.0
2006-05-18,8833545.0
2006-05-19,
2006-05-22,3299588.0
2006-05-23,4807738.0
2006-05-24,4998878.0
2006-05-25,64259324.0
2006-05-26,58005460.8
2006-05-29,486666.0
2006-05-30,3131985.2
2006-05-31,12685850.0
2006-06-01,1278272.0
2006-06-02,6174104.0
2006-06-05,4356146.46
2006-06-06,9278660.0
2006-06-07,8034545.3
2006-06-08,8507016.0
2006-06-09,9027367.0
2006-06-12,4366510.0
2006-06-13,1469883.0
2006-06-14,9361080.0
2006-06-15,2946786.0
2006-06-16,5958320.0
2006-06-19,2744396.0
2006-06-20,2091204.2
2006-06-21,9994784.0
2006-06-22,2212366.6
2006-06-23,8473179.6
2006-06-26,1006181716.0
2006-06-27,1007229069.0
2006-06-28,4074014.8
2006-06-29,251280.0
2006-06-30,8140507.8
2006-07-03,3742229.0
2006-07-04,886046.6
2006-07-05,9911201.5
2006-07-06,2640535.0
2006-07-07,15208512.0
2006-07-10,6532393.6
2006-07-11,5261760.4
2006-07-12,4061960.0
2006-07-13,4477376.0
2006-07-14,7407072.76
2006-07-17,4802696.0
2006-07-18,4308432.0
2006-07-19,7086500.0
2006-07-20,3009452.0
2006-07-21,3703866.0
2006-07-24,9527552.0
2006-07-25,2691463.6
2006-07-26,3529480.0
2006-07-27,7284765.8
2006-07-28,4679055.0
2006-07-31,3654678.0
2006-08-01,10144330.1
2006-08-02,5024959.0
2006-08-03,9713816.4
2006-08-04,14643764.0
2006-08-07,11942607.2
2006-08-08,6018432.0
2006-08-09,4763972.0
2006-08-10,11894022.0
2006-08-11,4337845.1
2006-08-14,3940386.6
2006-08-15,4045086.2
2006-08-16,6249820.2
2006-08-17,4524097.2
2006-08-18,8054515.78
2006-08-21,2624393.0
2006-08-22,7669068.8
2006-08-23,5787261.18
2006-08-24,5383958.4
2006-08-25,6573105.6
2006-08-28,5263157.0
2006-08-29,5719726.4
2006-08-30,
2006-08-31,6605850.8
2006-09-01,7709730.0
2006-09-04,2629760.0
2006-09-05,11612837.2
2006-09-06,3356190.0
2006-09-07,8368688.0
2006-09-08,4649816.0
2006-09-11,5544111.0
2006-09-12,2545141.0
2006-09-13,10688180.0
2006-09-14,4499852.6
2006-09-15,4182395.0
2006-09-18,5168658.4
2006-09-19,3862080.0
2006-09-20,3446868.5
2006-09-21,3039600.0
2006-09-22,7618466.84
2006-09-25,4109298.66
2006-09-26,10905538.7
2006-09-27,3604018.4
2006-09-28,3247680.0
2006-09-29,4314512.0
2006-10-02,3012683.0
2006-10-03,3600027.2
2006-10-04,6789408.2
2006-10-05,1516194.0
2006-10-06,3304267.4
2006-10-09,1312000.0
2006-10-10,5752480.0
2006-10-11,6361796.0
2006-10-12,1513496.0
2006-10-13,15730795.12
2006-10-16,4861984.8
2006-10-17,5728928.0
2006-10-18,4713870.0
2006-10-19,5722802.0
2006-10-20,17320900.0
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,1609520.0
2006-10-27,5490842.0
2006-10-30,1610192.0
2006-10-31,6361502.0
2006-11-01,4936750.4
2006-11-02,5097932.0
2006-11-03,682950.0
2006-11-06,2651746.0
2006-11-07,3416709.0
2006-11-08,4246937.0
2006-11-09,2875780.0
2006-11-10,89858875.0
2006-11-13,89513500.0
2006-11-14,64249672.0
2006-11-15,96808520.0
2006-11-16,43218634.0
2006-11-17,34989258.0
2006-11-20,31740000.0
2006-11-21,44003986.0
2006-11-22,31560157.2
2006-11-23,2619120.0
2006-11-24,93434563.0
2006-11-27,61698130.0
2006-11-28,53808260.0
2006-11-29,61480110.0
2006-11-30,94207490.0
2006-12-01,72341152.0
2006-12-04,85331025.0
2006-12-05,33947491.6
2006-12-06,32744038.8
2006-12-07,90644835.0
2006-12-08,38923904.0
2006-12-11,97543465.0
2006-12-12,32600000.0
2006-12-13,35131360.0
2006-12-14,31099168.0
2006-12-15,31054988.0
2006-12-18,73305136.0
2006-12-19,95624193.6
2006-12-20,52509160.0
2006-12-21,53723168.0
2006-12-22,92595762.44
2006-12-25,158400.0
2006-12-26,95075728.0
2006-12-27,43665281.64
2006-12-28,67488747.22
2006-12-29,109539508.58
2007-01-01,
2007-01-02,
2007-01-03,
2007-01-04,32451928.0
2007-01-05,73090040.0
2007-01-08,92650198.0
2007-01-09,100712119.3
2007-01-10,91064912.0
2007-01-11,104132432.0
2007-01-12,41716468.0
2007-01-15,
2007-01-16,36162064.0
2007-01-17,92100987.0
2007-01-18,92465968.0
2007-01-19,92468868.0
2007-01-22,90529010.0
2007-01-23,43914795.0
2007-01-24,51194290.0
2007-01-25,31872088.0
2007-01-26,32925749.1
2007-01-29,62600000.0
2007-01-30,40608786.0
2007-01-31,33626490.0
2007-02-01,92926176.0
2007-02-02,41890540.0
2007-02-05,85312432.0
2007-02-06,85420000.0
2007-02-07,30000000.0
2007-02-08,38880000.0
2007-02-09,52778400.0
2007-02-12,35017654.0
2007-02-13,90669124.0
2007-02-14,93215060.0
2007-02-15,54462788.0
2007-02-16,68014370.0
2007-02-19,314976.0
2007-02-20,54658700.0
2007-02-21,91920000.0
2007-02-22,93591020.0
2007-02-23,91710000.0
2007-02-26,52455854.0
2007-02-27,37373675.0
2007-02-28,35087180.0
2007-03-01,32794856.0
2007-03-02,32327185.0
2007-03-05,88400920.0
2007-03-06,93777160.0
2007-03-07,69659055.0
2007-03-08,71868475.8
2007-03-09,51216775.0
2007-03-12,32000000.0
2007-03-13,89656862.0
2007-03-14,35191936.0
2007-03-15,31580720.0
2007-03-16,35405405.0
2007-03-19,40602471.2
2007-03-20,49845500.0
2007-03-21,48450230.0
2007-03-22,91300100.0
2007-03-23,90233640.0
2007-03-26,96116300.0
2007-03-27,90663400.0
2007-03-28,94191556.0
2007-03-29,39507960.0
2007-03-30,49583390.0
2007-04-02,30680000.0
2007-04-03,47129454.0
2007-04-04,92440000.0
2007-04-05,33669115.0
2007-04-06,78000000.0
2007-04-09,74134040.0
2007-04-10,38834110.0
2007-04-11,91270000.0
2007-04-12,79207994.0
2007-04-13,92886072.0
2007-04-16,60190000.0
2007-04-17,37580000.0
2007-04-18,56120844.0
2007-04-19,37010000.0
2007-04-20,90570780.0
2007-04-23,
2007-04-24,81213160.0
2007-04-25,33750324.0
2007-04-26,92004720.0
2007-04-27,90410000.0
2007-04-30,78400000.0
2007-05-01,91960828.2
2007-05-02,66325833.54
2007-05-03,36457067.0
2007-05-04,30921879.0
2007-05-07,30600000.0
2007-05-08,31298300.0
2007-05-09,62741732.76
2007-05-10,32021560.0
2007-05-11,42630000.0
2007-05-14,31663912.0
2007-05-15,31125032.0
2007-05-16,52000000.0
2007-05-17,91183610.0
2007-05-18,91915260.0
2007-05-21,97120000.0
2007-05-22,91920000.0
2007-05-23,90818160.0
2007-05-24,91199556.0
2007-05-25,91471404.0
2007-05-28,140000.0
2007-05-29,92286570.0
2007-05-30,91815822.0
2007-05-31,92383792.0
2007-06-01,30664774.0
2007-06-04,91278148.0
2007-06-05,90600000.0
2007-06-06,31987216.0
2007-06-07,91275787.6
2007-06-08,90774250.0
2007-06-11,39971660.0
2007-06-12,90780697.0
2007-06-13,91887414.0
2007-06-14,91145842.0
2007-06-15,92366175.0
2007-06-18,74638848.0
2007-06-19,93977248.6
2007-06-20,33834030.0
2007-06-21,31737040.0
2007-06-22,92437570.0
2007-06-25,91339890.0
2007-06-26,92410950.0
2007-06-27,91616624.0
2007-06-28,91418148.0
2007-06-29,36393900.0
2007-07-02,72350454.0
2007-07-03,97455926.0
2007-07-04,
2007-07-05,105736925.02
2007-07-06,76384840.0
2007-07-09,33214708.0
2007-07-10,92779676.0
2007-07-11,33127208.14
2007-07-12,42832674.0
2007-07-13,33807045.0
2007-07-16,33252662.0
2007-07-17,93164420.0
2007-07-18,69300000.0
2007-07-19,96352472.0
2007-07-20,35980000.0
2007-07-23,97124265.0
2007-07-24,41540403.2
2007-07-25,246983425.6
2007-07-26,83248123.5
2007-07-27,222550554.8
2007-07-30,230294391.0
2007-07-31,249071512.0
2007-08-01,243150601.98
2007-08-02,245460572.0
2007-08-03,82601570.0
2007-08-06,163039392.0
2007-08-07,82058588.0
2007-08-08,154931850.0
2007-08-09,80582890.0
2007-08-10,90441509.0
2007-08-13,210423796.0
2007-08-14,88506348.8
2007-08-15,93913766.0
2007-08-16,92192976.4
2007-08-17,94637395.0
2007-08-20,99016240.0
2007-08-21,100895920.22
2007-08-22,97091570.0
2007-08-23,37736810.0
2007-08-24,92224824.0
2007-08-27,79022925.0
2007-08-28,39224285.0
2007-08-29,96380300.0
2007-08-30,
2007-08-31,30916600.0
2007-09-03,1531488.0
2007-09-04,37553160.0
2007-09-05,35293410.0
2007-09-06,93018016.0
2007-09-07,93260000.0
2007-09-10,92709432.0
2007-09-11,88464800.0
2007-09-12,31114240.0
2007-09-13,35350267.2
2007-09-14,76641042.68
2007-09-17,63443704.0
2007-09-18,37179820.0
2007-09-19,31945150.0
2007-09-20,93366586.0
2007-09-21,103441096.0
2007-09-24,91781340.0
2007-09-25,34252320.0
2007-09-26,93890920.0
2007-09-27,90869536.0
2007-09-28,74954478.0
2007-10-01,93510172.0
2007-10-02,36001710.0
2007-10-03,91627136.0
2007-10-04,30907584.0
2007-10-05,78071213.0
2007-10-08,
2007-10-09,186724224.0
2007-10-10,182551260.0
2007-10-11,1683087.0
2007-10-12,
2007-10-15,82613174.0
2007-10-16,182080343.0
2007-10-17,181541605.88
2007-10-18,160446666.0
2007-10-19,96284160.0
2007-10-22,64399890.0
2007-10-23,180970000.0
2007-10-24,112915928.0
2007-10-25,62388277.0
2007-10-26,157357411.2
2007-10-29,
2007-10-30,80999430.4
2007-10-31,181833012.0
2007-11-01,123451304.0
2007-11-02,180944300.0
2007-11-05,151896550.0
2007-11-06,184195177.0
2007-11-07,165675442.0
2007-11-08,183204902.0
2007-11-09,68000000.0
2007-11-12,660000.0
2007-11-13,183843826.0
2007-11-14,70774454.0
2007-11-15,65225964.0
2007-11-16,181667184.0
2007-11-19,180644596.0
2007-11-20,93460739.0
2007-11-21,145128562.0
2007-11-22,340000.0
2007-11-23,110383200.0
2007-11-26,177645520.0
2007-11-27,62463000.0
2007-11-28,62993048.0
2007-11-29,61329954.0
2007-11-30,65323866.2
2007-12-03,62485720.0
2007-12-04,63351840.0
2007-12-05,62701367.0
2007-12-06,181042720.0
2007-12-07,130395992.0
2007-12-10,60000000.0
2007-12-11,140540370.0
2007-12-12,92896212.0
2007-12-13,109721220.0
2007-12-14,160213986.0
2007-12-17,180832640.0
2007-12-18,86872236.0
2007-12-19,158345.0
2007-12-20,
2007-12-21,
2007-12-24,79622170.0
2007-12-25,
2007-12-26,60760000.0
2007-12-27,145348940.0
2007-12-28,209367000.0
2007-12-31,152077378.0
2008-01-01,
2008-01-02,63422690.0
2008-01-03,132903975.0
2008-01-04,93696376.0
2008-01-07,181375724.0
2008-01-08,63433422.0
2008-01-09,110030808.0
2008-01-10,180030464.0
2008-01-11,60922450.0
2008-01-14,60600000.0
2008-01-15,130142684.0
2008-01-16,60100000.0
2008-01-17,184109695.0
2008-01-18,184789244.0
2008-01-21,585720.0
2008-01-22,63701630.0
2008-01-23,120753220.0
2008-01-24,155516703.0
2008-01-25,62359534.0
2008-01-28,97671232.0
2008-01-29,145633372.0
2008-01-30,181007176.0
2008-01-31,183362744.0
2008-02-01,185333582.0
2008-02-04,63058218.6
2008-02-05,83544630.0
2008-02-06,61361060.0
2008-02-07,180957744.0
2008-02-08,61514392.0
2008-02-11,181165880.0
2008-02-12,184439298.0
2008-02-13,60655810.0
2008-02-14,64032538.34
2008-02-15,60716960.0
2008-02-18,240000.0
2008-02-19,184161198.0
2008-02-20,62933346.0
2008-02-21,180386292.0
2008-02-22,64549670.0
2008-02-25,112872144.0
2008-02-26,182247235.0
2008-02-27,180871085.0
2008-02-28,60800814.2
2008-02-29,191662841.4
2008-03-03,181437688.0
2008-03-04,64702646.8
2008-03-05,181111160.6
2008-03-06,184381648.0
2008-03-07,163404606.0
2008-03-10,93056512.0
2008-03-11,36695463.0
2008-03-12,33190368.0
2008-03-13,91636110.0
2008-03-14,57660018.8
2008-03-17,90622680.0
2008-03-18,95779457.0
2008-03-19,54522240.0
2008-03-20,31942986.0
2008-03-21,90400000.0
2008-03-24,91499878.0
2008-03-25,33537637.0
2008-03-26,32669879.0
2008-03-27,92942062.0
2008-03-28,33850144.0
2008-03-31,92973634.0
2008-04-01,32440952.0
2008-04-02,93063912.0
2008-04-03,95351684.24
2008-04-04,91721616.0
2008-04-07,32817132.0
2008-04-08,31487368.0
2008-04-09,43098120.0
2008-04-10,97088468.0
2008-04-11,93810958.0
2008-04-14,94974108.8
2008-04-15,38052728.0
2008-04-16,30705192.0
2008-04-17,31698396.0
2008-04-18,91149274.0
2008-04-21,35487500.0
2008-04-22,91356912.0
2008-04-23,
