Tarih,TP_DF_DE_HACM
2004-03-10,2681096.0
2004-03-11,2857000.0
2004-03-12,1060000.0
2004-03-15,1377648.0
2004-03-16,2634910.0
2004-03-17,2690760.0
2004-03-18,2634700.0
2004-03-19,3460000.0
2004-03-22,383260.0
2004-03-23,1716250.0
2004-03-24,5690170.0
2004-03-25,1594096.0
2004-03-26,242680.0
2004-03-29,1318076.0
2004-03-30,5693412.0
2004-03-31,1298000.0
2004-04-01,2424580.0
2004-04-02,2300000.0
2004-04-05,140000.0
2004-04-06,7732188.0
2004-04-07,401820.0
2004-04-08,1320000.0
2004-04-09,
2004-04-12,3057712.0
2004-04-13,2044936.0
2004-04-14,1151792.0
2004-04-15,2454995.0
2004-04-16,2090864.0
2004-04-19,1900000.0
2004-04-20,3179598.0
2004-04-21,1288008.0
2004-04-22,4654202.0
2004-04-23,
2004-04-26,2136920.0
2004-04-27,1603582.4
2004-04-28,6471056.0
2004-04-29,1758616.0
2004-04-30,318310.0
2004-05-03,906936.0
2004-05-04,2128830.0
2004-05-05,600000.0
2004-05-06,2856732.6
2004-05-07,1226900.0
2004-05-10,2977472.0
2004-05-11,1807684.0
2004-05-12,2453636.0
2004-05-13,1777140.0
2004-05-14,883780.54
2004-05-17,957200.0
2004-05-18,2227624.0
2004-05-19,
2004-05-20,2383590.0
2004-05-21,283124.0
2004-05-24,540310.0
2004-05-25,597750.0
2004-05-26,2728272.0
2004-05-27,1540000.0
2004-05-28,540000.0
2004-05-31,
2004-06-01,7004684.0
2004-06-02,3964948.0
2004-06-03,664315.4
2004-06-04,
2004-06-07,5757664.0
2004-06-08,5100000.0
2004-06-09,180000.0
2004-06-10,1132060.0
2004-06-11,2380000.0
2004-06-14,4700000.0
2004-06-15,8100000.0
2004-06-16,1875648.0
2004-06-17,1740000.0
2004-06-18,260000.0
2004-06-21,2552730.0
2004-06-22,2030800.0
2004-06-23,1026784.0
2004-06-24,1305445.0
2004-06-25,1122044.94
2004-06-28,1300000.0
2004-06-29,18772825.0
2004-06-30,1480000.0
2004-07-01,700000.0
2004-07-02,209431.0
2004-07-05,3102788.0
2004-07-06,4640000.0
2004-07-07,2739340.0
2004-07-08,3110266.0
2004-07-09,113895.22
2004-07-12,2743280.0
2004-07-13,2573838.0
2004-07-14,942140.0
2004-07-15,6390160.0
2004-07-16,2064340.0
2004-07-19,920000.0
2004-07-20,5174270.0
2004-07-21,6338300.0
2004-07-22,1841072.0
2004-07-23,360000.0
2004-07-26,3431778.0
2004-07-27,1594016.0
2004-07-28,1402824.0
2004-07-29,2385248.0
2004-07-30,2852958.0
2004-08-02,1336472.0
2004-08-03,3805522.0
2004-08-04,4469968.4
2004-08-05,240070.0
2004-08-06,2228104.0
2004-08-09,720590.0
2004-08-10,1239650.0
2004-08-11,1282790.0
2004-08-12,1762310.0
2004-08-13,1981120.0
2004-08-16,2190813.54
2004-08-17,1940760.0
2004-08-18,1234800.0
2004-08-19,3760084.8
2004-08-20,6203191.0
2004-08-23,1512718.0
2004-08-24,2339926.18
2004-08-25,807536.0
2004-08-26,4227988.0
2004-08-27,600000.0
2004-08-30,
2004-08-31,2245328.0
2004-09-01,1333520.0
2004-09-02,1857126.0
2004-09-03,1768900.0
2004-09-06,170450.0
2004-09-07,8000793.6
2004-09-08,2658916.0
2004-09-09,4106100.0
2004-09-10,9131220.0
2004-09-13,3619996.0
2004-09-14,3700000.0
2004-09-15,1957500.0
2004-09-16,3907332.0
2004-09-17,5396520.0
2004-09-20,1600000.0
2004-09-21,3049284.0
2004-09-22,1773920.0
2004-09-23,564696.0
2004-09-24,1713864.0
2004-09-27,1517894.0
2004-09-28,3006550.0
2004-09-29,4349666.0
2004-09-30,200000.0
2004-10-01,603982.0
2004-10-04,600000.0
2004-10-05,1790144.0
2004-10-06,1040000.0
2004-10-07,914100.0
2004-10-08,620000.0
2004-10-11,260000.0
2004-10-12,3554456.0
2004-10-13,37063360.0
2004-10-14,55025672.0
2004-10-15,3573232.0
2004-10-18,2420000.0
2004-10-19,1723950.0
2004-10-20,720000.0
2004-10-21,34433540.0
2004-10-22,1562960.0
2004-10-25,1823608.0
2004-10-26,1106000.0
2004-10-27,2249190.0
2004-10-28,3000000.0
2004-10-29,
2004-11-01,2041575.2
2004-11-02,1875300.0
2004-11-03,1915350.0
2004-11-04,1400190.0
2004-11-05,1985004.0
2004-11-08,1768650.0
2004-11-09,2140668.0
2004-11-10,619521.0
2004-11-11,1128415.0
2004-11-12,3377460.0
2004-11-15,
2004-11-16,
2004-11-17,1706150.0
2004-11-18,1900000.0
2004-11-19,2020000.0
2004-11-22,1960180.0
2004-11-23,2254604.0
2004-11-24,3506418.0
2004-11-25,100000.0
2004-11-26,500000.0
2004-11-29,500000.0
2004-11-30,3003104.0
2004-12-01,1730000.0
2004-12-02,640000.0
2004-12-03,2066880.0
2004-12-06,700000.0
2004-12-07,6200000.0
2004-12-08,2595596.0
2004-12-09,1751502.0
2004-12-10,
2004-12-13,819850.0
2004-12-14,1100000.0
2004-12-15,1440000.0
2004-12-16,853968.0
2004-12-17,2544300.0
2004-12-20,3462720.0
2004-12-21,5357440.0
2004-12-22,4482080.0
2004-12-23,5235866.0
2004-12-24,5767728.0
2004-12-27,14996500.0
2004-12-28,2746038.0
2004-12-29,5990345.78
2004-12-30,7035443.2
2004-12-31,7713870.0
2005-01-03,1445800.0
2005-01-04,2763360.0
2005-01-05,333880.0
2005-01-06,2334208.0
2005-01-07,2355245.0
2005-01-10,1950730.0
2005-01-11,200000.0
2005-01-12,2322496.0
2005-01-13,955350.0
2005-01-14,3112848.0
2005-01-17,
2005-01-18,3595250.0
2005-01-19,240000.0
2005-01-20,
2005-01-21,
2005-01-24,7147872.0
2005-01-25,1926470.22
2005-01-26,642714.0
2005-01-27,1162486.0
2005-01-28,300000.0
2005-01-31,1230000.0
2005-02-01,2380600.0
2005-02-02,1072720.0
2005-02-03,4441323.0
2005-02-04,1601214.0
2005-02-07,1647242.2
2005-02-08,280000.0
2005-02-09,2174946.0
2005-02-10,2121357.5
2005-02-11,1960000.0
2005-02-14,1620000.0
2005-02-15,857688.0
2005-02-16,1299280.0
2005-02-17,1371511.0
2005-02-18,1848096.0
2005-02-21,
2005-02-22,2376710.0
2005-02-23,828224.8
2005-02-24,300000.0
2005-02-25,1554964.8
2005-02-28,
2005-03-01,3802850.0
2005-03-02,1620500.0
2005-03-03,2168150.0
2005-03-04,1802980.0
2005-03-07,440000.0
2005-03-08,1246180.0
2005-03-09,440000.0
2005-03-10,
2005-03-11,400000.0
2005-03-14,3734478.0
2005-03-15,460000.0
2005-03-16,860000.0
2005-03-17,1015816.0
2005-03-18,
2005-03-21,3143440.0
2005-03-22,659532.0
2005-03-23,910000.0
2005-03-24,521960.0
2005-03-25,860000.0
2005-03-28,887950.0
2005-03-29,1519800.0
2005-03-30,1630172.0
2005-03-31,1600504.0
2005-04-01,780000.0
2005-04-04,1320000.0
2005-04-05,1062710.0
2005-04-06,
2005-04-07,680000.0
2005-04-08,1940000.0
2005-04-11,592435.0
2005-04-12,3004487.0
2005-04-13,2389250.0
2005-04-14,1210000.0
2005-04-15,1400000.0
2005-04-18,140000.0
2005-04-19,560000.0
2005-04-20,1170810.0
2005-04-21,161838.16
2005-04-22,1154000.0
2005-04-25,2307148.0
2005-04-26,1816882.0
2005-04-27,659740.0
2005-04-28,2233920.0
2005-04-29,2441034.0
2005-05-02,1436800.0
2005-05-03,12741936.0
2005-05-04,
2005-05-05,1248440.0
2005-05-06,1497960.0
2005-05-09,2895770.0
2005-05-10,579578.0
2005-05-11,385260.0
2005-05-12,1828197.0
2005-05-13,2780856.0
2005-05-16,126490.0
2005-05-17,419969.3
2005-05-18,120000.0
2005-05-19,
2005-05-20,1279440.0
2005-05-23,2246812.0
2005-05-24,280.5
2005-05-25,1847600.0
2005-05-26,3769928.0
2005-05-27,
2005-05-30,
2005-05-31,4276190.0
2005-06-01,1295496.0
2005-06-02,2784640.0
2005-06-03,2000891.4
2005-06-06,2162512.0
2005-06-07,2603260.0
2005-06-08,
2005-06-09,
2005-06-10,1528685.0
2005-06-13,
2005-06-14,1513467.66
2005-06-15,921728.0
2005-06-16,2267286.0
2005-06-17,1467889.82
2005-06-20,2450920.0
2005-06-21,782016.0
2005-06-22,2169124.34
2005-06-23,1247544.0
2005-06-24,100000.0
2005-06-27,1633774.66
2005-06-28,437919.2
2005-06-29,2214170.0
2005-06-30,911866.52
2005-07-01,1345040.0
2005-07-04,
2005-07-05,1364604.0
2005-07-06,1352555.94
2005-07-07,2802882.2
2005-07-08,
2005-07-11,176687.12
2005-07-12,3361075.0
2005-07-13,1680288.0
2005-07-14,1217990.0
2005-07-15,2764080.0
2005-07-18,2412432.0
2005-07-19,2687764.0
2005-07-20,2289842.0
2005-07-21,603850.0
2005-07-22,400000.0
2005-07-25,
2005-07-26,2791590.0
2005-07-27,640000.0
2005-07-28,1737488.0
2005-07-29,2557246.0
2005-08-01,2320334.1
2005-08-02,14865997.0
2005-08-03,4067022.0
2005-08-04,900000.0
2005-08-05,1252880.0
2005-08-08,2113840.0
2005-08-09,5039750.0
2005-08-10,1314586.0
2005-08-11,3228172.0
2005-08-12,3669940.0
2005-08-15,480000.0
2005-08-16,6537195.2
2005-08-17,3453598.0
2005-08-18,1783301.58
2005-08-19,5798240.0
2005-08-22,2583604.0
2005-08-23,500000.0
2005-08-24,1423500.0
2005-08-25,3020723.0
2005-08-26,1620839.68
2005-08-29,1899020.0
2005-08-30,
2005-08-31,1026248.0
2005-09-01,4268118.0
2005-09-02,3856088.0
2005-09-05,200000.0
2005-09-06,4113402.0
2005-09-07,4440836.0
2005-09-08,2505715.0
2005-09-09,3036336.0
2005-09-12,1633673.0
2005-09-13,1987004.0
2005-09-14,1795018.0
2005-09-15,3679825.6
2005-09-16,4704460.0
2005-09-19,600000.0
2005-09-20,2806176.0
2005-09-21,620007.0
2005-09-22,3643490.74
2005-09-23,3023095.0
2005-09-26,1100000.0
2005-09-27,1825209.6
2005-09-28,677056.0
2005-09-29,2559030.4
2005-09-30,2694400.0
2005-10-03,1915010.0
2005-10-04,2331086.0
2005-10-05,1868846.0
2005-10-06,1220000.0
2005-10-07,2167800.0
2005-10-10,753610.0
2005-10-11,2234414.0
2005-10-12,1384464.4
2005-10-13,200000.0
2005-10-14,4309669.0
2005-10-17,820180.0
2005-10-18,1986240.0
2005-10-19,860000.0
2005-10-20,2302413.5
2005-10-21,119660.0
2005-10-24,1520580.0
2005-10-25,2902538.0
2005-10-26,600600.0
2005-10-27,3674731.0
2005-10-28,
2005-10-31,2643352.0
2005-11-01,2890015.0
2005-11-02,
2005-11-03,
2005-11-04,
2005-11-07,2906896.0
2005-11-08,1574240.0
2005-11-09,2696868.0
2005-11-10,2239321.0
2005-11-11,
2005-11-14,7468400.0
2005-11-15,500000.0
2005-11-16,3137760.0
2005-11-17,2266957.0
2005-11-18,816840.0
2005-11-21,4282944.0
2005-11-22,2103620.0
2005-11-23,2078567.0
2005-11-24,723094.8
2005-11-25,2931438.0
2005-11-28,2815458.0
2005-11-29,2578786.0
2005-11-30,2419650.0
2005-12-01,1629578.0
2005-12-02,3925205.6
2005-12-05,1547880.0
2005-12-06,1932500.0
2005-12-07,2020980.0
2005-12-08,821170.0
2005-12-09,780000.0
2005-12-12,6000000.0
2005-12-13,2878120.0
2005-12-14,819996.0
2005-12-15,2496992.42
2005-12-16,750000.4
2005-12-19,527868.0
2005-12-20,1220525.0
2005-12-21,1461998.0
2005-12-22,1452720.0
2005-12-23,730192.0
2005-12-26,866291.0
2005-12-27,1812758.58
2005-12-28,2709138.0
2005-12-29,21060000.0
2005-12-30,3871028.0
2006-01-02,10460000.0
2006-01-03,1764400.0
2006-01-04,1991459.0
2006-01-05,23728952.0
2006-01-06,10627108.0
2006-01-09,600000.0
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,
2006-01-17,5159184.0
2006-01-18,547626.0
2006-01-19,1527500.0
2006-01-20,724800.0
2006-01-23,1643154.0
2006-01-24,391696.0
2006-01-25,2173900.0
2006-01-26,545920.0
2006-01-27,800000.0
2006-01-30,2120114.56
2006-01-31,1925676.0
2006-02-01,4470639.0
2006-02-02,7300000.0
2006-02-03,965120.0
2006-02-06,1211726.0
2006-02-07,12206124.0
2006-02-08,1334884.0
2006-02-09,4400000.0
2006-02-10,3358110.0
2006-02-13,1662056.0
2006-02-14,1609550.0
2006-02-15,1850000.0
2006-02-16,1907920.76
2006-02-17,2615229.0
2006-02-20,831460.0
2006-02-21,2222952.0
2006-02-22,952432.0
2006-02-23,
2006-02-24,1659080.0
2006-02-27,1730405.0
2006-02-28,3000000.0
2006-03-01,3036376.0
2006-03-02,1361274.0
2006-03-03,1939611.04
2006-03-06,2222200.0
2006-03-07,1189716.0
2006-03-08,1996240.0
2006-03-09,3414880.0
2006-03-10,1036700.0
2006-03-13,1153440.0
2006-03-14,980909.5
2006-03-15,1228200.0
2006-03-16,1066088.0
2006-03-17,3554625.0
2006-03-20,400000.0
2006-03-21,3117105.0
2006-03-22,145680.0
2006-03-23,4655878.0
2006-03-24,405408.0
2006-03-27,1449120.0
2006-03-28,2053736.0
2006-03-29,264708.0
2006-03-30,4618184.0
2006-03-31,140000.0
2006-04-03,3768882.0
2006-04-04,1226730.0
2006-04-05,2407100.0
2006-04-06,915172.0
2006-04-07,2924560.0
2006-04-10,2344740.0
2006-04-11,1984560.0
2006-04-12,691846.0
2006-04-13,2052804.0
2006-04-14,339136.0
2006-04-17,
2006-04-18,1897545.0
2006-04-19,429297.92
2006-04-20,600000.0
2006-04-21,1160242.0
2006-04-24,1478160.0
2006-04-25,1324446.0
2006-04-26,898510.3
2006-04-27,1109482.0
2006-04-28,298464.0
2006-05-01,2866355.8
2006-05-02,2362100.0
2006-05-03,1510736.0
2006-05-04,889284.8
2006-05-05,12545288.0
2006-05-08,1344610.0
2006-05-09,1807660.0
2006-05-10,3123599.0
2006-05-11,
2006-05-12,465347.0
2006-05-15,3008316.0
2006-05-16,1771920.0
2006-05-17,4918206.0
2006-05-18,8833545.0
2006-05-19,
2006-05-22,3299588.0
2006-05-23,4807738.0
2006-05-24,4998878.0
2006-05-25,64259324.0
2006-05-26,58005460.8
2006-05-29,486666.0
2006-05-30,3131985.2
2006-05-31,12685850.0
2006-06-01,1278272.0
2006-06-02,6174104.0
2006-06-05,4356146.46
2006-06-06,9278660.0
2006-06-07,8034545.3
2006-06-08,8507016.0
2006-06-09,9027367.0
2006-06-12,4366510.0
2006-06-13,1469883.0
2006-06-14,9361080.0
2006-06-15,2946786.0
2006-06-16,5958320.0
2006-06-19,2744396.0
2006-06-20,2091204.2
2006-06-21,9994784.0
2006-06-22,2212366.6
2006-06-23,8473179.6
2006-06-26,6181716.0
2006-06-27,7209069.0
2006-06-28,4074014.8
2006-06-29,251280.0
2006-06-30,8140507.8
2006-07-03,3742229.0
2006-07-04,886046.6
2006-07-05,9911201.5
2006-07-06,2640535.0
2006-07-07,15208512.0
2006-07-10,6532393.6
2006-07-11,5261760.4
2006-07-12,4061960.0
2006-07-13,4477376.0
2006-07-14,7407072.76
2006-07-17,4802696.0
2006-07-18,4308432.0
2006-07-19,7086500.0
2006-07-20,2769452.0
2006-07-21,3504250.0
2006-07-24,9527552.0
2006-07-25,2691463.6
2006-07-26,3529480.0
2006-07-27,7284765.8
2006-07-28,4679055.0
2006-07-31,3654678.0
2006-08-01,10144330.1
2006-08-02,5024959.0
2006-08-03,9713816.4
2006-08-04,14643764.0
2006-08-07,11942607.2
2006-08-08,6018432.0
2006-08-09,4563544.0
2006-08-10,11894022.0
2006-08-11,4337845.1
2006-08-14,3940386.6
2006-08-15,4045086.2
2006-08-16,6045932.2
2006-08-17,4524097.2
2006-08-18,8054515.78
2006-08-21,2624393.0
2006-08-22,7669068.8
2006-08-23,5787261.18
2006-08-24,5383958.4
2006-08-25,6573105.6
2006-08-28,5263157.0
2006-08-29,5719726.4
2006-08-30,
2006-08-31,6605850.8
2006-09-01,7709730.0
2006-09-04,2629760.0
2006-09-05,11612837.2
2006-09-06,3356190.0
2006-09-07,8368688.0
2006-09-08,4649816.0
2006-09-11,5544111.0
2006-09-12,2545141.0
2006-09-13,10688180.0
2006-09-14,4499852.6
2006-09-15,4182395.0
2006-09-18,5168658.4
2006-09-19,3862080.0
2006-09-20,3446868.5
2006-09-21,3039600.0
2006-09-22,7618466.84
2006-09-25,4109298.66
2006-09-26,10905538.7
2006-09-27,3604018.4
2006-09-28,3247680.0
2006-09-29,4314512.0
2006-10-02,3012683.0
2006-10-03,3600027.2
2006-10-04,6789408.2
2006-10-05,1516194.0
2006-10-06,3177977.4
2006-10-09,1312000.0
2006-10-10,5752480.0
2006-10-11,6361796.0
2006-10-12,1513496.0
2006-10-13,15730795.12
2006-10-16,4662400.8
2006-10-17,5728928.0
2006-10-18,4713870.0
2006-10-19,5722802.0
2006-10-20,17119908.0
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,1609520.0
2006-10-27,5364482.0
2006-10-30,1610192.0
2006-10-31,6361502.0
2006-11-01,4936750.4
2006-11-02,4894652.0
2006-11-03,682950.0
2006-11-06,2449250.0
2006-11-07,3213221.0
2006-11-08,4246937.0
2006-11-09,2875780.0
2006-11-10,3278875.0
2006-11-13,3263500.0
2006-11-14,2249672.0
2006-11-15,6808520.0
2006-11-16,3218634.0
2006-11-17,3639258.0
2006-11-20,1740000.0
2006-11-21,6003986.0
2006-11-22,1560157.2
2006-11-23,2619120.0
2006-11-24,3434563.0
2006-11-27,3698130.0
2006-11-28,13808260.0
2006-11-29,1480110.0
2006-11-30,4207490.0
2006-12-01,2341152.0
2006-12-04,431025.0
2006-12-05,3947491.6
2006-12-06,2744038.8
2006-12-07,644835.0
2006-12-08,8923904.0
2006-12-11,7303465.0
2006-12-12,2360000.0
2006-12-13,5131360.0
2006-12-14,1099168.0
2006-12-15,1054988.0
2006-12-18,3305136.0
2006-12-19,5624193.6
2006-12-20,12509160.0
2006-12-21,1723168.0
2006-12-22,2595762.44
2006-12-25,158400.0
2006-12-26,7075728.0
2006-12-27,13665281.64
2006-12-28,37488747.22
2006-12-29,19539508.58
2007-01-01,
2007-01-02,
2007-01-03,
2007-01-04,2451928.0
2007-01-05,1090040.0
2007-01-08,2650198.0
2007-01-09,10712119.3
2007-01-10,4794912.0
2007-01-11,14132432.0
2007-01-12,2846468.0
2007-01-15,
2007-01-16,6162064.0
2007-01-17,2130987.0
2007-01-18,2465968.0
2007-01-19,2468868.0
2007-01-22,529010.0
2007-01-23,5914795.0
2007-01-24,1194290.0
2007-01-25,1872088.0
2007-01-26,2925749.1
2007-01-29,600000.0
2007-01-30,4608786.0
2007-01-31,3626490.0
2007-02-01,2926176.0
2007-02-02,1890540.0
2007-02-05,3312432.0
2007-02-06,3420000.0
2007-02-07,
2007-02-08,1880000.0
2007-02-09,2778400.0
2007-02-12,5017654.0
2007-02-13,1309124.0
2007-02-14,3215060.0
2007-02-15,3122788.0
2007-02-16,1514370.0
2007-02-19,314976.0
2007-02-20,4658700.0
2007-02-21,1920000.0
2007-02-22,3591020.0
2007-02-23,1710000.0
2007-02-26,1765854.0
2007-02-27,7373675.0
2007-02-28,5087180.0
2007-03-01,2794856.0
2007-03-02,2327185.0
2007-03-05,3520920.0
2007-03-06,3777160.0
2007-03-07,3659055.0
2007-03-08,1868475.8
2007-03-09,2286775.0
2007-03-12,
2007-03-13,3656862.0
2007-03-14,5191936.0
2007-03-15,1580720.0
2007-03-16,5405405.0
2007-03-19,6602471.2
2007-03-20,1305500.0
2007-03-21,2450230.0
2007-03-22,1330100.0
2007-03-23,233640.0
2007-03-26,6116300.0
2007-03-27,663400.0
2007-03-28,4191556.0
2007-03-29,3507960.0
2007-03-30,1583390.0
2007-04-02,680000.0
2007-04-03,5129454.0
2007-04-04,2440000.0
2007-04-05,3669115.0
2007-04-06,14431166.0
2007-04-09,1934180.0
2007-04-10,8834110.0
2007-04-11,1300000.0
2007-04-12,1037040.0
2007-04-13,2886072.0
2007-04-16,1310000.0
2007-04-17,3580000.0
2007-04-18,1890444.0
2007-04-19,7000000.0
2007-04-20,570780.0
2007-04-23,
2007-04-24,5693160.0
2007-04-25,3750324.0
2007-04-26,2004720.0
2007-04-27,410000.0
2007-04-30,4400000.0
2007-05-01,1960828.2
2007-05-02,3325833.54
2007-05-03,6457067.0
2007-05-04,921879.0
2007-05-07,600000.0
2007-05-08,1308300.0
2007-05-09,741732.76
2007-05-10,2021560.0
2007-05-11,630000.0
2007-05-14,1663912.0
2007-05-15,1125032.0
2007-05-16,
2007-05-17,1183610.0
2007-05-18,1915260.0
2007-05-21,7120000.0
2007-05-22,1920000.0
2007-05-23,818160.0
2007-05-24,1199556.0
2007-05-25,1471404.0
2007-05-28,140000.0
2007-05-29,2286570.0
2007-05-30,1815822.0
2007-05-31,2383792.0
2007-06-01,664774.0
2007-06-04,1278148.0
2007-06-05,600000.0
2007-06-06,1987216.0
2007-06-07,1275787.6
2007-06-08,774250.0
2007-06-11,3971660.0
2007-06-12,780697.0
2007-06-13,1887414.0
2007-06-14,1175842.0
2007-06-15,2366175.0
2007-06-18,638848.0
2007-06-19,3977248.6
2007-06-20,3834030.0
2007-06-21,1737040.0
2007-06-22,2437570.0
2007-06-25,1339890.0
2007-06-26,2410950.0
2007-06-27,1646624.0
2007-06-28,1418148.0
2007-06-29,6393900.0
2007-07-02,350454.0
2007-07-03,7455926.0
2007-07-04,
2007-07-05,15736925.02
2007-07-06,6384840.0
2007-07-09,3214708.0
2007-07-10,2779676.0
2007-07-11,3127208.14
2007-07-12,4832674.0
2007-07-13,3807045.0
2007-07-16,3252662.0
2007-07-17,3164420.0
2007-07-18,1300000.0
2007-07-19,6352472.0
2007-07-20,5980000.0
2007-07-23,7124265.0
2007-07-24,11550403.2
2007-07-25,6983425.6
2007-07-26,3248123.5
2007-07-27,6390554.8
2007-07-30,3064391.0
2007-07-31,9071512.0
2007-08-01,3150601.98
2007-08-02,5460572.0
2007-08-03,2601570.0
2007-08-06,3039392.0
2007-08-07,2058588.0
2007-08-08,6931850.0
2007-08-09,582890.0
2007-08-10,4971509.0
2007-08-13,6733796.0
2007-08-14,8506348.8
2007-08-15,3913766.0
2007-08-16,2192976.4
2007-08-17,4637395.0
2007-08-20,9016240.0
2007-08-21,10895920.22
2007-08-22,7091570.0
2007-08-23,7736810.0
2007-08-24,2224824.0
2007-08-27,3022925.0
2007-08-28,3224285.0
2007-08-29,6380300.0
2007-08-30,
2007-08-31,916600.0
2007-09-03,1531488.0
2007-09-04,7553160.0
2007-09-05,5283410.0
2007-09-06,5018016.0
2007-09-07,3260000.0
2007-09-10,2709432.0
2007-09-11,1914800.0
2007-09-12,1114240.0
2007-09-13,5350267.2
2007-09-14,2641042.68
2007-09-17,943704.0
2007-09-18,3179820.0
2007-09-19,1945150.0
2007-09-20,3396586.0
2007-09-21,13471096.0
2007-09-24,1781340.0
2007-09-25,4252320.0
2007-09-26,3890920.0
2007-09-27,869536.0
2007-09-28,1224478.0
2007-10-01,3510172.0
2007-10-02,6011710.0
2007-10-03,1627136.0
2007-10-04,907584.0
2007-10-05,2071213.0
2007-10-08,
2007-10-09,6724224.0
2007-10-10,2551260.0
2007-10-11,1683087.0
2007-10-12,
2007-10-15,1493174.0
2007-10-16,2080343.0
2007-10-17,1541605.88
2007-10-18,1446666.0
2007-10-19,2714160.0
2007-10-22,4399890.0
2007-10-23,1000000.0
2007-10-24,2915928.0
2007-10-25,2388277.0
2007-10-26,2477411.2
2007-10-29,
2007-10-30,999430.4
2007-10-31,5833012.0
2007-11-01,6951304.0
2007-11-02,944300.0
2007-11-05,7896550.0
2007-11-06,4195177.0
2007-11-07,1675442.0
2007-11-08,3204902.0
2007-11-09,
2007-11-12,660000.0
2007-11-13,3873826.0
2007-11-14,2774454.0
2007-11-15,1225964.0
2007-11-16,1667184.0
2007-11-19,644596.0
2007-11-20,3460739.0
2007-11-21,5128562.0
2007-11-22,340000.0
2007-11-23,2383200.0
2007-11-26,1645520.0
2007-11-27,2463000.0
2007-11-28,2993048.0
2007-11-29,1329954.0
2007-11-30,5323866.2
2007-12-03,2485720.0
2007-12-04,3351840.0
2007-12-05,2701367.0
2007-12-06,1042720.0
2007-12-07,1735992.0
2007-12-10,
2007-12-11,540370.0
2007-12-12,896212.0
2007-12-13,1721220.0
2007-12-14,16213986.0
2007-12-17,832640.0
2007-12-18,1192236.0
2007-12-19,158345.0
2007-12-20,
2007-12-21,
2007-12-24,5622170.0
2007-12-25,
2007-12-26,760000.0
2007-12-27,25348940.0
2007-12-28,29367000.0
2007-12-31,28077378.0
2008-01-01,
2008-01-02,3422690.0
2008-01-03,2903975.0
2008-01-04,1706376.0
2008-01-07,1635724.0
2008-01-08,3433422.0
2008-01-09,3030808.0
2008-01-10,1370464.0
2008-01-11,912450.0
2008-01-14,600000.0
2008-01-15,2862684.0
2008-01-16,100000.0
2008-01-17,4109695.0
2008-01-18,4789244.0
2008-01-21,585720.0
2008-01-22,3701630.0
2008-01-23,753220.0
2008-01-24,3516703.0
2008-01-25,2359534.0
2008-01-28,1011232.0
2008-01-29,3633372.0
2008-01-30,1007176.0
2008-01-31,3362744.0
2008-02-01,5333582.0
2008-02-04,3068218.6
2008-02-05,3544630.0
2008-02-06,1361060.0
2008-02-07,957744.0
2008-02-08,1514392.0
2008-02-11,1165880.0
2008-02-12,4439298.0
2008-02-13,655810.0
2008-02-14,4032538.34
2008-02-15,716960.0
2008-02-18,240000.0
2008-02-19,4261198.0
2008-02-20,2933346.0
2008-02-21,386292.0
2008-02-22,4549670.0
2008-02-25,4152144.0
2008-02-26,2247235.0
2008-02-27,901085.0
2008-02-28,800814.2
2008-02-29,11662841.4
2008-03-03,1437688.0
2008-03-04,4702646.8
2008-03-05,1111160.6
2008-03-06,4381648.0
2008-03-07,3404606.0
2008-03-10,3056512.0
2008-03-11,2695463.0
2008-03-12,3190368.0
2008-03-13,1636110.0
2008-03-14,3660018.8
2008-03-17,622680.0
2008-03-18,5779457.0
2008-03-19,4522240.0
2008-03-20,1942986.0
2008-03-21,400000.0
2008-03-24,1499878.0
2008-03-25,3537637.0
2008-03-26,2669879.0
2008-03-27,2942062.0
2008-03-28,3860144.0
2008-03-31,2973634.0
2008-04-01,2440952.0
2008-04-02,3063912.0
2008-04-03,5381684.24
2008-04-04,1721616.0
2008-04-07,2817132.0
2008-04-08,1487368.0
2008-04-09,1098120.0
2008-04-10,7088468.0
2008-04-11,3810958.0
2008-04-14,4974108.8
2008-04-15,4052728.0
2008-04-16,705192.0
2008-04-17,1698396.0
2008-04-18,5149274.0
2008-04-21,5497500.0
2008-04-22,2696912.0
2008-04-23,
2008-04-24,2180846.0
2008-04-25,4137324.0
2008-04-28,472080.0
2008-04-29,4066592.0
2008-04-30,202436.0
2008-05-01,3420520.0
2008-05-02,5294272.0
2008-05-05,2732528.0
2008-05-06,2754274.0
2008-05-07,2481580.0
2008-05-08,1494624.0
2008-05-09,3515694.0
2008-05-12,6855321.0
2008-05-13,3042412.0
2008-05-14,2699154.0
2008-05-15,1286416.0
2008-05-16,3426200.0
2008-05-19,
2008-05-20,8112384.0
2008-05-21,9556272.0
2008-05-22,4612752.0
2008-05-23,3180292.0
2008-05-26,2846104.0
2008-05-27,32292716.0
2008-05-28,21589776.0
2008-05-29,5179400.0
2008-05-30,3595399.0
2008-06-02,3670200.0
2008-06-03,2000711.0
2008-06-04,1267103.0
2008-06-05,1545800.0
2008-06-06,1654832.0
2008-06-09,6255805.0
2008-06-10,1375122.0
2008-06-11,2730858.0
2008-06-12,1222325.0
2008-06-13,3195496.4
2008-06-16,852689.0
2008-06-17,4073888.0
2008-06-18,3454740.0
