Tarih,TP_FG_J081
2014-06-01,303.75
2014-07-01,320.18
2014-08-01,320.18
2014-09-01,320.18
2014-10-01,320.18
2014-11-01,320.18
2014-12-01,320.18
2015-01-01,320.18
2015-02-01,320.18
2015-03-01,320.18
2015-04-01,320.18
2015-05-01,320.18
2015-06-01,288.16
2015-07-01,320.18
2015-08-01,355.48
2015-09-01,355.48
2015-10-01,319.93
2015-11-01,355.48
2015-12-01,355.48
2016-01-01,355.48
2016-02-01,355.48
2016-03-01,355.48
2016-04-01,355.48
2016-05-01,355.48
2016-06-01,411.61
2016-07-01,411.61
2016-08-01,411.61
2016-09-01,411.61
2016-10-01,411.61
2016-11-01,411.61
2016-12-01,411.61
2017-01-01,411.61
2017-02-01,411.61
2017-03-01,411.61
2017-04-01,411.61
2017-05-01,411.61
2017-06-01,308.71
2017-07-01,576.25
2017-08-01,576.25
2017-09-01,576.25
2017-10-01,576.25
2017-11-01,576.25
2017-12-01,576.25
2018-01-01,748.38
2018-02-01,748.38
2018-03-01,748.38
2018-04-01,748.38
2018-05-01,748.38
2018-06-01,748.38
2018-07-01,748.38
2018-08-01,561.28
2018-09-01,561.28
2018-10-01,561.28
2018-11-01,561.28
2018-12-01,523.86
2019-01-01,561.28
2019-02-01,523.86
2019-03-01,561.28
2019-04-01,561.28
2019-05-01,561.28
2019-06-01,561.28
2019-07-01,561.28
2019-08-01,748.37
2019-09-01,748.37
2019-10-01,748.37
2019-11-01,748.37
2019-12-01,748.37
2020-01-01,748.37
2020-02-01,648.11
2020-03-01,748.37
2020-04-01,748.37
2020-05-01,561.28
2020-06-01,648.11
2020-07-01,648.11
2020-08-01,648.11
2020-09-01,748.37
2020-10-01,748.37
2020-11-01,748.37
2020-12-01,700.04
2021-01-01,748.37
2021-02-01,648.11
2021-03-01,748.37
2021-04-01,748.37
2021-05-01,748.37
2021-06-01,748.37
2021-07-01,748.37
2021-08-01,748.37
2021-09-01,748.37
2021-10-01,1010.3
2021-11-01,1010.3
2021-12-01,1010.3
2022-01-01,1010.3
2022-02-01,1197.39
2022-03-01,1197.39
2022-04-01,1197.39
2022-05-01,1197.39
2022-06-01,1197.39
2022-07-01,1197.39
2022-08-01,1609.0
2022-09-01,1609.0
2022-10-01,1609.0
2022-11-01,1609.0
2022-12-01,1609.0
2023-01-01,1892.69
2023-02-01,2226.41
2023-03-01,2226.41
2023-04-01,2226.41
2023-05-01,2226.41
2023-06-01,2226.41
2023-07-01,2226.41
2023-08-01,3348.97
2023-09-01,3348.97
2023-10-01,3348.97
2023-11-01,3348.97
2023-12-01,3348.97
2024-01-01,3877.85
2024-02-01,4490.24
2024-03-01,4490.24
2024-04-01,4490.24
2024-05-01,4490.24
2024-06-01,6548.27
2024-07-01,6548.27
2024-08-01,6548.27
2024-09-01,6548.27
2024-10-01,6548.27
2024-11-01,6548.27
2024-12-01,6548.27
2025-01-01,6548.27
2025-02-01,6548.27
2025-03-01,6548.27
2025-04-01,6548.27
2025-05-01,7483.74
2025-06-01,7483.74
2025-07-01,7483.74
2025-08-01,7483.74
2025-09-01,7483.74
