Tarih,TP_OSUVBG04
2011-07-01,30214565075.0
2011-08-01,31355738665.0
2011-09-01,30653748321.0
2011-10-01,31495528532.0
2011-11-01,30924569979.0
2011-12-01,31635794058.0
2012-01-01,31737057114.0
2012-02-01,31964775204.0
2012-03-01,31733779519.0
2012-04-01,32025138725.0
2012-05-01,31599772081.0
2012-06-01,31825934904.0
2012-07-01,31522099766.0
2012-08-01,30994247115.0
2012-09-01,31240993695.0
2012-10-01,30782918612.0
2012-11-01,30804238588.0
2012-12-01,31432901063.0
2013-01-01,31093964234.0
2013-02-01,30683972567.0
2013-03-01,30916544688.0
2013-04-01,31161468864.0
2013-05-01,31807718914.0
2013-06-01,33016197177.0
2013-07-01,34456259987.0
2013-08-01,34129434683.0
2013-09-01,35209766326.0
2013-10-01,35912030290.0
2013-11-01,36128152773.0
2013-12-01,38627815107.0
2014-01-01,38893535912.0
2014-02-01,39315364068.0
2014-03-01,39809610247.0
2014-04-01,40772960809.0
2014-05-01,40720607037.0
2014-06-01,41068032843.0
2014-07-01,42005758946.0
2014-08-01,41957481633.0
2014-09-01,41950544918.0
2014-10-01,42514226243.0
2014-11-01,42471247603.0
2014-12-01,44144696762.0
2015-01-01,43190305761.0
2015-02-01,43579442753.0
2015-03-01,45725530097.0
2015-04-01,46987427100.0
2015-05-01,51844002860.0
2015-06-01,52188403601.0
2015-07-01,54086612700.0
2015-08-01,56160974209.0
2015-09-01,59688406649.0
2015-10-01,61199682399.0
2015-11-01,62543003534.0
2015-12-01,63727181503.0
2016-01-01,63516104620.0
2016-02-01,64680514270.0
2016-03-01,65169032489.0
2016-04-01,64802963757.0
2016-05-01,63948195359.0
2016-06-01,65974713718.0
2016-07-01,65115760829.0
2016-08-01,65020365785.0
2016-09-01,64393335364.0
2016-10-01,64481189736.0
2016-11-01,63375205515.0
2016-12-01,62864114007.0
2017-01-01,63208206285.0
2017-02-01,62748946611.0
2017-03-01,62366267740.0
2017-04-01,62799362224.0
2017-05-01,63041637007.0
2017-06-01,62710765256.0
2017-07-01,63442287805.0
2017-08-01,63014740103.0
2017-09-01,62806532513.0
2017-10-01,63639062410.0
2017-11-01,63822985871.0
2017-12-01,65978451905.0
2018-01-01,66650641022.0
2018-02-01,66488481583.0
2018-03-01,65735245465.0
2018-04-01,66335756611.0
2018-05-01,65250560402.0
2018-06-01,64342546622.0
2018-07-01,63703109032.0
2018-08-01,62652332681.0
2018-09-01,59163481635.0
2018-10-01,58679636710.0
2018-11-01,57804578690.0
2018-12-01,56627892143.0
2019-01-01,55860027526.0
2019-02-01,55564797895.0
2019-03-01,54756735391.0
2019-04-01,53483073219.0
2019-05-01,52362598884.0
2019-06-01,51466041908.0
2019-07-01,49702749753.0
2019-08-01,48781969325.0
2019-09-01,47664564148.0
2019-10-01,46560725096.0
2019-11-01,47385898331.0
2019-12-01,42347018834.0
2020-01-01,41101790068.0
2020-02-01,41049928954.0
2020-03-01,40956795807.0
2020-04-01,40609509353.0
2020-05-01,40082308195.0
2020-06-01,39694887463.0
2020-07-01,39919182133.0
2020-08-01,40080003860.0
2020-09-01,40316797487.0
2020-10-01,39848865895.0
2020-11-01,39342000755.0
2020-12-01,39714304520.0
2021-01-01,39498075606.0
2021-02-01,39227257527.0
2021-03-01,38176482061.0
2021-04-01,38177205050.0
2021-05-01,37784633938.0
2021-06-01,37270569944.0
2021-07-01,36777046790.0
2021-08-01,36223284884.0
2021-09-01,36036114612.0
2021-10-01,35843901288.0
2021-11-01,35661792231.0
2021-12-01,36147225977.0
2022-01-01,35924396128.0
2022-02-01,35115345836.0
2022-03-01,34906467601.0
2022-04-01,34428528008.0
2022-05-01,33956987941.0
2022-06-01,33616205755.0
2022-07-01,32985390782.0
2022-08-01,32724739913.0
2022-09-01,32298226662.0
2022-10-01,31745935567.0
2022-11-01,30848241377.0
2022-12-01,30160662597.0
2023-01-01,29544803817.0
2023-02-01,29584381687.0
2023-03-01,29731533196.0
2023-04-01,29835340649.0
2023-05-01,30090449581.0
2023-06-01,30327174149.0
2023-07-01,30180021090.0
2023-08-01,30570280825.0
2023-09-01,31618621633.0
2023-10-01,31923769029.0
2023-11-01,33469358718.0
2023-12-01,33744710422.0
2024-01-01,33924763794.0
2024-02-01,33989051905.0
2024-03-01,33585593283.0
2024-04-01,32843528514.0
2024-05-01,33539736439.0
2024-06-01,34995653760.0
2024-07-01,35217653813.0
2024-08-01,35344389956.0
2024-09-01,35520104244.0
2024-10-01,35015520725.0
2024-11-01,35017096613.0
2024-12-01,35803497503.0
2025-01-01,36586148991.0
2025-02-01,37258722193.0
2025-03-01,38796754597.0
2025-04-01,39839184155.0
2025-05-01,40761784735.0
2025-06-01,43364543440.0
2025-07-01,44417272955.0
2025-08-01,45078813216.0
