Tarih,TP_OSUVBG08
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,182951614.0
2002-02-01,183120145.0
2002-03-01,183632758.0
2002-04-01,184323655.0
2002-05-01,186718193.0
2002-06-01,182404650.0
2002-07-01,179128985.0
2002-08-01,179010501.0
2002-09-01,183395927.0
2002-10-01,181130150.0
2002-11-01,204210001.0
2002-12-01,226474891.0
2003-01-01,227693039.0
2003-02-01,227963032.0
2003-03-01,228587538.0
2003-04-01,227226208.0
2003-05-01,231490869.0
2003-06-01,210498335.0
2003-07-01,209821111.0
2003-08-01,206632376.0
2003-09-01,209718074.0
2003-10-01,203889471.0
2003-11-01,204869476.0
2003-12-01,206768996.0
2004-01-01,195905129.0
2004-02-01,195669440.0
2004-03-01,194409015.0
2004-04-01,188181311.0
2004-05-01,190330444.0
2004-06-01,187154470.0
2004-07-01,186553082.0
2004-08-01,186851331.0
2004-09-01,187936763.0
2004-10-01,187196160.0
2004-11-01,173246999.0
2004-12-01,154308851.0
2005-01-01,151632241.0
2005-02-01,152311867.0
2005-03-01,151259843.0
2005-04-01,148113786.0
2005-05-01,144738664.0
2005-06-01,125131876.0
2005-07-01,125202606.0
2005-08-01,126263558.0
2005-09-01,125140718.0
2005-10-01,122606204.0
2005-11-01,113244708.0
2005-12-01,170074256.0
2006-01-01,171078970.0
2006-02-01,170116119.0
2006-03-01,169864175.0
2006-04-01,168435299.0
2006-05-01,182926029.0
2006-06-01,184086553.0
2006-07-01,184809869.0
2006-08-01,185450658.0
2006-09-01,184955503.0
2006-10-01,159586436.0
2006-11-01,158030662.0
2006-12-01,422519645.0
2007-01-01,423353689.0
2007-02-01,424173028.0
2007-03-01,424385469.0
2007-04-01,423247508.0
2007-05-01,421399152.0
2007-06-01,421471983.0
2007-07-01,424682547.0
2007-08-01,424051782.0
2007-09-01,478591308.0
2007-10-01,480447107.0
2007-11-01,584404875.0
2007-12-01,587150452.0
2008-01-01,592721761.0
2008-02-01,592679557.0
2008-03-01,580747263.0
2008-04-01,581791330.0
2008-05-01,573543212.0
2008-06-01,575334068.0
2008-07-01,572820718.0
2008-08-01,586084512.0
2008-09-01,593320978.0
2008-10-01,559698303.0
2008-11-01,559649575.0
2008-12-01,819624104.0
2009-01-01,797035992.0
2009-02-01,777580476.0
2009-03-01,782088267.0
2009-04-01,830862832.0
2009-05-01,816683620.0
2009-06-01,829062411.0
2009-07-01,831817480.0
2009-08-01,835734406.0
2009-09-01,839748685.0
2009-10-01,844601098.0
2009-11-01,757965364.0
2009-12-01,457901347.0
2010-01-01,454998956.0
2010-02-01,450319895.0
2010-03-01,450119635.0
2010-04-01,481692934.0
2010-05-01,466497273.0
2010-06-01,469463905.0
2010-07-01,471578440.0
2010-08-01,455086905.0
2010-09-01,479264434.0
2010-10-01,481163325.0
2010-11-01,471258904.0
2010-12-01,458751454.0
2011-01-01,438172254.0
2011-02-01,437745274.0
2011-03-01,511708486.0
2011-04-01,547473837.0
2011-05-01,586555615.0
2011-06-01,583461884.0
2011-07-01,568698270.0
2011-08-01,578997607.0
2011-09-01,588201465.0
2011-10-01,608407288.0
2011-11-01,585916245.0
2011-12-01,622373863.0
2012-01-01,657649142.0
2012-02-01,661897318.0
2012-03-01,679799523.0
