Tarih,TP_OSUVBG10
2011-07-01,81965996083.0
2011-08-01,82019796553.0
2011-09-01,79936528232.0
2011-10-01,81382037580.0
2011-11-01,80481832655.0
2011-12-01,77414045799.0
2012-01-01,78113547875.0
2012-02-01,78955372572.0
2012-03-01,79193626267.0
2012-04-01,78686768619.0
2012-05-01,76919320857.0
2012-06-01,76987796834.0
2012-07-01,75906610750.0
2012-08-01,77256489721.0
2012-09-01,78012311660.0
2012-10-01,78647730042.0
2012-11-01,80105970541.0
2012-12-01,81593202584.0
2013-01-01,83015251201.0
2013-02-01,81828744194.0
2013-03-01,80559498909.0
2013-04-01,82724969178.0
2013-05-01,80495764523.0
2013-06-01,79544742300.0
2013-07-01,79805296784.0
2013-08-01,79850703516.0
2013-09-01,80434639043.0
2013-10-01,81597023097.0
2013-11-01,81403376102.0
2013-12-01,81546156743.0
2014-01-01,81079011423.0
2014-02-01,81677023795.0
2014-03-01,82561074207.0
2014-04-01,83429271483.0
2014-05-01,83471243432.0
2014-06-01,83463349134.0
2014-07-01,83534529029.0
2014-08-01,82610980166.0
2014-09-01,80853904701.0
2014-10-01,80627003624.0
2014-11-01,80968118189.0
2014-12-01,80699740159.0
2015-01-01,78169161846.0
2015-02-01,78454719848.0
2015-03-01,77088518789.0
2015-04-01,78493608058.0
2015-05-01,79341327021.0
2015-06-01,80229898816.0
2015-07-01,80258659413.0
2015-08-01,81769821207.0
2015-09-01,82528549760.0
2015-10-01,84630483351.0
2015-11-01,84166672192.0
2015-12-01,86139216704.0
2016-01-01,86512708977.0
2016-02-01,88170926039.0
2016-03-01,91091820120.0
2016-04-01,92238328708.0
2016-05-01,92264001806.0
2016-06-01,94325317290.0
2016-07-01,94430156141.0
2016-08-01,96027134051.0
2016-09-01,96540108118.0
2016-10-01,95939338617.0
2016-11-01,94493543508.0
2016-12-01,93574823136.0
2017-01-01,93827697674.0
2017-02-01,94207063821.0
2017-03-01,94035208424.0
2017-04-01,94842155882.0
2017-05-01,96159025831.0
2017-06-01,96758928820.0
2017-07-01,98098809931.0
2017-08-01,99978970701.0
2017-09-01,99416657960.0
2017-10-01,100215663092.0
2017-11-01,101048696059.0
2017-12-01,101648001339.0
2018-01-01,103538652259.0
2018-02-01,104611254272.0
2018-03-01,104295391343.0
2018-04-01,103403769582.0
2018-05-01,102036652186.0
2018-06-01,102385033937.0
2018-07-01,102776316669.0
2018-08-01,101422888844.0
2018-09-01,101984016520.0
2018-10-01,101130696277.0
2018-11-01,102008706141.0
2018-12-01,101358817848.0
2019-01-01,101287965549.0
2019-02-01,101568327502.0
2019-03-01,101462619683.0
2019-04-01,100826396189.0
2019-05-01,100921305896.0
2019-06-01,100423770112.0
2019-07-01,100109102791.0
2019-08-01,99819794282.0
2019-09-01,99764794710.0
2019-10-01,99896113004.0
2019-11-01,100038275519.0
2019-12-01,97663598442.0
2020-01-01,88284338007.0
2020-02-01,87360315736.0
2020-03-01,87646559186.0
2020-04-01,86364964221.0
2020-05-01,86429959834.0
2020-06-01,86450416771.0
2020-07-01,87175777239.0
2020-08-01,86812135751.0
2020-09-01,85062931070.0
2020-10-01,85558381057.0
2020-11-01,85459333650.0
2020-12-01,86703959846.0
2021-01-01,86346228135.0
2021-02-01,86961777329.0
2021-03-01,84836252449.0
2021-04-01,85820627525.0
2021-05-01,88091266480.0
2021-06-01,87693829520.0
2021-07-01,87675669283.0
2021-08-01,89426098053.0
2021-09-01,88356975977.0
2021-10-01,87803422791.0
2021-11-01,86428380179.0
2021-12-01,87602586224.0
2022-01-01,87442362447.0
2022-02-01,87593384100.0
2022-03-01,87758533647.0
2022-04-01,85879500682.0
2022-05-01,86434303663.0
2022-06-01,86119777679.0
2022-07-01,87809775552.0
2022-08-01,89130720586.0
2022-09-01,88487490364.0
2022-10-01,89382323377.0
2022-11-01,89883913016.0
2022-12-01,90693225061.0
2023-01-01,91609271271.0
2023-02-01,90542699125.0
2023-03-01,91777255216.0
2023-04-01,91680021277.0
2023-05-01,89868877345.0
2023-06-01,88670148908.0
2023-07-01,90549446102.0
2023-08-01,88654430924.0
2023-09-01,88186585691.0
2023-10-01,87963380622.0
2023-11-01,89650161969.0
2023-12-01,90270508096.0
2024-01-01,88381440253.0
2024-02-01,88385431286.0
2024-03-01,88841529103.0
2024-04-01,89019152933.0
2024-05-01,89968452152.0
2024-06-01,89527501054.0
2024-07-01,92187057167.0
2024-08-01,93672704465.0
2024-09-01,94913107989.0
2024-10-01,94369522051.0
2024-11-01,92808216693.0
2024-12-01,94037123569.0
2025-01-01,95807568875.0
2025-02-01,97843247240.0
2025-03-01,101087018344.0
2025-04-01,104645167001.0
2025-05-01,105894790315.0
2025-06-01,108638046478.0
2025-07-01,107817389913.0
2025-08-01,109561521340.0
