Tarih,TP_OSUVBG01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,23606546818.0
2002-02-01,24927592406.0
2002-03-01,25831200823.0
2002-04-01,26501902022.0
2002-05-01,27317200886.0
2002-06-01,28601689621.0
2002-07-01,28167604942.0
2002-08-01,28066171631.0
2002-09-01,28473665015.0
2002-10-01,28277593602.0
2002-11-01,28715174006.0
2002-12-01,29145531428.0
2003-01-01,29672006896.0
2003-02-01,29691638835.0
2003-03-01,28276562219.0
2003-04-01,28521787049.0
2003-05-01,29260348522.0
2003-06-01,28873219123.0
2003-07-01,28959291342.0
2003-08-01,28480582424.0
2003-09-01,29196722380.0
2003-10-01,29520701650.0
2003-11-01,29384914529.0
2003-12-01,30057405825.0
2004-01-01,30370937097.0
2004-02-01,30912951377.0
2004-03-01,31223927846.0
2004-04-01,31274050293.0
2004-05-01,31805964862.0
2004-06-01,32288349232.0
2004-07-01,32683828298.0
2004-08-01,33006374670.0
2004-09-01,33626415390.0
2004-10-01,34521382664.0
2004-11-01,35985063913.0
2004-12-01,36881788557.0
2005-01-01,36397085907.0
2005-02-01,36854387951.0
2005-03-01,37092980640.0
2005-04-01,37962803084.0
2005-05-01,39023386034.0
2005-06-01,42218022568.0
2005-07-01,43688210134.0
2005-08-01,44058543553.0
2005-09-01,44932323130.0
2005-10-01,44445719086.0
2005-11-01,47311727164.0
2005-12-01,50721420560.0
2006-01-01,56069019185.0
2006-02-01,59751945948.0
2006-03-01,61961894843.0
2006-04-01,63829494389.0
2006-05-01,67095303157.0
2006-06-01,68697851940.0
2006-07-01,70163696116.0
2006-08-01,71664998507.0
2006-09-01,72978067933.0
2006-10-01,74202533721.0
2006-11-01,75514410795.0
2006-12-01,82551216005.0
2007-01-01,82539826050.0
2007-02-01,85038426581.0
2007-03-01,92227197050.0
2007-04-01,94706349608.0
2007-05-01,98512985245.0
2007-06-01,101316470037.0
2007-07-01,103436173094.0
2007-08-01,106845015060.0
2007-09-01,111514622844.0
2007-10-01,114806291527.0
2007-11-01,118713769240.0
2007-12-01,122163492255.0
2008-01-01,125747082070.0
2008-02-01,129485947454.0
2008-03-01,132815789827.0
2008-04-01,134740022002.0
2008-05-01,139764648005.0
2008-06-01,144103517223.0
2008-07-01,145275285995.0
2008-08-01,146534187849.0
2008-09-01,146501240031.0
2008-10-01,140556430928.0
2008-11-01,138152508439.0
2008-12-01,140532113064.0
2009-01-01,136290290226.0
2009-02-01,133902641108.0
2009-03-01,133794933512.0
2009-04-01,133001079593.0
2009-05-01,133892246411.0
2009-06-01,134071973212.0
2009-07-01,133832666041.0
2009-08-01,132231029267.0
2009-09-01,131346973131.0
2009-10-01,131424194453.0
2009-11-01,130796242663.0
2009-12-01,127842374384.0
2010-01-01,125739775749.0
2010-02-01,122893168721.0
2010-03-01,121750744297.0
2010-04-01,120660052166.0
2010-05-01,117597553948.0
2010-06-01,115607267714.0
2010-07-01,119499102346.0
2010-08-01,118495150540.0
2010-09-01,120202204909.0
2010-10-01,122339420678.0
2010-11-01,121092811592.0
2010-12-01,118671444335.0
2011-01-01,120570514570.0
2011-02-01,121341544768.0
2011-03-01,125077684269.0
2011-04-01,128809674248.0
2011-05-01,128093064418.0
2011-06-01,128578146684.0
