Tarih,TP_OSUVBG13
2012-04-01,304492852.0
2012-05-01,303974631.0
2012-06-01,307145281.0
2012-07-01,322015431.0
2012-08-01,322829921.0
2012-09-01,327510540.0
2012-10-01,328051566.0
2012-11-01,341049197.0
2012-12-01,345814836.0
2013-01-01,371524879.0
2013-02-01,368603835.0
2013-03-01,359548011.0
2013-04-01,353574866.0
2013-05-01,333148435.0
2013-06-01,313198276.0
2013-07-01,293223675.0
2013-08-01,288058617.0
2013-09-01,276739437.0
2013-10-01,285118167.0
2013-11-01,277216016.0
2013-12-01,259201715.0
2014-01-01,263532450.0
2014-02-01,256490637.0
2014-03-01,250186252.0
2014-04-01,252459918.0
2014-05-01,249530604.0
2014-06-01,247893300.0
2014-07-01,255691592.0
2014-08-01,263683168.0
2014-09-01,254397100.0
2014-10-01,251305155.0
2014-11-01,251760556.0
2014-12-01,241773567.0
2015-01-01,227117320.0
2015-02-01,224026173.0
2015-03-01,215502373.0
2015-04-01,222610533.0
2015-05-01,232898578.0
2015-06-01,244900602.0
2015-07-01,245482830.0
2015-08-01,267227958.0
2015-09-01,288036670.0
2015-10-01,295291749.0
2015-11-01,306232320.0
2015-12-01,333718913.0
2016-01-01,343250954.0
2016-02-01,341480671.0
2016-03-01,334368850.0
2016-04-01,352266138.0
2016-05-01,350784827.0
2016-06-01,354177493.0
2016-07-01,360106424.0
2016-08-01,357717146.0
2016-09-01,337709606.0
2016-10-01,345917872.0
2016-11-01,350168269.0
2016-12-01,345295695.0
2017-01-01,325403391.0
2017-02-01,313845629.0
2017-03-01,302048648.0
2017-04-01,298437312.0
2017-05-01,293637254.0
2017-06-01,291538640.0
2017-07-01,297640786.0
2017-08-01,301366970.0
2017-09-01,293436984.0
2017-10-01,291563033.0
2017-11-01,285212558.0
2017-12-01,302037231.0
2018-01-01,304677911.0
2018-02-01,321072654.0
2018-03-01,323628681.0
2018-04-01,324737789.0
2018-05-01,330789794.0
2018-06-01,332645908.0
2018-07-01,346336927.0
2018-08-01,351986255.0
2018-09-01,349201127.0
2018-10-01,335806220.0
2018-11-01,328131453.0
2018-12-01,328477682.0
2019-01-01,313871176.0
2019-02-01,299751068.0
2019-03-01,293883793.0
2019-04-01,286304075.0
2019-05-01,307342279.0
2019-06-01,308527263.0
2019-07-01,289435846.0
2019-08-01,348792995.0
2019-09-01,340408677.0
2019-10-01,329360584.0
2019-11-01,323982896.0
2019-12-01,326076602.0
2020-01-01,339995727.0
2020-02-01,389611829.0
2020-03-01,425035194.0
2020-04-01,416724272.0
2020-05-01,414360761.0
2020-06-01,398681587.0
2020-07-01,401865084.0
2020-08-01,358562223.0
2020-09-01,335975826.0
2020-10-01,332044126.0
2020-11-01,328028209.0
2020-12-01,319694287.0
2021-01-01,308756219.0
2021-02-01,290186227.0
2021-03-01,238677261.0
2021-04-01,217597810.0
2021-05-01,207699069.0
2021-06-01,201642533.0
2021-07-01,200387919.0
2021-08-01,175503651.0
2021-09-01,190450472.0
2021-10-01,186228531.0
2021-11-01,211059157.0
2021-12-01,234769040.0
2022-01-01,241339673.0
2022-02-01,248892268.0
2022-03-01,254235044.0
2022-04-01,252639444.0
2022-05-01,259127148.0
2022-06-01,266550321.0
2022-07-01,247713050.0
2022-08-01,257973403.0
2022-09-01,237363688.0
2022-10-01,268081203.0
2022-11-01,277250928.0
2022-12-01,244123072.0
2023-01-01,249670848.0
2023-02-01,248368137.0
2023-03-01,270111718.0
2023-04-01,306802054.0
2023-05-01,279828301.0
2023-06-01,282651767.0
2023-07-01,329782049.0
2023-08-01,311533232.0
2023-09-01,321096322.0
2023-10-01,329180016.0
2023-11-01,365687969.0
2023-12-01,472484224.0
2024-01-01,531941870.0
2024-02-01,542723858.0
2024-03-01,560260307.0
2024-04-01,540468646.0
2024-05-01,570317869.0
2024-06-01,586659376.0
2024-07-01,653660216.0
2024-08-01,675138950.0
2024-09-01,744356465.0
2024-10-01,771617677.0
2024-11-01,817320518.0
2024-12-01,860934503.0
2025-01-01,841699981.0
2025-02-01,805404953.0
2025-03-01,848711691.0
2025-04-01,787048160.0
2025-05-01,765857240.0
2025-06-01,809155186.0
2025-07-01,837551932.0
2025-08-01,848112878.0
