Tarih,TP_OSUVBG11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,16343332084.0
2002-02-01,17373418824.0
2002-03-01,18093689791.0
2002-04-01,18624135052.0
2002-05-01,19088609380.0
2002-06-01,20009161790.0
2002-07-01,20345487625.0
2002-08-01,20328944187.0
2002-09-01,20857451628.0
2002-10-01,20855705523.0
2002-11-01,21188222238.0
2002-12-01,21295774391.0
2003-01-01,21623745097.0
2003-02-01,21625883517.0
2003-03-01,20651408581.0
2003-04-01,20822905767.0
2003-05-01,21364251553.0
2003-06-01,21123570801.0
2003-07-01,21147323982.0
2003-08-01,20926744999.0
2003-09-01,21284718651.0
2003-10-01,21447268299.0
2003-11-01,21055988112.0
2003-12-01,21530422155.0
2004-01-01,21823604722.0
2004-02-01,22139201454.0
2004-03-01,22414253469.0
2004-04-01,22415643490.0
2004-05-01,22695708464.0
2004-06-01,22560152972.0
2004-07-01,22636809888.0
2004-08-01,22874390801.0
2004-09-01,23126630713.0
2004-10-01,23583745707.0
2004-11-01,23902442255.0
2004-12-01,24490311176.0
2005-01-01,24068685500.0
2005-02-01,24524736484.0
2005-03-01,24627307864.0
2005-04-01,25201230164.0
2005-05-01,25116757413.0
2005-06-01,25591666099.0
2005-07-01,26222057778.0
2005-08-01,26390803653.0
2005-09-01,26421235692.0
2005-10-01,26192286451.0
2005-11-01,26541485751.0
2005-12-01,27630786583.0
2006-01-01,30250558447.0
2006-02-01,32279008631.0
2006-03-01,33211071253.0
2006-04-01,33814144586.0
2006-05-01,36127586677.0
2006-06-01,36463671535.0
2006-07-01,37322487667.0
2006-08-01,38301390523.0
2006-09-01,39128401096.0
2006-10-01,39694652394.0
2006-11-01,40913762691.0
2006-12-01,42670494873.0
2007-01-01,42752631344.0
2007-02-01,43687151472.0
2007-03-01,49524853431.0
2007-04-01,50751245974.0
2007-05-01,53193295944.0
2007-06-01,54347779566.0
2007-07-01,55749644257.0
2007-08-01,57379295963.0
2007-09-01,59285069137.0
2007-10-01,61705138646.0
2007-11-01,64080090644.0
2007-12-01,66230112004.0
2008-01-01,68073649089.0
2008-02-01,69937162392.0
2008-03-01,73585428022.0
2008-04-01,75013048293.0
2008-05-01,77897047132.0
2008-06-01,81635741909.0
2008-07-01,82725153190.0
2008-08-01,82831730174.0
2008-09-01,83560741268.0
2008-10-01,81106970536.0
2008-11-01,80562551636.0
2008-12-01,82858618736.0
2009-01-01,80471888995.0
2009-02-01,79564498662.0
2009-03-01,79823178209.0
2009-04-01,79639347574.0
2009-05-01,80272149335.0
2009-06-01,80257790091.0
2009-07-01,80195246730.0
2009-08-01,79177538867.0
2009-09-01,78179526191.0
2009-10-01,77935229601.0
2009-11-01,77372423059.0
2009-12-01,75705907003.0
2010-01-01,74982240340.0
2010-02-01,73331200180.0
2010-03-01,72742400665.0
2010-04-01,71953455818.0
2010-05-01,70102499279.0
2010-06-01,68502863924.0
2010-07-01,70204482749.0
2010-08-01,69233100941.0
2010-09-01,70921352779.0
2010-10-01,71637465619.0
2010-11-01,70945037271.0
2010-12-01,70146600082.0
2011-01-01,71369244695.0
2011-02-01,71575980356.0
2011-03-01,73760657367.0
2011-04-01,75358181175.0
2011-05-01,74482864136.0
2011-06-01,74926491840.0
