Tarih,TP_OSUVBG12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,248225592.0
2002-02-01,267336120.0
2002-03-01,291502499.0
2002-04-01,343891247.0
2002-05-01,548790912.0
2002-06-01,564645160.0
2002-07-01,585313282.0
2002-08-01,645989363.0
2002-09-01,644576281.0
2002-10-01,671167599.0
2002-11-01,696463224.0
2002-12-01,709564835.0
2003-01-01,734358272.0
2003-02-01,737272760.0
2003-03-01,736925768.0
2003-04-01,769538112.0
2003-05-01,819086656.0
2003-06-01,811223120.0
2003-07-01,801804029.0
2003-08-01,823887527.0
2003-09-01,830003327.0
2003-10-01,819200705.0
2003-11-01,832849501.0
2003-12-01,822869065.0
2004-01-01,883583624.0
2004-02-01,912557006.0
2004-03-01,936718322.0
2004-04-01,931890173.0
2004-05-01,994149815.0
2004-06-01,998597227.0
2004-07-01,1229298807.0
2004-08-01,1211607800.0
2004-09-01,1252279048.0
2004-10-01,1284269582.0
2004-11-01,1307056206.0
2004-12-01,1296529691.0
2005-01-01,1282890634.0
2005-02-01,1309759691.0
2005-03-01,1334239207.0
2005-04-01,1321726877.0
2005-05-01,1352406317.0
2005-06-01,1322641811.0
2005-07-01,1340010274.0
2005-08-01,1376200309.0
2005-09-01,1342743534.0
2005-10-01,1361829244.0
2005-11-01,1359242131.0
2005-12-01,1388983390.0
2006-01-01,1418797015.0
2006-02-01,1457166637.0
2006-03-01,1443168626.0
2006-04-01,1462699126.0
2006-05-01,1429302517.0
2006-06-01,1392699127.0
2006-07-01,1418409117.0
2006-08-01,1377448667.0
2006-09-01,1419377643.0
2006-10-01,1491055155.0
2006-11-01,1571947568.0
2006-12-01,1632193353.0
2007-01-01,1719011756.0
2007-02-01,1813500369.0
2007-03-01,1921793585.0
2007-04-01,2023647020.0
2007-05-01,2140738977.0
2007-06-01,2239648199.0
2007-07-01,2406624079.0
2007-08-01,2547326485.0
2007-09-01,2728372823.0
2007-10-01,2946138312.0
2007-11-01,3078414891.0
2007-12-01,3194761727.0
2008-01-01,3396499048.0
2008-02-01,3552398489.0
2008-03-01,3531920400.0
2008-04-01,3680991148.0
2008-05-01,4660135963.0
2008-06-01,4830748059.0
2008-07-01,4935557417.0
2008-08-01,5248412087.0
2008-09-01,5211278928.0
2008-10-01,4836251957.0
2008-11-01,4889727674.0
2008-12-01,5133054818.0
2009-01-01,4979657348.0
2009-02-01,4847795312.0
2009-03-01,5008581341.0
2009-04-01,5361589172.0
2009-05-01,5527001743.0
2009-06-01,5560545899.0
2009-07-01,5677688624.0
2009-08-01,5860872904.0
2009-09-01,6085069396.0
2009-10-01,6288826617.0
2009-11-01,6371232417.0
2009-12-01,6260719514.0
2010-01-01,6181838074.0
2010-02-01,6044171716.0
2010-03-01,6084146834.0
2010-04-01,6060354237.0
2010-05-01,5868210437.0
2010-06-01,5876208091.0
2010-07-01,6176887798.0
2010-08-01,6158853931.0
2010-09-01,6355013063.0
2010-10-01,6502655438.0
2010-11-01,6322119548.0
2010-12-01,6650826496.0
2011-01-01,6681578402.0
2011-02-01,6754399443.0
2011-03-01,6902647431.0
2011-04-01,6903004824.0
2011-05-01,6855609820.0
2011-06-01,7002995584.0
2011-07-01,6965514998.0
2011-08-01,7010480626.0
