Tarih,TP_OSUVBG12
2011-09-01,6684584068.0
2011-10-01,6838607526.0
2011-11-01,6702228731.0
2011-12-01,6416646597.0
2012-01-01,6656557800.0
2012-02-01,6793222252.0
2012-03-01,6831189847.0
2012-04-01,6808511822.0
2012-05-01,6417674706.0
2012-06-01,6939109118.0
2012-07-01,7015692483.0
2012-08-01,7200445574.0
2012-09-01,7384843872.0
2012-10-01,7470022275.0
2012-11-01,7490905675.0
2012-12-01,7587589095.0
2013-01-01,7830407063.0
2013-02-01,7673016229.0
2013-03-01,7859810961.0
2013-04-01,7933070249.0
2013-05-01,7916149948.0
2013-06-01,7589990920.0
2013-07-01,7742447290.0
2013-08-01,7709080665.0
2013-09-01,7861962994.0
2013-10-01,8023070698.0
2013-11-01,8062581023.0
2013-12-01,8033379255.0
2014-01-01,8012089047.0
2014-02-01,8241924579.0
2014-03-01,8382334026.0
2014-04-01,8408307746.0
2014-05-01,8325691000.0
2014-06-01,8022760253.0
2014-07-01,8123218375.0
2014-08-01,7997634064.0
2014-09-01,7894941420.0
2014-10-01,7929492651.0
2014-11-01,7712089240.0
2014-12-01,7646425779.0
2015-01-01,7412776652.0
2015-02-01,7486432025.0
2015-03-01,7363907306.0
2015-04-01,7892032328.0
2015-05-01,8127217648.0
2015-06-01,8288959935.0
2015-07-01,8300649621.0
2015-08-01,8379184776.0
2015-09-01,8418056125.0
2015-10-01,9742691096.0
2015-11-01,9315982222.0
2015-12-01,9529265729.0
2016-01-01,9824481429.0
2016-02-01,10027526480.0
2016-03-01,10426781985.0
2016-04-01,10586758708.0
2016-05-01,10507309010.0
2016-06-01,10879021477.0
2016-07-01,11020117096.0
2016-08-01,11925201615.0
2016-09-01,11984909983.0
2016-10-01,11949402001.0
2016-11-01,11641144658.0
2016-12-01,11335979251.0
2017-01-01,11225353397.0
2017-02-01,11583003011.0
2017-03-01,11134279379.0
2017-04-01,11355359211.0
2017-05-01,11517518767.0
2017-06-01,11843706418.0
2017-07-01,12011081787.0
2017-08-01,12462625321.0
2017-09-01,12437022393.0
2017-10-01,12545000334.0
2017-11-01,12473123998.0
2017-12-01,12365393254.0
2018-01-01,12556655684.0
2018-02-01,12474873218.0
2018-03-01,11977320235.0
2018-04-01,11949963490.0
2018-05-01,11305189871.0
2018-06-01,11264085811.0
2018-07-01,11278367968.0
2018-08-01,10612090407.0
2018-09-01,10855649790.0
2018-10-01,10945428624.0
2018-11-01,11043593825.0
2018-12-01,10711177168.0
2019-01-01,10655702841.0
2019-02-01,10646158073.0
2019-03-01,10596464333.0
2019-04-01,10299021352.0
2019-05-01,10343452139.0
2019-06-01,10396501350.0
2019-07-01,10452334610.0
2019-08-01,10136133923.0
2019-09-01,9926991489.0
2019-10-01,9981978418.0
2019-11-01,9964370360.0
2019-12-01,9810219065.0
2020-01-01,9759248833.0
2020-02-01,9721621415.0
2020-03-01,9827710616.0
2020-04-01,9422518727.0
2020-05-01,9424307658.0
2020-06-01,9415445395.0
2020-07-01,9266847378.0
2020-08-01,9201870208.0
2020-09-01,9031126551.0
2020-10-01,8949233976.0
2020-11-01,8948918417.0
2020-12-01,9043575558.0
2021-01-01,8989306379.0
2021-02-01,9118299100.0
2021-03-01,8216238721.0
2021-04-01,8323092853.0
2021-05-01,8329331181.0
2021-06-01,8368689634.0
2021-07-01,8405068036.0
2021-08-01,8697569096.0
2021-09-01,8226706120.0
2021-10-01,8037424955.0
2021-11-01,7719579606.0
2021-12-01,8023409572.0
2022-01-01,7968104688.0
2022-02-01,7868259260.0
2022-03-01,7883178352.0
2022-04-01,7771806917.0
2022-05-01,7876073785.0
2022-06-01,8724200069.0
2022-07-01,8466902973.0
2022-08-01,8452496076.0
2022-09-01,8350097661.0
2022-10-01,8642411017.0
2022-11-01,8660171840.0
2022-12-01,8469849753.0
2023-01-01,8577793980.0
2023-02-01,8560039847.0
2023-03-01,8779841579.0
2023-04-01,8902160926.0
2023-05-01,8821347909.0
2023-06-01,8542794786.0
2023-07-01,8574638497.0
2023-08-01,8581497528.0
2023-09-01,8314844156.0
2023-10-01,8542624192.0
2023-11-01,8797856473.0
2023-12-01,8727545941.0
2024-01-01,8472177981.0
2024-02-01,8375180167.0
2024-03-01,8222649936.0
2024-04-01,8216488970.0
2024-05-01,8569421540.0
2024-06-01,8678397790.0
2024-07-01,9163532677.0
2024-08-01,9212737708.0
2024-09-01,9460348805.0
2024-10-01,9485316462.0
2024-11-01,9516987350.0
2024-12-01,9984104174.0
2025-01-01,10248699454.0
2025-02-01,10320713413.0
2025-03-01,10998226812.0
2025-04-01,11715767840.0
2025-05-01,12147766901.0
2025-06-01,12466977341.0
2025-07-01,12514984960.0
2025-08-01,12691068189.0
