Tarih,TP_OSUVBG02
2011-07-01,46452508336.0
2011-08-01,47920380306.0
2011-09-01,46872040268.0
2011-10-01,48199059316.0
2011-11-01,47311271332.0
2011-12-01,47999414821.0
2012-01-01,48320350840.0
2012-02-01,49350270998.0
2012-03-01,49360190545.0
2012-04-01,50456790183.0
2012-05-01,50081349095.0
2012-06-01,50678790771.0
2012-07-01,50054769081.0
2012-08-01,49767476397.0
2012-09-01,51904433040.0
2012-10-01,53471191329.0
2012-11-01,54953398126.0
2012-12-01,56921133638.0
2013-01-01,57289149071.0
2013-02-01,57523466381.0
2013-03-01,58348968297.0
2013-04-01,61195568260.0
2013-05-01,62356512107.0
2013-06-01,64161741526.0
2013-07-01,65968068339.0
2013-08-01,65559338155.0
2013-09-01,66825699822.0
2013-10-01,68673772639.0
2013-11-01,68749234263.0
2013-12-01,72659625716.0
2014-01-01,72820616732.0
2014-02-01,73588994092.0
2014-03-01,74600796523.0
2014-04-01,77852161704.0
2014-05-01,77459212978.0
2014-06-01,80513649234.0
2014-07-01,80819911837.0
2014-08-01,81150111945.0
2014-09-01,80707703686.0
2014-10-01,83023068927.0
2014-11-01,83154235315.0
2014-12-01,84605196331.0
2015-01-01,83748251910.0
2015-02-01,84590813372.0
2015-03-01,86981369189.0
2015-04-01,88452165981.0
2015-05-01,93382481141.0
2015-06-01,94734939344.0
2015-07-01,95872761961.0
2015-08-01,97780350743.0
2015-09-01,101248794525.0
2015-10-01,102858849749.0
2015-11-01,103790605271.0
2015-12-01,105404480655.0
2016-01-01,104850566652.0
2016-02-01,106037657314.0
2016-03-01,107986311810.0
2016-04-01,108815930563.0
2016-05-01,107956261062.0
2016-06-01,109989250250.0
2016-07-01,108715009339.0
2016-08-01,108529585518.0
2016-09-01,108053855794.0
2016-10-01,108829793172.0
2016-11-01,107624333776.0
2016-12-01,106504809167.0
2017-01-01,106571887303.0
2017-02-01,106201765335.0
2017-03-01,106346423271.0
2017-04-01,106361048675.0
2017-05-01,109176275841.0
2017-06-01,110698399728.0
2017-07-01,111642314236.0
2017-08-01,112029103019.0
2017-09-01,110729826946.0
2017-10-01,112675931636.0
2017-11-01,111844567650.0
2017-12-01,114612239854.0
2018-01-01,117430395138.0
2018-02-01,117958328155.0
2018-03-01,116648454135.0
2018-04-01,115545533301.0
2018-05-01,114127025159.0
2018-06-01,112944185367.0
2018-07-01,112392410760.0
2018-08-01,110287482989.0
2018-09-01,106881944203.0
2018-10-01,104992444949.0
2018-11-01,104397187171.0
2018-12-01,102863064658.0
2019-01-01,102542223306.0
2019-02-01,101997856970.0
2019-03-01,102735574455.0
2019-04-01,100277785059.0
2019-05-01,98727113312.0
2019-06-01,95723659572.0
2019-07-01,92858287070.0
2019-08-01,91762745538.0
2019-09-01,90550022899.0
2019-10-01,87681082879.0
2019-11-01,88244549334.0
2019-12-01,77131486947.0
2020-01-01,75679279282.0
2020-02-01,75332412125.0
2020-03-01,74816440126.0
2020-04-01,71988071370.0
2020-05-01,71167287876.0
2020-06-01,70342485744.0
2020-07-01,70956238906.0
2020-08-01,70998472014.0
2020-09-01,71110326828.0
2020-10-01,70548121937.0
2020-11-01,70202521021.0
2020-12-01,70656866430.0
2021-01-01,71302935084.0
2021-02-01,71034344535.0
2021-03-01,69416748420.0
2021-04-01,68860038918.0
2021-05-01,68135019745.0
2021-06-01,67075831443.0
2021-07-01,66433151601.0
2021-08-01,65599519504.0
2021-09-01,65444490652.0
2021-10-01,64366892224.0
2021-11-01,63505032161.0
2021-12-01,64201712063.0
2022-01-01,63804996397.0
2022-02-01,62441795643.0
2022-03-01,61724890210.0
2022-04-01,60328286498.0
2022-05-01,59194103853.0
2022-06-01,58593233083.0
2022-07-01,57848225561.0
2022-08-01,57472388779.0
2022-09-01,56368715342.0
2022-10-01,54871303131.0
2022-11-01,54240298543.0
2022-12-01,52945328142.0
2023-01-01,51510370515.0
2023-02-01,51445323217.0
2023-03-01,50131172076.0
2023-04-01,50029558523.0
2023-05-01,50283484547.0
2023-06-01,50674549698.0
2023-07-01,51007129008.0
2023-08-01,51237992716.0
2023-09-01,53159702984.0
2023-10-01,53738767533.0
2023-11-01,56487446573.0
2023-12-01,56972893490.0
2024-01-01,56985737229.0
2024-02-01,57995664944.0
2024-03-01,58892808360.0
2024-04-01,57570580186.0
2024-05-01,59187886216.0
2024-06-01,60937564002.0
2024-07-01,61164426993.0
2024-08-01,61661185820.0
2024-09-01,62073603244.0
2024-10-01,62038555727.0
2024-11-01,61991723969.0
2024-12-01,63638449788.0
2025-01-01,64471237533.0
2025-02-01,65724058247.0
2025-03-01,67675252027.0
2025-04-01,70005020330.0
2025-05-01,72298284532.0
2025-06-01,77377554663.0
2025-07-01,80243085861.0
2025-08-01,82834296489.0
