Tarih,TP_OSUVBG06
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,3331497010.0
2002-02-01,3392876845.0
2002-03-01,3460825248.0
2002-04-01,3540079967.0
2002-05-01,3640920421.0
2002-06-01,3784082290.0
2002-07-01,3691545013.0
2002-08-01,3688541267.0
2002-09-01,3689742257.0
2002-10-01,3654216868.0
2002-11-01,3731181813.0
2002-12-01,3818623039.0
2003-01-01,3984488553.0
2003-02-01,3994929632.0
2003-03-01,3639987565.0
2003-04-01,3641214102.0
2003-05-01,3734882487.0
2003-06-01,3757813242.0
2003-07-01,3798403021.0
2003-08-01,3777635691.0
2003-09-01,3938210907.0
2003-10-01,4015541424.0
2003-11-01,4066750161.0
2003-12-01,4169292253.0
2004-01-01,4131392058.0
2004-02-01,4102950021.0
2004-03-01,4222888373.0
2004-04-01,4257295401.0
2004-05-01,4345146585.0
2004-06-01,4412475171.0
2004-07-01,4451714436.0
2004-08-01,4458269527.0
2004-09-01,4553030288.0
2004-10-01,4648077698.0
2004-11-01,4665277473.0
2004-12-01,4787190285.0
2005-01-01,4747540887.0
2005-02-01,4771318762.0
2005-03-01,4839546480.0
2005-04-01,4851797851.0
2005-05-01,4927086321.0
2005-06-01,4916565225.0
2005-07-01,5474591685.0
2005-08-01,5583626858.0
2005-09-01,5670175446.0
2005-10-01,5712240851.0
2005-11-01,7495285430.0
2005-12-01,8736346928.0
2006-01-01,11279588179.0
2006-02-01,12717611336.0
2006-03-01,12972423559.0
2006-04-01,13238797765.0
2006-05-01,13525771808.0
2006-06-01,13712562336.0
2006-07-01,13891426257.0
2006-08-01,14169770856.0
2006-09-01,14549301302.0
2006-10-01,14579639871.0
2006-11-01,14759952733.0
2006-12-01,15626823997.0
2007-01-01,15080230023.0
2007-02-01,15499013307.0
2007-03-01,15898501409.0
2007-04-01,16199415658.0
2007-05-01,16512634448.0
2007-06-01,17005653429.0
2007-07-01,17097379436.0
2007-08-01,17970975387.0
2007-09-01,19191752710.0
2007-10-01,19462752477.0
2007-11-01,20153603848.0
2007-12-01,21156035444.0
2008-01-01,22112952382.0
2008-02-01,22525729411.0
2008-03-01,22071800199.0
2008-04-01,21962646713.0
2008-05-01,22658511323.0
2008-06-01,22989765821.0
2008-07-01,22783771756.0
2008-08-01,22554499926.0
2008-09-01,22714636492.0
2008-10-01,21478206119.0
2008-11-01,21204618412.0
2008-12-01,21672059230.0
2009-01-01,20445905314.0
2009-02-01,20039804701.0
2009-03-01,19916370414.0
2009-04-01,19890843104.0
2009-05-01,19854272520.0
2009-06-01,19772580481.0
2009-07-01,19513946826.0
2009-08-01,18920899601.0
2009-09-01,18622366871.0
2009-10-01,18418731577.0
2009-11-01,18216752579.0
2009-12-01,17156996788.0
2010-01-01,16115109712.0
2010-02-01,15833954261.0
2010-03-01,15333973357.0
2010-04-01,14688369855.0
2010-05-01,14242986923.0
2010-06-01,13950061384.0
2010-07-01,14176796045.0
2010-08-01,13987036605.0
2010-09-01,14056031747.0
2010-10-01,14280946696.0
2010-11-01,14070285505.0
2010-12-01,12511278992.0
2011-01-01,12291573185.0
2011-02-01,12367349205.0
2011-03-01,12666998786.0
2011-04-01,13033126991.0
2011-05-01,12827741899.0
2011-06-01,12876006283.0
