Tarih,TP_FG_C03
2000-01-01,4161256.6
2000-02-01,4469042.6
2000-03-01,4577259.1
2000-04-01,4885741.6
2000-05-01,5047211.4
2000-06-01,5205117.0
2000-07-01,5198732.8
2000-08-01,5510747.3
2000-09-01,5728863.8
2000-10-01,5839323.0
2000-11-01,5923324.1
2000-12-01,6055994.9
2001-01-01,6033405.3
2001-02-01,6082883.5
2001-03-01,6419489.6
2001-04-01,7196751.3
2001-05-01,7698311.8
2001-06-01,7771010.5
2001-07-01,8248338.9
2001-08-01,8774724.7
2001-09-01,9021723.2
2001-10-01,9549716.9
2001-11-01,10105423.0
2001-12-01,10399261.5
2002-01-01,10558020.4
2002-02-01,11124730.5
2002-03-01,11040493.8
2002-04-01,11190500.2
2002-05-01,11352787.2
2002-06-01,11453401.8
2002-07-01,12246119.6
2002-08-01,12279947.2
2002-09-01,12364498.3
2002-10-01,12906054.6
2002-11-01,13161170.0
2002-12-01,13412647.1
2003-01-01,13841224.0
2003-02-01,13921290.6
2003-03-01,14025763.1
2003-04-01,14512208.1
2003-05-01,14511740.3
2003-06-01,14692459.4
2003-07-01,15158579.2
2003-08-01,15592024.1
2003-09-01,15551650.9
2003-10-01,16000755.8
2003-11-01,16300483.9
2003-12-01,16623194.9
2004-01-01,16905596.5
2004-02-01,17195685.7
2004-03-01,17756096.6
2004-04-01,17656535.7
2004-05-01,18459651.5
2004-06-01,18656857.6
2004-07-01,18844972.1
2004-08-01,18827233.0
2004-09-01,19091783.4
2004-10-01,18706842.8
2004-11-01,18956776.9
2004-12-01,18873502.3
2005-01-01,18746735.4
2005-02-01,19092542.4
2005-03-01,18867994.3
2005-04-01,19369876.9
2005-05-01,19442105.8
2005-06-01,19553308.3
2005-07-01,19598681.8
2005-08-01,19829360.0
2005-09-01,19426306.3
2005-10-01,19605453.5
2005-11-01,19452399.7
2005-12-01,20143134.7
2006-01-01,20238786.4
2006-02-01,20427830.2
2006-03-01,20503834.6
2006-04-01,20650156.9
2006-05-01,20918031.8
2006-06-01,21105337.6
2006-07-01,21160878.6
2006-08-01,21153225.8
2006-09-01,21148898.0
2006-10-01,21162062.9
2006-11-01,21121257.0
2006-12-01,21456401.6
2007-01-01,21582743.7
2007-02-01,21674728.4
2007-03-01,21793257.5
2007-04-01,21870936.1
2007-05-01,22172528.5
2007-06-01,21948513.2
2007-07-01,22076719.7
2007-08-01,22456042.7
2007-09-01,22132643.5
2007-10-01,22350835.9
2007-11-01,22410354.1
2007-12-01,22002218.1
2008-01-01,22110786.8
2008-02-01,22150204.7
2008-03-01,21781431.8
2008-04-01,22446082.6
2008-05-01,22752014.5
2008-06-01,22915645.6
2008-07-01,23529463.0
2008-08-01,23472849.9
2008-09-01,23296376.3
2008-10-01,23474899.1
2008-11-01,22861842.8
2008-12-01,22297082.3
2009-01-01,22298244.3
2009-02-01,22500198.9
2009-03-01,22526286.8
2009-04-01,22740833.1
2009-05-01,22404152.6
2009-06-01,22500198.9
2009-07-01,22836318.6
2009-08-01,23199812.7
2009-09-01,23943062.2
2009-10-01,23669403.8
2009-11-01,24093225.1
2009-12-01,24258583.4
2010-01-01,24526285.8
2010-02-01,24720471.9
2010-03-01,25292493.6
2010-04-01,25520561.4
2010-05-01,25777042.2
2010-06-01,25452971.2
2010-07-01,25942029.0
