Tarih,TP_FG_C06
2000-01-01,16448792.4
2000-02-01,16659540.5
2000-03-01,17000982.5
2000-04-01,17657085.5
2000-05-01,17749945.3
2000-06-01,18498606.7
2000-07-01,18887871.5
2000-08-01,19982785.2
2000-09-01,20144895.5
2000-10-01,20243286.4
2000-11-01,20505908.7
2000-12-01,20572355.5
2001-01-01,20845149.8
2001-02-01,20943006.1
2001-03-01,23428097.3
2001-04-01,27076343.8
2001-05-01,29660127.9
2001-06-01,32319007.8
2001-07-01,33574072.2
2001-08-01,34748176.6
2001-09-01,35141963.2
2001-10-01,37983853.3
2001-11-01,39809160.6
2001-12-01,39926295.8
2002-01-01,40740656.2
2002-02-01,41299426.4
2002-03-01,42766924.5
2002-04-01,43312576.6
2002-05-01,44124014.6
2002-06-01,44799175.4
2002-07-01,46355366.6
2002-08-01,46753165.4
2002-09-01,46881556.3
2002-10-01,48100326.0
2002-11-01,50204080.8
2002-12-01,50602505.4
2003-01-01,51504837.3
2003-02-01,51406616.4
2003-03-01,50874484.3
2003-04-01,50920307.8
2003-05-01,51099308.1
2003-06-01,51668876.7
2003-07-01,52513748.5
2003-08-01,52972811.1
2003-09-01,52972811.1
2003-10-01,53372681.1
2003-11-01,54500441.4
2003-12-01,54972693.9
2004-01-01,55242842.9
2004-02-01,55927192.7
2004-03-01,58619622.8
2004-04-01,61410271.8
2004-05-01,62554854.7
2004-06-01,62576464.1
2004-07-01,63341306.9
2004-08-01,63390331.0
2004-09-01,64209164.6
2004-10-01,64321478.7
2004-11-01,64736023.7
2004-12-01,64887048.5
2005-01-01,65127354.2
2005-02-01,64700604.3
2005-03-01,64453116.1
2005-04-01,64725856.9
2005-05-01,64822249.1
2005-06-01,64478491.7
2005-07-01,64313459.7
2005-08-01,65508089.1
2005-09-01,66205297.7
2005-10-01,66898446.0
2005-11-01,66898446.0
2005-12-01,66898446.0
2006-01-01,66898446.0
2006-02-01,67506603.9
2006-03-01,68243742.7
2006-04-01,69138112.7
2006-05-01,72136646.2
2006-06-01,74121867.5
2006-07-01,75749118.1
2006-08-01,79777256.4
2006-09-01,81301286.0
2006-10-01,81066980.5
2006-11-01,83762377.4
2006-12-01,85010559.3
2007-01-01,85010559.3
2007-02-01,85010559.3
2007-03-01,85010559.3
2007-04-01,85360093.7
2007-05-01,85360093.7
2007-06-01,86819064.4
2007-07-01,87623219.2
2007-08-01,87932857.4
2007-09-01,88008293.4
2007-10-01,87944844.2
2007-11-01,88284042.5
2007-12-01,87955066.9
2008-01-01,89355641.8
2008-02-01,90904514.2
2008-03-01,94883297.3
2008-04-01,95666661.7
2008-05-01,97702078.0
2008-06-01,99521019.9
2008-07-01,103029581.7
2008-08-01,102723508.1
2008-09-01,101926965.4
2008-10-01,97733455.0
2008-11-01,95573036.7
2008-12-01,92674106.0
2009-01-01,93141225.1
2009-02-01,94039756.5
2009-03-01,92930466.1
2009-04-01,92166257.1
2009-05-01,92549187.2
2009-06-01,94039756.5
2009-07-01,92495893.2
2009-08-01,94197422.0
2009-09-01,97675522.7
2009-10-01,96920108.4
2009-11-01,96430901.6
2009-12-01,97774770.3
2010-01-01,97989689.9
2010-02-01,97707763.4
2010-03-01,100101202.3
2010-04-01,102344981.3
2010-05-01,102476042.9
2010-06-01,101459575.8
2010-07-01,101150108.9
2010-08-01,100679672.4
2010-09-01,101525401.3
2010-10-01,102427727.7
2010-11-01,101928542.4
2010-12-01,103043456.8
2011-01-01,106669891.4
2011-02-01,107595987.5
2011-03-01,108253884.0
2011-04-01,107789282.0
2011-05-01,109827634.3
2011-06-01,110437468.9
2011-07-01,113946023.2
2011-08-01,114886864.0
2011-09-01,114354526.1
2011-10-01,117083105.6
2011-11-01,116368650.2
2011-12-01,116350370.0
2012-01-01,115771809.1
2012-02-01,115759242.3
2012-03-01,117468027.9
2012-04-01,117361063.0
2012-05-01,116913268.5
2012-06-01,116670752.8
2012-07-01,116169741.4
2012-08-01,116620574.2
2012-09-01,118167301.0
2012-10-01,118799359.0
2012-11-01,120142776.7
2012-12-01,120334656.6
2013-01-01,120344607.6
2013-02-01,119857898.6
2013-03-01,119805731.2
2013-04-01,119729503.6
2013-05-01,120604082.2
2013-06-01,121512160.4
2013-07-01,123926777.6
2013-08-01,123854181.6
2013-09-01,124046456.2
2013-10-01,123856454.1
2013-11-01,123999119.3
2013-12-01,126111079.6
2014-01-01,131703916.7
2014-02-01,138845008.5
2014-03-01,139507269.4
2014-04-01,139071538.8
2014-05-01,139537167.6
2014-06-01,141372161.8
2014-07-01,141513652.2
2014-08-01,142022462.8
2014-09-01,142501415.8
2014-10-01,142442673.0
2014-11-01,141304245.7
2014-12-01,141863095.5
2015-01-01,143217509.3
2015-02-01,146231438.2
2015-03-01,146284757.4
2015-04-01,147920498.3
2015-05-01,147627382.8
2015-06-01,149659006.2
2015-07-01,148540532.1
2015-08-01,152140657.6
2015-09-01,150872902.9
2015-10-01,149569642.5
2015-11-01,150036674.6
2015-12-01,150463671.3
2016-01-01,149892252.1
2016-02-01,148953842.4
2016-03-01,150404836.9
2016-04-01,154594053.4
2016-05-01,156235675.4
2016-06-01,153554977.7
2016-07-01,152474534.6
2016-08-01,157273555.1
2016-09-01,156021900.7
2016-10-01,155934560.0
2016-11-01,168562065.0
2016-12-01,166652384.3
2017-01-01,168332761.8
2017-02-01,168204556.8
2017-03-01,168396645.3
2017-04-01,168506965.7
2017-05-01,169520047.3
2017-06-01,169651001.7
2017-07-01,170168841.6
2017-08-01,173603220.9
2017-09-01,175003171.2
2017-10-01,175003171.2
2017-11-01,177579785.8
2017-12-01,178942476.2
2018-01-01,179146691.2
2018-02-01,179454074.3
2018-03-01,180354185.1
2018-04-01,181323682.4
2018-05-01,182767558.6
2018-06-01,185097826.7
2018-07-01,186400865.6
2018-08-01,190385534.6
2018-09-01,195918333.7
2018-10-01,193846857.9
2018-11-01,190369920.4
2018-12-01,190089422.8
2019-01-01,193902651.8
2019-02-01,198986437.6
2019-03-01,200829533.9
2019-04-01,207715004.7
2019-05-01,214559768.2
2019-06-01,215876331.8
2019-07-01,219796036.7
2019-08-01,220804863.9
2019-09-01,227368212.5
2019-10-01,228220417.6
2019-11-01,230975163.7
2019-12-01,233114351.8
2020-01-01,236231751.7
2020-02-01,239332402.6
2020-03-01,239332402.6
2020-04-01,241492493.1
2020-05-01,239675505.2
2020-06-01,241964011.6
2020-07-01,242595841.5
2020-08-01,243169366.9
2020-09-01,250441559.0
2020-10-01,251277156.6
2020-11-01,255868343.7
2020-12-01,256900137.8
2021-01-01,258905419.4
2021-02-01,264189381.3
2021-03-01,277576452.4
2021-04-01,278082062.9
2021-05-01,287371484.6
2021-06-01,292510895.1
2021-07-01,292510895.1
2021-08-01,294601272.2
2021-09-01,297323781.2
2021-10-01,304229191.7
2021-11-01,316811447.4
2021-12-01,338453711.5
2022-01-01,362880744.0
2022-02-01,370780531.2
2022-03-01,380237822.5
2022-04-01,411062770.4
2022-05-01,424788896.4
2022-06-01,439750287.6
2022-07-01,457229774.7
2022-08-01,472119439.4
2022-09-01,497574684.5
2022-10-01,501715458.0
2022-11-01,505382986.6
2022-12-01,505382986.6
2023-01-01,625827561.7
2023-02-01,661089884.8
2023-03-01,684572073.7
2023-04-01,704823477.7
2023-05-01,754494113.4
2023-06-01,797582838.0
2023-07-01,817218189.4
2023-08-01,839828782.1
2023-09-01,900942639.1
2023-10-01,923424290.7
2023-11-01,1056315578.5
2023-12-01,1060106523.1
2024-01-01,1200281566.3
2024-02-01,1290904101.2
2024-03-01,1301609196.0
2024-04-01,1475465461.8
2024-05-01,1538576317.6
2024-06-01,1585727750.0
2024-07-01,1704378129.9
2024-08-01,1757096885.0
2024-09-01,1853381041.2
2024-10-01,1927755032.1
2024-11-01,2032537832.4
2024-12-01,2090806657.1
2025-01-01,2119725355.7
