Tarih,TP_FG_C05
2000-01-01,7351047.7
2000-02-01,7817290.3
2000-03-01,7884211.1
2000-04-01,7988077.0
2000-05-01,8558925.4
2000-06-01,9017501.9
2000-07-01,9005467.1
2000-08-01,9284793.4
2000-09-01,9396524.3
2000-10-01,10024627.5
2000-11-01,10100764.4
2000-12-01,10048592.7
2001-01-01,10051763.1
2001-02-01,10364862.1
2001-03-01,11345306.7
2001-04-01,12389712.9
2001-05-01,13562702.7
2001-06-01,13901038.4
2001-07-01,14440832.9
2001-08-01,14784894.9
2001-09-01,15219915.5
2001-10-01,16378806.1
2001-11-01,16144338.0
2001-12-01,16581663.6
2002-01-01,17967524.4
2002-02-01,17722551.3
2002-03-01,20501150.9
2002-04-01,21216524.5
2002-05-01,21426007.0
2002-06-01,21556400.4
2002-07-01,21896628.1
2002-08-01,22465663.1
2002-09-01,22486830.3
2002-10-01,22937033.2
2002-11-01,23083105.8
2002-12-01,23083105.8
2003-01-01,23583227.6
2003-02-01,23739810.2
2003-03-01,24009120.0
2003-04-01,24986029.2
2003-05-01,24849991.4
2003-06-01,24876899.0
2003-07-01,24897070.1
2003-08-01,24371386.8
2003-09-01,24298207.8
2003-10-01,24284951.6
2003-11-01,25030426.1
2003-12-01,25093673.5
2004-01-01,25025527.6
2004-02-01,24693363.1
2004-03-01,24752623.9
2004-04-01,25449206.3
2004-05-01,26329720.1
2004-06-01,26358836.9
2004-07-01,26198066.6
2004-08-01,26401782.1
2004-09-01,28580527.7
2004-10-01,30475458.1
2004-11-01,30696173.6
2004-12-01,30531999.2
2005-01-01,30378081.2
2005-02-01,30221612.4
2005-03-01,30205754.9
2005-04-01,30328489.7
2005-05-01,29345010.0
2005-06-01,29345010.0
2005-07-01,29345010.0
2005-08-01,29345010.0
2005-09-01,29345010.0
2005-10-01,29345010.0
2005-11-01,29345010.0
2005-12-01,29345010.0
2006-01-01,29345010.0
2006-02-01,29345010.0
2006-03-01,29345010.0
2006-04-01,29345010.0
2006-05-01,29345010.0
2006-06-01,27373645.3
2006-07-01,27444197.8
2006-08-01,27444197.8
2006-09-01,27444197.8
2006-10-01,27824675.1
2006-11-01,27824675.1
2006-12-01,27824675.1
2007-01-01,27862023.9
2007-02-01,27899074.7
2007-03-01,28230460.4
2007-04-01,28625017.8
2007-05-01,28835541.2
2007-06-01,28970931.2
2007-07-01,29111580.1
2007-08-01,29170630.9
2007-09-01,29483747.4
2007-10-01,29596456.2
2007-11-01,29596456.2
2007-12-01,29596456.2
2008-01-01,29722042.0
2008-02-01,29781023.2
2008-03-01,29898683.9
2008-04-01,30266775.1
2008-05-01,30329053.5
2008-06-01,30329053.5
2008-07-01,30329053.5
2008-08-01,30329053.5
2008-09-01,30329053.5
2008-10-01,30343523.4
2008-11-01,30520995.2
2008-12-01,30520995.2
2009-01-01,30520995.2
2009-02-01,30803693.5
2009-03-01,30803693.5
2009-04-01,30803693.5
2009-05-01,30557200.6
2009-06-01,30803693.5
2009-07-01,30447801.6
2009-08-01,30650823.0
2009-09-01,30516379.1
2009-10-01,30516379.1
2009-11-01,30799034.7
2009-12-01,30799034.7
2010-01-01,33692814.2
2010-02-01,34810700.4
2010-03-01,34469287.0
2010-04-01,34469287.0
2010-05-01,34699123.0
2010-06-01,34699123.0
2010-07-01,34333706.2
2010-08-01,35267003.9
2010-09-01,35533230.4
2010-10-01,37946048.2
2010-11-01,38172624.0
2010-12-01,39012621.0
2011-01-01,39710669.8
2011-02-01,41155156.3
2011-03-01,41909777.5
2011-04-01,42218004.0
2011-05-01,41696474.0
2011-06-01,41696474.0
2011-07-01,41994249.8
2011-08-01,41716093.2
2011-09-01,41642127.5
2011-10-01,44062107.0
2011-11-01,44125415.1
2011-12-01,44632870.6
2012-01-01,45185746.5
2012-02-01,45185746.5
2012-03-01,45430022.3
2012-04-01,45430022.3
2012-05-01,45430022.3
2012-06-01,45309992.5
2012-07-01,45309992.5
2012-08-01,45662518.4
2012-09-01,45730401.8
2012-10-01,45730401.8
2012-11-01,45856211.4
2012-12-01,45609644.0
2013-01-01,45609644.0
2013-02-01,45978134.6
2013-03-01,47062167.8
2013-04-01,46446552.3
2013-05-01,46707520.8
2013-06-01,46707520.9
2013-07-01,46707520.9
2013-08-01,46707520.8
2013-09-01,46960023.4
2013-10-01,46960023.4
2013-11-01,46925246.7
2013-12-01,46925246.7
2014-01-01,48128548.0
2014-02-01,47903628.6
2014-03-01,48097678.6
