Tarih,TP_FG_C01
2000-01-01,10847212.3
2000-02-01,11295283.6
2000-03-01,11546706.9
2000-04-01,11902087.6
2000-05-01,12254628.2
2000-06-01,12537736.6
2000-07-01,12730959.6
2000-08-01,13097672.9
2000-09-01,13379446.3
2000-10-01,13667438.9
2000-11-01,13957066.3
2000-12-01,14220214.3
2001-01-01,14406455.5
2001-02-01,14640811.2
2001-03-01,15904834.0
2001-04-01,17954699.5
2001-05-01,18980565.2
2001-06-01,19455488.5
2001-07-01,20210224.6
2001-08-01,20994819.3
2001-09-01,21948666.6
2001-10-01,23286335.0
2001-11-01,24666477.9
2001-12-01,25396399.0
2002-01-01,26199025.7
2002-02-01,26980633.4
2002-03-01,27665921.5
2002-04-01,28008712.2
2002-05-01,28256355.2
2002-06-01,28398090.6
2002-07-01,29011630.7
2002-08-01,29377520.7
2002-09-01,29738574.1
2002-10-01,30455458.4
2002-11-01,31368455.9
2002-12-01,32234589.3
2003-01-01,33328758.8
2003-02-01,34082790.2
2003-03-01,34690067.2
2003-04-01,35302148.8
2003-05-01,35416296.2
2003-06-01,35831925.0
2003-07-01,36052977.8
2003-08-01,36311579.5
2003-09-01,36372834.0
2003-10-01,37017675.2
2003-11-01,37719866.0
2003-12-01,38213000.6
2004-01-01,38337178.0
2004-02-01,38675340.0
2004-03-01,39330470.4
2004-04-01,39711577.6
2004-05-01,40170213.6
2004-06-01,40214358.1
2004-07-01,39503096.6
2004-08-01,39952608.6
2004-09-01,40663255.1
2004-10-01,41098421.4
2004-11-01,41162348.1
2004-12-01,41184817.0
2005-01-01,41424361.6
2005-02-01,41581399.3
2005-03-01,41603579.7
2005-04-01,42092876.9
2005-05-01,42291509.3
2005-06-01,42195286.4
2005-07-01,42220431.4
2005-08-01,42421011.2
2005-09-01,42720129.5
2005-10-01,42791338.3
2005-11-01,43007507.5
2005-12-01,43368873.9
2006-01-01,43401979.8
2006-02-01,43601654.9
2006-03-01,43674018.9
2006-04-01,44197771.4
2006-05-01,45210361.2
2006-06-01,46000172.1
2006-07-01,46058257.8
2006-08-01,46103224.0
2006-09-01,46677097.3
2006-10-01,46953087.9
2006-11-01,47461522.4
2006-12-01,47861256.0
2007-01-01,48079986.9
2007-02-01,48027545.1
2007-03-01,48697880.9
2007-04-01,49021039.3
2007-05-01,49087122.1
2007-06-01,48626971.6
2007-07-01,49171974.5
2007-08-01,50017373.4
2007-09-01,50484947.0
2007-10-01,50903640.3
2007-11-01,51394780.6
2007-12-01,51333167.3
2008-01-01,51793779.0
2008-02-01,52307337.1
2008-03-01,53691490.7
2008-04-01,55779782.0
2008-05-01,56462966.8
2008-06-01,55882048.6
2008-07-01,56431048.2
2008-08-01,55897582.7
2008-09-01,55986456.8
2008-10-01,56603483.1
2008-11-01,56664535.7
2008-12-01,55367728.2
2009-01-01,55051658.0
2009-02-01,55093938.1
2009-03-01,55449688.9
2009-04-01,55856107.1
2009-05-01,55403179.8
2009-06-01,55093938.1
2009-07-01,55518741.2
2009-08-01,55626258.8
2009-09-01,56430964.5
2009-10-01,56683579.0
2009-11-01,57039397.3
2009-12-01,57501927.5
2010-01-01,58830613.9
2010-02-01,59786458.7
2010-03-01,60668346.6
2010-04-01,61450181.5
2010-05-01,60724580.0
2010-06-01,60616513.2
2010-07-01,60761215.5
2010-08-01,60917432.0
2010-09-01,61584409.8
2010-10-01,62625066.2
2010-11-01,63808625.2
2010-12-01,64854740.8
2011-01-01,66675435.0
2011-02-01,68288598.6
2011-03-01,68893576.3
2011-04-01,69410688.3
2011-05-01,68855119.4
2011-06-01,68673104.5
2011-07-01,69118311.0
2011-08-01,70216457.4
2011-09-01,71376043.8
2011-10-01,72786114.8
2011-11-01,73897942.9
2011-12-01,74245973.5
2012-01-01,75123918.3
2012-02-01,74998337.6
2012-03-01,75497877.7
2012-04-01,75747527.5
2012-05-01,75804348.4
2012-06-01,74913282.6
2012-07-01,75055083.9
2012-08-01,75625314.0
2012-09-01,76331708.5
2012-10-01,76696429.9
2012-11-01,77353764.3
2012-12-01,77783929.1
2013-01-01,78424516.2
2013-02-01,78749796.5
2013-03-01,78469282.7
2013-04-01,78875995.2
2013-05-01,79062986.6
2013-06-01,79706322.3
2013-07-01,80160745.8
2013-08-01,80970908.5
2013-09-01,81214125.5
2013-10-01,81957912.7
2013-11-01,83335319.7
2013-12-01,84350293.6
2014-01-01,86773951.3
2014-02-01,87179597.2
2014-03-01,88421242.9
2014-04-01,88559466.3
2014-05-01,88786938.8
2014-06-01,89661277.3
2014-07-01,90057622.8
2014-08-01,90952844.9
2014-09-01,92395045.4
2014-10-01,93591119.4
2014-11-01,94220688.9
2014-12-01,93803750.3
2015-01-01,94541604.0
2015-02-01,95616396.4
2015-03-01,97113861.7
2015-04-01,97917935.7
2015-05-01,97805674.1
2015-06-01,97650061.0
2015-07-01,97849394.3
2015-08-01,98660761.7
2015-09-01,99640887.1
2015-10-01,100496892.5
2015-11-01,100560116.8
2015-12-01,100123147.6
2016-01-01,101357484.9
2016-02-01,101985838.4
2016-03-01,102150674.8
2016-04-01,102179630.3
2016-05-01,102026329.1
2016-06-01,102372308.2
2016-07-01,102818962.2
2016-08-01,103473901.2
2016-09-01,103745317.7
2016-10-01,104909559.4
2016-11-01,109085765.5
2016-12-01,111015393.1
2017-01-01,114294979.2
2017-02-01,114523421.2
2017-03-01,115456548.7
2017-04-01,115951347.9
2017-05-01,115654603.6
2017-06-01,115756571.6
2017-07-01,116388574.0
2017-08-01,116131560.1
2017-09-01,118632399.4
2017-10-01,118732096.2
2017-11-01,121231997.9
2017-12-01,123581168.9
2018-01-01,125337528.2
2018-02-01,126475738.3
2018-03-01,126992849.2
2018-04-01,129452248.0
2018-05-01,132812368.5
2018-06-01,134672765.0
2018-07-01,135904125.2
2018-08-01,141070683.6
2018-09-01,150200374.9
2018-10-01,150744755.1
2018-11-01,151018534.9
2018-12-01,151891445.3
2019-01-01,154096991.4
2019-02-01,155560464.2
2019-03-01,156662430.4
2019-04-01,160620897.7
2019-05-01,164098487.7
2019-06-01,160672615.6
2019-07-01,161511797.5
2019-08-01,158796152.2
2019-09-01,158576896.8
2019-10-01,160950778.3
2019-11-01,161296293.2
2019-12-01,163557773.2
2020-01-01,166300507.0
2020-02-01,169190002.3
2020-03-01,172194873.9
2020-04-01,173621508.5
2020-05-01,175309769.2
2020-06-01,171296130.6
2020-07-01,173775305.6
2020-08-01,175233313.0
2020-09-01,179826653.1
2020-10-01,184206077.5
2020-11-01,189412131.2
2020-12-01,193290758.1
2021-01-01,195816457.1
2021-02-01,196522168.7
2021-03-01,202616139.9
2021-04-01,204039642.4
2021-05-01,208676268.1
2021-06-01,215080675.6
2021-07-01,221782141.8
2021-08-01,224936554.4
2021-09-01,231467471.0
2021-10-01,237853778.6
2021-11-01,253962649.4
2021-12-01,284327033.7
2022-01-01,301470127.9
2022-02-01,311667479.9
2022-03-01,335518504.7
2022-04-01,353371906.0
2022-05-01,373772627.2
2022-06-01,404317759.7
2022-07-01,416843386.6
2022-08-01,445585812.5
2022-09-01,458698565.0
2022-10-01,485712981.1
2022-11-01,497059029.5
2022-12-01,515505815.2
2023-01-01,543992383.7
2023-02-01,556920921.2
2023-03-01,584523847.3
2023-04-01,602865577.0
2023-05-01,636638735.9
2023-06-01,664153389.5
2023-07-01,694316071.8
2023-08-01,740482930.6
2023-09-01,769647582.5
2023-10-01,796787500.4
2023-11-01,820206930.6
2023-12-01,839128457.5
2024-01-01,878460268.8
2024-02-01,919256514.7
2024-03-01,953993097.2
2024-04-01,1000407746.7
2024-05-01,1026356315.3
2024-06-01,1065901124.7
2024-07-01,1076998142.5
2024-08-01,1087528685.8
2024-09-01,1138266481.5
2024-10-01,1139987269.0
2024-11-01,1170582455.1
2024-12-01,1180170768.1
2025-01-01,1213609817.4
2025-02-01,1241924154.0
2025-03-01,1270469545.1
2025-04-01,1289021160.3
2025-05-01,1297977225.6
2025-06-01,1323057164.6
2025-07-01,1338151017.4
2025-08-01,1372423134.4
2025-09-01,1390067696.9
