Tarih,TP_FG_C08
2013-06-01,109661592.1
2013-07-01,108348710.0
2013-08-01,110484495.7
2013-09-01,111590233.8
2013-10-01,111701546.1
2013-11-01,110795070.7
2013-12-01,111701546.1
2014-01-01,111600057.2
2014-02-01,112504719.9
2014-03-01,114122031.8
2014-04-01,111675978.2
2014-05-01,113609093.5
2014-06-01,115932339.0
2014-07-01,114715411.7
2014-08-01,112310318.8
2014-09-01,112264188.8
2014-10-01,112289362.7
2014-11-01,114058187.0
2014-12-01,111140223.2
2015-01-01,111140223.2
2015-02-01,111140223.2
2015-03-01,111140223.2
2015-04-01,114247957.7
2015-05-01,113343517.1
2015-06-01,112401482.3
2015-07-01,113748168.1
2015-08-01,118873252.6
2015-09-01,125016509.0
2015-10-01,125016509.0
2015-11-01,125016509.0
2015-12-01,125016509.0
2016-01-01,123935749.5
2016-02-01,127290331.4
2016-03-01,127047547.3
2016-04-01,125591573.3
2016-05-01,125600185.8
2016-06-01,126083470.1
2016-07-01,127910953.4
2016-08-01,128562896.9
2016-09-01,131432651.4
2016-10-01,132385142.2
2016-11-01,137636946.3
2016-12-01,139678823.8
2017-01-01,141482001.6
2017-02-01,140140586.7
2017-03-01,143664389.6
2017-04-01,139742733.2
2017-05-01,136222618.4
2017-06-01,128868887.7
2017-07-01,132956980.4
2017-08-01,136545234.6
2017-09-01,136125519.7
2017-10-01,137157209.4
2017-11-01,136429612.1
2017-12-01,163425036.8
2018-01-01,151925189.7
2018-02-01,169708371.2
2018-03-01,169708371.2
2018-04-01,173527611.8
2018-05-01,176794796.6
2018-06-01,148985234.8
2018-07-01,157729059.8
2018-08-01,176565507.2
2018-09-01,190002833.9
2018-10-01,194670983.4
2018-11-01,191773171.2
2018-12-01,191773171.2
2019-01-01,191300232.6
2019-02-01,183563633.6
2019-03-01,187918316.4
2019-04-01,191773171.2
2019-05-01,175865038.0
2019-06-01,171614248.5
2019-07-01,174893479.1
2019-08-01,167199185.3
2019-09-01,163892233.1
2019-10-01,176320066.3
2019-11-01,161876588.0
2019-12-01,159267710.4
2020-01-01,192508641.6
2020-02-01,193079225.3
2020-03-01,211210478.3
2020-04-01,176637589.4
2020-05-01,213837104.3
2020-06-01,188030871.0
2020-07-01,206131349.4
2020-08-01,207568007.6
2020-09-01,188758626.1
2020-10-01,190356761.6
2020-11-01,202266642.0
2020-12-01,199147875.1
2021-01-01,201356160.6
2021-02-01,210070581.9
2021-03-01,224120138.6
2021-04-01,232150443.5
2021-05-01,227290284.4
2021-06-01,237589244.5
2021-07-01,239736807.7
2021-08-01,239568109.0
2021-09-01,231451766.2
2021-10-01,235274848.3
2021-11-01,289780144.4
2021-12-01,343358447.8
2022-01-01,343233774.5
2022-02-01,348993868.1
2022-03-01,361757912.8
2022-04-01,371849250.2
2022-05-01,372544060.7
2022-06-01,402580884.6
2022-07-01,399673679.3
2022-08-01,405976597.8
2022-09-01,420516103.6
2022-10-01,402460073.9
2022-11-01,415799968.0
2022-12-01,415799968.0
2023-01-01,453309730.1
2023-02-01,441911454.5
2023-03-01,463822404.4
2023-04-01,415371826.1
2023-05-01,425307187.5
2023-06-01,419511738.3
2023-07-01,430305344.0
2023-08-01,448606450.0
2023-09-01,461031077.5
2023-10-01,471995063.1
2023-11-01,485545483.5
2023-12-01,513655132.7
2024-01-01,570974770.5
2024-02-01,635240866.7
2024-03-01,652102522.1
2024-04-01,687347424.8
2024-05-01,636498487.7
2024-06-01,729600557.6
2024-07-01,736198319.6
2024-08-01,739865795.5
2024-09-01,772677487.4
2024-10-01,750955937.6
2024-11-01,694084042.5
2024-12-01,703458256.9
2025-01-01,702986199.9
2025-02-01,765599325.1
2025-03-01,802601914.9
2025-04-01,806819813.3
2025-05-01,808619739.9
2025-06-01,816679750.1
2025-07-01,804782551.8
2025-08-01,834099255.3
2025-09-01,831647054.8
