Tarih,TP_FG_C07
2000-01-01,30381229.2
2000-02-01,31459465.6
2000-03-01,31965046.6
2000-04-01,32336971.3
2000-05-01,32639262.8
2000-06-01,33034774.1
2000-07-01,33229770.5
2000-08-01,33488858.3
2000-09-01,34983023.5
2000-10-01,35752329.3
2000-11-01,36198897.3
2000-12-01,37190099.6
2001-01-01,38001027.7
2001-02-01,38754428.9
2001-03-01,43859769.1
2001-04-01,52160331.3
2001-05-01,56307253.1
2001-06-01,58738025.2
2001-07-01,60555325.3
2001-08-01,62676298.7
2001-09-01,68257651.5
2001-10-01,69329862.9
2001-11-01,74168644.4
2001-12-01,74923376.6
2002-01-01,77153981.3
2002-02-01,76907968.8
2002-03-01,78024562.4
2002-04-01,77818407.9
2002-05-01,77804791.2
2002-06-01,79135133.9
2002-07-01,81647772.6
2002-08-01,83734289.9
2002-09-01,86506221.2
2002-10-01,90339221.0
2002-11-01,90728627.6
2002-12-01,91830371.5
2003-01-01,94715126.0
2003-02-01,96033629.2
2003-03-01,96715557.9
2003-04-01,95654265.5
2003-05-01,94285594.0
2003-06-01,93978247.4
2003-07-01,94128110.6
2003-08-01,94652555.0
2003-09-01,96313982.6
2003-10-01,98009312.2
2003-11-01,98909120.8
2003-12-01,99939308.8
2004-01-01,102240353.3
2004-02-01,104660147.3
2004-03-01,105100877.4
2004-04-01,105625637.1
2004-05-01,107589364.3
2004-06-01,108632391.7
2004-07-01,110338821.6
2004-08-01,111849318.3
2004-09-01,111043295.3
2004-10-01,114010366.4
2004-11-01,114688887.9
2004-12-01,113993828.9
2005-01-01,115957082.3
2005-02-01,116304043.7
2005-03-01,118315128.4
2005-04-01,122199872.7
2005-05-01,121088619.5
2005-06-01,121957724.6
2005-07-01,122235124.1
2005-08-01,124932475.9
2005-09-01,126435104.2
2005-10-01,127530179.7
2005-11-01,126774457.7
2005-12-01,127003733.3
2006-01-01,127939936.5
2006-02-01,127555089.9
2006-03-01,128573485.3
2006-04-01,129801631.1
2006-05-01,133304356.3
2006-06-01,138560368.8
2006-07-01,140757678.9
2006-08-01,138155613.7
2006-09-01,138685314.2
2006-10-01,140737665.5
2006-11-01,141200764.3
2006-12-01,141015535.5
2007-01-01,139888599.4
2007-02-01,139635157.8
2007-03-01,140969547.7
2007-04-01,140827692.1
2007-05-01,140801973.3
2007-06-01,140591191.4
2007-07-01,139165817.1
2007-08-01,140935299.2
2007-09-01,139787290.6
2007-10-01,139162690.0
2007-11-01,145542740.9
2007-12-01,146609076.5
2008-01-01,151960186.6
2008-02-01,156676341.4
2008-03-01,161678979.5
2008-04-01,167512077.5
2008-05-01,168039327.9
2008-06-01,168852300.6
2008-07-01,178417421.2
2008-08-01,174609323.3
2008-09-01,176097273.3
2008-10-01,184315206.7
2008-11-01,188680276.8
2008-12-01,184840120.9
2009-01-01,184664882.8
2009-02-01,176393136.6
2009-03-01,174520867.8
2009-04-01,174291966.8
2009-05-01,173489040.5
2009-06-01,176393136.6
2009-07-01,176532360.5
2009-08-01,177099252.3
2009-09-01,177282145.5
2009-10-01,179026649.2
2009-11-01,180237216.6
2009-12-01,180447120.5
2010-01-01,181436489.2
2010-02-01,182868880.9
2010-03-01,185253883.3
2010-04-01,183575650.2
2010-05-01,184577856.8
2010-06-01,185589798.4
2010-07-01,187218922.0
2010-08-01,186684280.4
2010-09-01,187267726.3
2010-10-01,187969038.5
2010-11-01,189263484.4
2010-12-01,192804422.7
