Tarih,TP_FG_C07
2011-01-01,202647394.6
2011-02-01,208636557.7
2011-03-01,209596541.7
2011-04-01,209761161.4
2011-05-01,212547901.6
2011-06-01,215564035.2
2011-07-01,219395834.2
2011-08-01,221958399.0
2011-09-01,222790708.3
2011-10-01,226443960.4
2011-11-01,226389124.1
2011-12-01,229995109.8
2012-01-01,231141713.6
2012-02-01,229650462.8
2012-03-01,232985296.4
2012-04-01,236968541.6
2012-05-01,234958028.7
2012-06-01,225213110.7
2012-07-01,223846783.9
2012-08-01,229096205.8
2012-09-01,231677747.7
2012-10-01,238238541.2
2012-11-01,236122103.0
2012-12-01,236653841.3
2013-01-01,238034811.1
2013-02-01,239612820.7
2013-03-01,239636059.1
2013-04-01,237540510.0
2013-05-01,243202400.2
2013-06-01,246410109.7
2013-07-01,248182457.0
2013-08-01,249085938.3
2013-09-01,250273222.4
2013-10-01,249808198.8
2013-11-01,250708075.5
2013-12-01,254117646.9
2014-01-01,261842221.6
2014-02-01,257407904.1
2014-03-01,256634071.2
2014-04-01,253933143.6
2014-05-01,252395585.9
2014-06-01,255599325.7
2014-07-01,255561730.4
2014-08-01,257474230.3
2014-09-01,260727664.9
2014-10-01,261984088.2
2014-11-01,259485670.6
2014-12-01,258190919.2
2015-01-01,262894461.0
2015-02-01,269348805.3
2015-03-01,271804065.5
2015-04-01,275246292.9
2015-05-01,275706550.9
2015-06-01,278297275.4
2015-07-01,276549827.7
2015-08-01,282600887.7
2015-09-01,285809407.8
2015-10-01,281968693.9
2015-11-01,280420787.7
2015-12-01,274850029.3
2016-01-01,280793577.4
2016-02-01,279078087.4
2016-03-01,281225312.7
2016-04-01,290007463.3
2016-05-01,294497954.1
2016-06-01,294147442.7
2016-07-01,293290759.1
2016-08-01,295785347.4
2016-09-01,298280565.1
2016-10-01,305599265.4
2016-11-01,310230289.5
2016-12-01,318479603.9
2017-01-01,327136176.4
2017-02-01,324896884.4
2017-03-01,323218224.8
2017-04-01,324489333.2
2017-05-01,315536736.5
2017-06-01,315545616.3
2017-07-01,333019880.2
2017-08-01,333722774.1
2017-09-01,336933943.6
2017-10-01,340009743.2
2017-11-01,348075299.1
2017-12-01,346903085.0
2018-01-01,351411212.2
2018-02-01,350626917.0
2018-03-01,354782266.8
2018-04-01,362869781.7
2018-05-01,370231342.5
2018-06-01,379582359.8
2018-07-01,381715088.6
2018-08-01,403187094.2
2018-09-01,454359248.0
2018-10-01,459872817.1
2018-11-01,453743098.7
2018-12-01,447887876.5
2019-01-01,451980234.4
2019-02-01,453337162.8
2019-03-01,460288752.0
2019-04-01,465824085.2
2019-05-01,469509995.4
2019-06-01,468323651.9
2019-07-01,489634028.6
2019-08-01,480898275.9
2019-09-01,485796229.1
2019-10-01,495030760.9
2019-11-01,493845594.3
2019-12-01,497878579.7
2020-01-01,498847918.1
2020-02-01,499593504.0
2020-03-01,483210543.2
2020-04-01,480563348.1
2020-05-01,488287837.0
2020-06-01,489964210.6
2020-07-01,495426161.9
2020-08-01,503077165.1
2020-09-01,501702290.8
2020-10-01,512761819.1
2020-11-01,534246268.0
2020-12-01,536613467.0
2021-01-01,559404180.4
2021-02-01,559646991.3
2021-03-01,585186753.7
2021-04-01,592398876.6
2021-05-01,599689637.7
2021-06-01,621593837.5
2021-07-01,633566723.8
2021-08-01,641162916.0
2021-09-01,652721923.3
2021-10-01,695116030.3
2021-11-01,723485917.8
2021-12-01,855879668.0
2022-01-01,1030707837.3
2022-02-01,1065929126.5
2022-03-01,1084967204.7
2022-04-01,1170343766.8
2022-05-01,1250558902.5
2022-06-01,1439458496.3
2022-07-01,1425567021.2
2022-08-01,1431881272.1
2022-09-01,1552462715.0
2022-10-01,1624501738.0
2022-11-01,1625422993.0
2022-12-01,1585439139.7
2023-01-01,1614553852.8
2023-02-01,1623080036.7
2023-03-01,1625161337.7
2023-04-01,1607245967.0
2023-05-01,1590689151.7
2023-06-01,1723724141.2
2023-07-01,1890896364.3
2023-08-01,2047424073.5
2023-09-01,2084749991.4
2023-10-01,2112469938.7
2023-11-01,2152110048.4
2023-12-01,2159749005.0
2024-01-01,2248769177.6
2024-02-01,2552928567.8
2024-03-01,2563861818.6
2024-04-01,2570902189.3
2024-05-01,2573153239.9
2024-06-01,2669379020.1
2024-07-01,2746791461.3
2024-08-01,2735358603.2
2024-09-01,2790228713.2
2024-10-01,2831672666.0
2024-11-01,2847144902.8
2024-12-01,2925250815.3
2025-01-01,2964674480.5
2025-02-01,2981614967.9
2025-03-01,3022987259.8
2025-04-01,3037438020.3
2025-05-01,3093510414.9
2025-06-01,3162249389.0
2025-07-01,3285729507.8
2025-08-01,3312867548.2
2025-09-01,3340139419.6
