Tarih,TP_FG_C04
2019-10-01,188257998.6
2019-11-01,187736671.5
2019-12-01,187905783.8
2020-01-01,187905783.8
2020-02-01,187594421.2
2020-03-01,184030270.7
2020-04-01,191678094.4
2020-05-01,189769251.6
2020-06-01,193932628.3
2020-07-01,205624818.5
2020-08-01,216419897.1
2020-09-01,235264200.8
2020-10-01,237265054.5
2020-11-01,245375302.8
2020-12-01,251647771.1
2021-01-01,251819655.7
2021-02-01,267162418.4
2021-03-01,282045804.6
2021-04-01,295873744.8
2021-05-01,299161378.3
2021-06-01,311331848.8
2021-07-01,316745576.5
2021-08-01,321967504.2
2021-09-01,327824763.3
2021-10-01,349128212.4
2021-11-01,388147566.2
2021-12-01,476985031.9
2022-01-01,483835055.4
2022-02-01,510334130.7
2022-03-01,540849802.2
2022-04-01,563125685.0
2022-05-01,568159807.4
2022-06-01,562452744.5
2022-07-01,520190365.0
2022-08-01,551402717.9
2022-09-01,540503757.1
2022-10-01,540348870.6
2022-11-01,530464875.9
2022-12-01,530464875.9
2023-01-01,588120747.4
2023-02-01,574895139.2
2023-03-01,565483724.9
2023-04-01,568942379.9
2023-05-01,556719807.7
2023-06-01,569030677.1
2023-07-01,633117472.1
2023-08-01,692867442.0
2023-09-01,697034387.8
2023-10-01,710614405.0
2023-11-01,729045749.9
2023-12-01,742574158.3
2024-01-01,709000253.8
2024-02-01,718010743.4
2024-03-01,774400739.9
2024-04-01,830709868.9
2024-05-01,873312651.0
2024-06-01,861290162.9
2024-07-01,844599651.2
2024-08-01,858563992.8
2024-09-01,880898769.8
2024-10-01,880664104.3
2024-11-01,889568479.0
2024-12-01,893802612.0
2025-01-01,891263365.8
2025-02-01,907055223.3
2025-03-01,921440441.4
2025-04-01,933626726.8
2025-05-01,938233319.5
2025-06-01,966980251.2
2025-07-01,982012154.1
2025-08-01,1024191334.8
2025-09-01,1034696104.2
