Tarih,TP_FG_C02
2006-05-01,45913456.6
2006-06-01,46564407.3
2006-07-01,46069923.0
2006-08-01,46361780.4
2006-09-01,47518508.3
2006-10-01,47919284.9
2006-11-01,48407425.8
2006-12-01,48804204.0
2007-01-01,49080997.2
2007-02-01,49249885.1
2007-03-01,50296984.8
2007-04-01,51104752.1
2007-05-01,50652313.6
2007-06-01,50101084.8
2007-07-01,51188032.5
2007-08-01,52224605.0
2007-09-01,53572033.2
2007-10-01,54569680.3
2007-11-01,54805622.8
2007-12-01,55431700.5
2008-01-01,55481509.1
2008-02-01,56080569.7
2008-03-01,58057339.0
2008-04-01,60265075.8
2008-05-01,61538021.8
2008-06-01,59834745.6
2008-07-01,59171638.0
2008-08-01,58462392.4
2008-09-01,58571249.1
2008-10-01,57918921.9
2008-11-01,58015471.9
2008-12-01,57233201.1
2009-01-01,56558544.3
2009-02-01,57133135.1
2009-03-01,58325542.4
2009-04-01,59079685.0
2009-05-01,58705978.6
2009-06-01,57133135.1
2009-07-01,59168935.2
2009-08-01,58874034.6
2009-09-01,59252543.5
2009-10-01,59986841.7
2009-11-01,59937542.5
2009-12-01,60762081.3
2010-01-01,62426606.0
2010-02-01,63468877.7
2010-03-01,63787925.0
2010-04-01,65061115.8
2010-05-01,63013779.1
2010-06-01,62822607.7
2010-07-01,62942586.9
2010-08-01,62508294.2
2010-09-01,63575743.9
2010-10-01,64475679.4
2010-11-01,66215571.7
2010-12-01,66860569.2
2011-01-01,68728633.5
2011-02-01,70531174.3
2011-03-01,71475150.6
2011-04-01,73626795.7
2011-05-01,70078760.9
2011-06-01,69377720.1
2011-07-01,69204058.2
2011-08-01,70972733.2
2011-09-01,73189306.4
2011-10-01,74668564.8
2011-11-01,76025418.5
2011-12-01,75294509.7
2012-01-01,76856107.8
2012-02-01,76126556.6
2012-03-01,76941950.0
2012-04-01,76944638.0
2012-05-01,77527260.2
2012-06-01,77013100.5
2012-07-01,77101311.5
2012-08-01,77461962.2
2012-09-01,78100819.3
2012-10-01,78759036.5
2012-11-01,80042139.2
2012-12-01,81827525.2
2013-01-01,82857800.8
2013-02-01,83052113.7
2013-03-01,82332363.2
2013-04-01,84655703.6
2013-05-01,84756768.5
2013-06-01,86281274.7
2013-07-01,86337971.2
2013-08-01,87589903.8
2013-09-01,87135680.8
2013-10-01,87918224.8
2013-11-01,91379449.9
2013-12-01,92656714.6
2014-01-01,95326114.8
2014-02-01,95832028.3
2014-03-01,98581802.0
2014-04-01,99677566.3
2014-05-01,99757986.0
2014-06-01,99836909.0
2014-07-01,99773033.2
2014-08-01,101601635.6
2014-09-01,105390421.9
2014-10-01,107983087.7
2014-11-01,109107059.7
2014-12-01,108057556.3
2015-01-01,109024058.5
2015-02-01,110832440.5
2015-03-01,113461924.7
2015-04-01,113596327.3
2015-05-01,112481879.2
2015-06-01,113029710.0
2015-07-01,114052443.6
2015-08-01,113916185.2
2015-09-01,113989488.7
2015-10-01,116902209.0
2015-11-01,117927828.1
2015-12-01,117993192.5
2016-01-01,120629567.2
2016-02-01,120881829.3
2016-03-01,121244976.1
2016-04-01,118683063.4
2016-05-01,117515713.2
2016-06-01,118409931.0
2016-07-01,118606296.5
2016-08-01,116972201.8
2016-09-01,117482438.7
2016-10-01,118734514.6
2016-11-01,121465488.2
2016-12-01,123813836.7
2017-01-01,129642716.1
2017-02-01,130170418.5
2017-03-01,131522587.0
2017-04-01,134430903.2
2017-05-01,133029240.2
2017-06-01,133936971.3
2017-07-01,131255625.8
2017-08-01,129928956.1
2017-09-01,134093747.3
2017-10-01,135288282.8
2017-11-01,140255133.1
2017-12-01,142510747.1
2018-01-01,148808715.2
2018-02-01,148564556.6
2018-03-01,148117022.6
2018-04-01,151867154.8
2018-05-01,157062267.7
2018-06-01,162547308.5
2018-07-01,165206819.0
2018-08-01,163585060.4
2018-09-01,177107999.0
2018-10-01,181501309.1
2018-11-01,183643874.7
2018-12-01,188839756.1
2019-01-01,191048740.1
2019-02-01,193732460.7
2019-03-01,193640921.8
2019-04-01,200995693.3
2019-05-01,206382260.1
2019-06-01,200337310.4
2019-07-01,199448484.6
2019-08-01,195619606.9
2019-09-01,193004223.1
2019-10-01,192853985.2
2019-11-01,195499753.9
2019-12-01,200724600.5
2020-01-01,200994466.8
2020-02-01,205394335.6
2020-03-01,210706001.3
2020-04-01,220112609.3
2020-05-01,219065182.6
2020-06-01,211447848.2
2020-07-01,212067176.0
2020-08-01,212902082.3
2020-09-01,219884302.2
2020-10-01,228235730.8
2020-11-01,234924015.7
2020-12-01,239459483.4
2021-01-01,241378290.1
2021-02-01,239120840.6
2021-03-01,241458154.3
2021-04-01,243025015.0
2021-05-01,250186384.9
2021-06-01,261540916.1
2021-07-01,269864471.0
2021-08-01,276804243.1
2021-09-01,292191891.0
2021-10-01,304348272.0
2021-11-01,325767360.2
2021-12-01,368310057.0
2022-01-01,404460522.5
2022-02-01,419146536.1
2022-03-01,444830177.3
2022-04-01,482299110.7
2022-05-01,518087269.7
2022-06-01,571640923.6
2022-07-01,605877340.3
2022-08-01,665153165.9
2022-09-01,680553602.9
2022-10-01,702419038.6
2022-11-01,722979921.2
2022-12-01,722979921.2
2023-01-01,754970819.7
2023-02-01,781003454.6
2023-03-01,818619122.9
2023-04-01,824815712.9
2023-05-01,841482264.6
2023-06-01,874592468.2
2023-07-01,905973323.1
2023-08-01,980514186.1
2023-09-01,1035938696.8
2023-10-01,1090025985.1
2023-11-01,820206930.6
2023-12-01,1153416432.5
2024-01-01,1233755326.7
2024-02-01,1268356934.1
2024-03-01,1334290646.5
2024-04-01,1374682742.6
2024-05-01,1394017394.2
2024-06-01,1419634290.0
2024-07-01,1446302439.6
2024-08-01,1449273063.0
2024-09-01,1487055246.1
2024-10-01,1488087740.4
2024-11-01,1523972253.9
2024-12-01,1542030394.9
2025-01-01,1632784271.6
2025-02-01,1687801740.1
2025-03-01,1749174078.8
2025-04-01,1751383166.5
2025-05-01,1754412809.4
2025-06-01,1784377722.3
2025-07-01,1787701481.9
2025-08-01,1867993105.5
2025-09-01,1894280625.5
