Tarih,TP_SEKBILD02E_68
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,70.2
2010-01-01,43.1
2011-01-01,42.8
2012-01-01,58.2
2013-01-01,43.6
2014-01-01,50.0
2015-01-01,40.8
2016-01-01,41.5
2017-01-01,31.8
2018-01-01,34.5
2019-01-01,40.7
2020-01-01,33.5
2021-01-01,32.9
2022-01-01,32.2
2023-01-01,38.4
