Tarih,TP_SEKBILD02E_41
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,19.6
2010-01-01,18.8
2011-01-01,23.0
2012-01-01,22.8
2013-01-01,14.6
2014-01-01,16.4
2015-01-01,17.8
2016-01-01,19.6
2017-01-01,17.7
2018-01-01,17.2
2019-01-01,18.4
2020-01-01,20.8
2021-01-01,19.8
2022-01-01,21.5
2023-01-01,19.7
