Tarih,TP_SEKBILD02A_37
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,16.8
2010-01-01,9.8
2011-01-01,5.2
2012-01-01,12.7
2013-01-01,11.4
2014-01-01,2.3
2015-01-01,9.7
2016-01-01,13.5
2017-01-01,2.3
2018-01-01,4.2
2019-01-01,4.1
2020-01-01,8.3
2021-01-01,12.4
2022-01-01,3.8
2023-01-01,17.1
