Tarih,TP_UYPUCAY_K76
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,21307.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,20856.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,35780.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,38399.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,40385.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,34361.0
2006-01-01,32821.0
2006-04-01,31537.0
2006-07-01,32258.0
2006-10-01,31508.0
2007-01-01,29651.0
2007-04-01,29589.0
2007-07-01,29938.0
2007-10-01,30069.0
2008-01-01,31000.0
2008-04-01,34283.0
2008-07-01,33410.0
2008-10-01,33483.0
2009-01-01,32008.0
2009-04-01,32715.0
2009-07-01,35099.0
2009-10-01,34772.0
2010-01-01,34370.0
2010-04-01,33617.0
2010-07-01,36219.0
2010-10-01,36087.0
2011-01-01,36814.0
2011-04-01,37923.0
2011-07-01,36527.0
2011-10-01,34987.0
2012-01-01,34842.0
2012-04-01,33175.0
2012-07-01,33523.0
2012-10-01,32798.0
2013-01-01,31632.0
2013-04-01,30961.0
2013-07-01,32344.0
2013-10-01,32194.0
2014-01-01,32032.0
2014-04-01,31410.0
2014-07-01,29663.0
2014-10-01,28649.0
2015-01-01,26270.0
2015-04-01,26512.0
2015-07-01,26734.0
2015-10-01,25672.0
2016-01-01,25876.0
2016-04-01,25439.0
2016-07-01,25761.0
2016-10-01,24290.0
2017-01-01,24996.0
2017-04-01,25623.0
2017-07-01,25535.0
2017-10-01,25347.0
2018-01-01,26087.0
2018-04-01,24541.0
2018-07-01,24295.0
2018-10-01,23962.0
2019-01-01,23464.0
2019-04-01,23411.0
2019-07-01,22133.0
2019-10-01,22610.0
2020-01-01,22261.0
2020-04-01,22229.0
2020-07-01,22938.0
2020-10-01,24573.0
2021-01-01,23285.0
2021-04-01,23535.0
2021-07-01,23108.0
2021-10-01,22446.0
2022-01-01,22511.0
2022-04-01,21521.0
2022-07-01,20007.0
2022-10-01,22537.0
2023-01-01,22814.0
2023-04-01,22677.0
2023-07-01,22243.0
2023-10-01,24645.0
2024-01-01,24054.0
2024-04-01,24298.0
2024-07-01,25321.0
2024-10-01,24484.0
2025-01-01,25125.0
2025-04-01,26894.0
