Tarih,TP_UYPUCAY_K40
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,152648.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,138722.5
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,149763.48
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,182418.93
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,217670.23
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,285658.0
2006-01-01,309408.0
2006-04-01,287391.0
2006-07-01,312252.0
2006-10-01,356481.0
2007-01-01,381869.0
2007-04-01,418870.0
2007-07-01,465561.0
2007-10-01,492838.0
2008-01-01,439180.0
2008-04-01,461051.0
2008-07-01,467192.0
2008-10-01,389783.0
2009-01-01,360506.0
2009-04-01,417550.0
2009-07-01,455474.0
2009-10-01,464950.0
2010-01-01,481030.0
2010-04-01,476049.0
2010-07-01,556682.0
2010-10-01,562645.0
2011-01-01,578387.0
2011-04-01,581974.0
2011-07-01,531511.0
2011-10-01,513764.0
2012-01-01,578897.0
2012-04-01,578076.0
2012-07-01,611649.0
2012-10-01,666012.0
2013-01-01,685514.0
2013-04-01,660815.0
2013-07-01,649410.0
2013-10-01,636644.0
2014-01-01,621056.0
2014-04-01,679433.0
2014-07-01,644045.0
2014-10-01,691958.0
2015-01-01,635932.0
2015-04-01,649050.0
2015-07-01,605362.0
2015-10-01,600820.0
2016-01-01,634925.0
2016-04-01,629415.0
2016-07-01,621298.0
2016-10-01,574165.0
2017-01-01,606191.0
2017-04-01,655537.0
2017-07-01,675110.0
2017-10-01,694503.0
2018-01-01,672519.0
2018-04-01,611862.0
2018-07-01,540688.0
2018-10-01,573242.0
2019-01-01,556877.0
2019-04-01,553005.0
2019-07-01,574753.0
2019-10-01,579481.0
2020-01-01,513191.0
2020-04-01,549758.0
2020-07-01,564091.0
2020-10-01,639242.0
2021-01-01,557617.0
2021-04-01,542883.0
2021-07-01,562985.0
2021-10-01,525821.0
2022-01-01,510102.0
2022-04-01,481125.0
2022-07-01,494792.0
2022-10-01,666883.0
2023-01-01,604427.0
2023-04-01,562454.0
2023-07-01,648328.0
2023-10-01,664785.0
2024-01-01,693630.0
2024-04-01,727630.0
2024-07-01,688687.0
2024-10-01,701908.0
2025-01-01,689152.0
2025-04-01,698314.0
