Tarih,TP_UYPUCAY_K39
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,17239.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,14764.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,24649.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,31558.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,33049.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,46166.0
2006-01-01,56046.0
2006-04-01,53268.0
2006-07-01,54089.0
2006-10-01,56783.0
2007-01-01,61901.0
2007-04-01,64347.0
2007-07-01,67809.0
2007-10-01,67690.0
2008-01-01,70600.0
2008-04-01,70371.0
2008-07-01,73419.0
2008-10-01,66763.0
2009-01-01,63145.0
2009-04-01,62342.0
2009-07-01,64755.0
2009-10-01,63896.0
2010-01-01,63310.0
2010-04-01,64277.0
2010-07-01,69587.0
2010-10-01,71276.0
2011-01-01,75373.0
2011-04-01,84054.0
2011-07-01,78504.0
2011-10-01,65968.0
2012-01-01,72528.0
2012-04-01,74147.0
2012-07-01,87708.0
2012-10-01,94635.0
2013-01-01,96902.0
2013-04-01,99355.0
2013-07-01,97779.0
2013-10-01,98926.0
2014-01-01,95349.0
2014-04-01,100974.0
2014-07-01,101644.0
2014-10-01,98636.0
2015-01-01,95838.0
2015-04-01,92097.0
2015-07-01,87382.0
2015-10-01,83120.0
2016-01-01,70439.0
2016-04-01,77252.0
2016-07-01,88383.0
2016-10-01,81259.0
2017-01-01,77145.0
2017-04-01,75634.0
2017-07-01,76458.0
2017-10-01,66734.0
2018-01-01,59047.0
2018-04-01,46801.0
2018-07-01,31012.0
2018-10-01,24677.0
2019-01-01,27558.0
2019-04-01,26926.0
2019-07-01,30323.0
2019-10-01,33848.0
2020-01-01,36720.0
2020-04-01,16300.0
2020-07-01,8872.0
2020-10-01,8879.0
2021-01-01,8636.0
2021-04-01,8410.0
2021-07-01,8217.0
2021-10-01,8223.0
2022-01-01,7394.0
2022-04-01,7078.0
2022-07-01,6389.0
2022-10-01,6413.0
2023-01-01,5568.0
2023-04-01,3308.0
2023-07-01,3364.0
2023-10-01,3559.0
2024-01-01,11599.0
2024-04-01,12551.0
2024-07-01,19045.0
2024-10-01,24794.0
2025-01-01,25641.0
2025-04-01,11136.0
