Tarih,TP_UYPUCAY_K9
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,0.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,0.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,0.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,7.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,59.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,50.0
2006-01-01,312.0
2006-04-01,81.0
2006-07-01,93.0
2006-10-01,80.0
2007-01-01,49.0
2007-04-01,33.0
2007-07-01,24.0
2007-10-01,47.0
2008-01-01,48.0
2008-04-01,71.0
2008-07-01,58.0
2008-10-01,42.0
2009-01-01,57.0
2009-04-01,66.0
2009-07-01,80.0
2009-10-01,92.0
2010-01-01,127.0
2010-04-01,111.0
2010-07-01,126.0
2010-10-01,88.0
2011-01-01,91.0
2011-04-01,40.0
2011-07-01,37.0
2011-10-01,31.0
2012-01-01,28.0
2012-04-01,17.0
2012-07-01,24.0
2012-10-01,109.0
2013-01-01,0.0
2013-04-01,102.0
2013-07-01,115.0
2013-10-01,130.0
2014-01-01,142.0
2014-04-01,163.0
2014-07-01,200.0
2014-10-01,261.0
2015-01-01,269.0
2015-04-01,277.0
2015-07-01,279.0
2015-10-01,335.0
2016-01-01,325.0
2016-04-01,299.0
2016-07-01,332.0
2016-10-01,322.0
2017-01-01,352.0
2017-04-01,344.0
2017-07-01,213.0
2017-10-01,252.0
2018-01-01,280.0
2018-04-01,316.0
2018-07-01,96.0
2018-10-01,73.0
2019-01-01,261.0
2019-04-01,165.0
2019-07-01,174.0
2019-10-01,140.0
2020-01-01,125.0
2020-04-01,125.0
2020-07-01,76.0
2020-10-01,173.0
2021-01-01,162.0
2021-04-01,164.0
2021-07-01,173.0
2021-10-01,165.0
2022-01-01,165.0
2022-04-01,163.0
2022-07-01,138.0
2022-10-01,145.0
2023-01-01,156.0
2023-04-01,173.0
2023-07-01,173.0
2023-10-01,121.0
2024-01-01,233.0
2024-04-01,226.0
2024-07-01,246.0
2024-10-01,251.0
2025-01-01,162.0
2025-04-01,249.0
