Tarih,TP_UYPUCAY_K20
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,0.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,0.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,0.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,0.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,0.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,0.0
2006-01-01,0.0
2006-04-01,0.0
2006-07-01,0.0
2006-10-01,0.0
2007-01-01,0.0
2007-04-01,0.0
2007-07-01,0.0
2007-10-01,0.0
2008-01-01,5519.0
2008-04-01,5138.0
2008-07-01,4430.0
2008-10-01,3353.0
2009-01-01,3109.0
2009-04-01,3276.0
2009-07-01,3123.0
2009-10-01,2744.0
2010-01-01,2885.0
2010-04-01,2277.0
2010-07-01,2525.0
2010-10-01,2509.0
2011-01-01,3242.0
2011-04-01,4101.0
2011-07-01,3809.0
2011-10-01,3866.0
2012-01-01,5439.0
2012-04-01,4739.0
2012-07-01,5602.0
2012-10-01,5763.0
2013-01-01,6006.0
2013-04-01,7138.0
2013-07-01,7844.0
2013-10-01,6388.0
2014-01-01,5913.0
2014-04-01,6346.0
2014-07-01,8015.0
2014-10-01,7610.0
2015-01-01,9706.0
2015-04-01,9855.0
2015-07-01,10307.0
2015-10-01,5714.0
2016-01-01,7109.0
2016-04-01,6078.0
2016-07-01,5968.0
2016-10-01,6368.0
2017-01-01,7863.0
2017-04-01,7273.0
2017-07-01,7518.0
2017-10-01,6507.0
2018-01-01,8250.0
2018-04-01,7111.0
2018-07-01,5580.0
2018-10-01,7276.0
2019-01-01,8759.0
2019-04-01,9715.0
2019-07-01,9031.0
2019-10-01,8346.0
2020-01-01,8842.0
2020-04-01,7770.0
2020-07-01,6803.0
2020-10-01,7478.0
2021-01-01,8594.0
2021-04-01,8363.0
2021-07-01,8477.0
2021-10-01,6005.0
2022-01-01,8579.0
2022-04-01,7744.0
2022-07-01,7170.0
2022-10-01,7303.0
2023-01-01,9333.0
2023-04-01,7178.0
2023-07-01,7112.0
2023-10-01,6834.0
2024-01-01,8398.0
2024-04-01,9753.0
2024-07-01,8546.0
2024-10-01,8789.0
2025-01-01,10937.0
2025-04-01,8840.0
