Tarih,TP_UYPUCAY_K36
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,22169.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,18780.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,26611.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,33419.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,35798.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,50279.0
2006-01-01,58094.0
2006-04-01,56648.0
2006-07-01,58356.0
2006-10-01,60650.0
2007-01-01,67268.0
2007-04-01,68033.0
2007-07-01,71481.0
2007-10-01,73070.0
2008-01-01,76278.0
2008-04-01,75695.0
2008-07-01,77280.0
2008-10-01,70818.0
2009-01-01,66983.0
2009-04-01,65687.0
2009-07-01,69212.0
2009-10-01,69017.0
2010-01-01,67811.0
2010-04-01,69427.0
2010-07-01,75957.0
2010-10-01,79042.0
2011-01-01,85079.0
2011-04-01,92023.0
2011-07-01,85844.0
2011-10-01,76784.0
2012-01-01,78469.0
2012-04-01,81424.0
2012-07-01,93128.0
2012-10-01,98270.0
2013-01-01,104040.0
2013-04-01,103995.0
2013-07-01,108127.0
2013-10-01,109280.0
2014-01-01,104286.0
2014-04-01,110198.0
2014-07-01,109805.0
2014-10-01,105345.0
2015-01-01,99735.0
2015-04-01,99244.0
2015-07-01,100025.0
2015-10-01,91431.0
2016-01-01,94200.0
2016-04-01,100179.0
2016-07-01,97497.0
2016-10-01,90610.0
2017-01-01,87128.0
2017-04-01,88692.0
2017-07-01,89977.0
2017-10-01,82658.0
2018-01-01,83376.0
2018-04-01,74035.0
2018-07-01,65535.0
2018-10-01,71398.0
2019-01-01,73934.0
2019-04-01,71975.0
2019-07-01,73772.0
2019-10-01,77118.0
2020-01-01,59243.0
2020-04-01,45774.0
2020-07-01,36326.0
2020-10-01,48461.0
2021-01-01,46196.0
2021-04-01,55607.0
2021-07-01,74883.0
2021-10-01,64830.0
2022-01-01,56145.0
2022-04-01,49708.0
2022-07-01,60884.0
2022-10-01,75407.0
2023-01-01,62677.0
2023-04-01,59646.0
2023-07-01,74198.0
2023-10-01,85159.0
2024-01-01,61292.0
2024-04-01,77431.0
2024-07-01,81085.0
2024-10-01,83523.0
2025-01-01,73143.0
2025-04-01,59070.0
