Tarih,TP_UYPUCAY_K73
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,5312.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,3780.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,3571.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,3705.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,6320.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,12846.0
2006-01-01,14197.0
2006-04-01,16953.0
2006-07-01,17814.0
2006-10-01,22599.0
2007-01-01,24904.0
2007-04-01,27749.0
2007-07-01,30274.0
2007-10-01,31595.0
2008-01-01,33670.0
2008-04-01,34691.0
2008-07-01,34789.0
2008-10-01,30701.0
2009-01-01,28959.0
2009-04-01,28606.0
2009-07-01,28744.0
2009-10-01,29125.0
2010-01-01,28140.0
2010-04-01,27830.0
2010-07-01,28668.0
2010-10-01,29267.0
2011-01-01,31018.0
2011-04-01,31904.0
2011-07-01,32456.0
2011-10-01,34187.0
2012-01-01,34960.0
2012-04-01,35650.0
2012-07-01,35419.0
2012-10-01,36225.0
2013-01-01,35347.0
2013-04-01,37605.0
2013-07-01,40264.0
2013-10-01,44406.0
2014-01-01,45736.0
2014-04-01,47165.0
2014-07-01,48231.0
2014-10-01,50903.0
2015-01-01,52283.0
2015-04-01,60472.0
2015-07-01,68497.0
2015-10-01,72866.0
2016-01-01,74910.0
2016-04-01,77013.0
2016-07-01,76040.0
2016-10-01,74844.0
2017-01-01,74703.0
2017-04-01,75528.0
2017-07-01,75849.0
2017-10-01,78819.0
2018-01-01,79251.0
2018-04-01,78005.0
2018-07-01,73756.0
2018-10-01,72082.0
2019-01-01,69667.0
2019-04-01,66105.0
2019-07-01,61984.0
2019-10-01,61544.0
2020-01-01,58869.0
2020-04-01,56609.0
2020-07-01,57651.0
2020-10-01,57287.0
2021-01-01,56767.0
2021-04-01,54861.0
2021-07-01,53731.0
2021-10-01,52624.0
2022-01-01,51346.0
2022-04-01,49008.0
2022-07-01,47203.0
2022-10-01,45096.0
2023-01-01,46485.0
2023-04-01,47559.0
2023-07-01,48360.0
2023-10-01,51714.0
2024-01-01,52830.0
2024-04-01,56229.0
2024-07-01,57352.0
2024-10-01,57024.0
2025-01-01,61432.0
2025-04-01,67111.0
