Tarih,TP_UYPUCAY_K16
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,602.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,588.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,648.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,777.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,753.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,694.0
2006-01-01,714.0
2006-04-01,727.0
2006-07-01,733.0
2006-10-01,745.0
2007-01-01,750.0
2007-04-01,753.0
2007-07-01,788.0
2007-10-01,801.0
2008-01-01,838.0
2008-04-01,834.0
2008-07-01,802.0
2008-10-01,790.0
2009-01-01,834.0
2009-04-01,887.0
2009-07-01,904.0
2009-10-01,913.0
2010-01-01,890.0
2010-04-01,890.0
2010-07-01,939.0
2010-10-01,991.0
2011-01-01,937.0
2011-04-01,1020.0
2011-07-01,1003.0
2011-10-01,1018.0
2012-01-01,1028.0
2012-04-01,1037.0
2012-07-01,1056.0
2012-10-01,1071.0
2013-01-01,1355.0
2013-04-01,1348.0
2013-07-01,1367.0
2013-10-01,1408.0
2014-01-01,1416.0
2014-04-01,1411.0
2014-07-01,1362.0
2014-10-01,1348.0
2015-01-01,1288.0
2015-04-01,1306.0
2015-07-01,1304.0
2015-10-01,1311.0
2016-01-01,1438.0
2016-04-01,1437.0
2016-07-01,1445.0
2016-10-01,1502.0
2017-01-01,1533.0
2017-04-01,1571.0
2017-07-01,1600.0
2017-10-01,1721.0
2018-01-01,1708.0
2018-04-01,1668.0
2018-07-01,1661.0
2018-10-01,1765.0
2019-01-01,1767.0
2019-04-01,1774.0
2019-07-01,1760.0
2019-10-01,1956.0
2020-01-01,1967.0
2020-04-01,1991.0
2020-07-01,2124.0
2020-10-01,2176.0
2021-01-01,2042.0
2021-04-01,2062.0
2021-07-01,2064.0
2021-10-01,1947.0
2022-01-01,2075.0
2022-04-01,2026.0
2022-07-01,1982.0
2022-10-01,2075.0
2023-01-01,2122.0
2023-04-01,2168.0
2023-07-01,2186.0
2023-10-01,2198.0
2024-01-01,2243.0
2024-04-01,2265.0
2024-07-01,2342.0
2024-10-01,2307.0
2025-01-01,2387.0
2025-04-01,2495.0
