Tarih,TP_UYPUCAY_K78
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,1885.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,1977.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,1281.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,1595.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,1794.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,2208.0
2006-01-01,1778.0
2006-04-01,1614.0
2006-07-01,2058.0
2006-10-01,2009.0
2007-01-01,1556.0
2007-04-01,1993.0
2007-07-01,1916.0
2007-10-01,1314.0
2008-01-01,1307.0
2008-04-01,1588.0
2008-07-01,1861.0
2008-10-01,1648.0
2009-01-01,1329.0
2009-04-01,1061.0
2009-07-01,1059.0
2009-10-01,797.0
2010-01-01,1059.0
2010-04-01,1393.0
2010-07-01,1679.0
2010-10-01,1838.0
2011-01-01,2322.0
2011-04-01,2904.0
2011-07-01,2399.0
2011-10-01,2510.0
2012-01-01,3751.0
2012-04-01,4598.0
2012-07-01,5025.0
2012-10-01,4098.0
2013-01-01,3740.0
2013-04-01,3783.0
2013-07-01,4180.0
2013-10-01,4687.0
2014-01-01,4521.0
2014-04-01,4445.0
2014-07-01,4245.0
2014-10-01,4350.0
2015-01-01,4065.0
2015-04-01,3820.0
2015-07-01,4005.0
2015-10-01,3521.0
2016-01-01,4294.0
2016-04-01,4632.0
2016-07-01,4363.0
2016-10-01,3390.0
2017-01-01,3460.0
2017-04-01,4287.0
2017-07-01,4156.0
2017-10-01,4849.0
2018-01-01,4975.0
2018-04-01,4282.0
2018-07-01,3739.0
2018-10-01,3848.0
2019-01-01,2814.0
2019-04-01,2891.0
2019-07-01,2439.0
2019-10-01,1532.0
2020-01-01,1380.0
2020-04-01,902.0
2020-07-01,808.0
2020-10-01,1365.0
2021-01-01,1094.0
2021-04-01,1142.0
2021-07-01,734.0
2021-10-01,849.0
2022-01-01,867.0
2022-04-01,885.0
2022-07-01,836.0
2022-10-01,1000.0
2023-01-01,1311.0
2023-04-01,1648.0
2023-07-01,2018.0
2023-10-01,2143.0
2024-01-01,1359.0
2024-04-01,1802.0
2024-07-01,1764.0
2024-10-01,1945.0
2025-01-01,2523.0
2025-04-01,3010.0
