Tarih,TP_UYPUCAY_K63
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,5760.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,3991.5
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,3149.48
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,4371.93
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,5813.23
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,7128.0
2006-01-01,8685.0
2006-04-01,9087.0
2006-07-01,8578.0
2006-10-01,12556.0
2007-01-01,9421.0
2007-04-01,9127.0
2007-07-01,8729.0
2007-10-01,10824.0
2008-01-01,11978.0
2008-04-01,14929.0
2008-07-01,17209.0
2008-10-01,17338.0
2009-01-01,14694.0
2009-04-01,16629.0
2009-07-01,18802.0
2009-10-01,18878.0
2010-01-01,23935.0
2010-04-01,27296.0
2010-07-01,32005.0
2010-10-01,32768.0
2011-01-01,27468.0
2011-04-01,29425.0
2011-07-01,31799.0
2011-10-01,29854.0
2012-01-01,35299.0
2012-04-01,37796.0
2012-07-01,39371.0
2012-10-01,41288.0
2013-01-01,45316.0
2013-04-01,50880.0
2013-07-01,50598.0
2013-10-01,50944.0
2014-01-01,48685.0
2014-04-01,50753.0
2014-07-01,51056.0
2014-10-01,50175.0
2015-01-01,53151.0
2015-04-01,56146.0
2015-07-01,56822.0
2015-10-01,45321.0
2016-01-01,51940.0
2016-04-01,50546.0
2016-07-01,49899.0
2016-10-01,46028.0
2017-01-01,49176.0
2017-04-01,51529.0
2017-07-01,50796.0
2017-10-01,49662.0
2018-01-01,52795.0
2018-04-01,49999.0
2018-07-01,46852.0
2018-10-01,46054.0
2019-01-01,47637.0
2019-04-01,46897.0
2019-07-01,47381.0
2019-10-01,48076.0
2020-01-01,47648.0
2020-04-01,47201.0
2020-07-01,46484.0
2020-10-01,47962.0
2021-01-01,48280.0
2021-04-01,47690.0
2021-07-01,48072.0
2021-10-01,42858.0
2022-01-01,46380.0
2022-04-01,47818.0
2022-07-01,49632.0
2022-10-01,55742.0
2023-01-01,59551.0
2023-04-01,56776.0
2023-07-01,56296.0
2023-10-01,60239.0
2024-01-01,61654.0
2024-04-01,62998.0
2024-07-01,63649.0
2024-10-01,62159.0
2025-01-01,63041.0
2025-04-01,66616.0
