Tarih,TP_UYPUCAY_K19
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,11007.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,10392.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,9980.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,9795.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,16143.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,17616.0
2006-01-01,16272.0
2006-04-01,20277.0
2006-07-01,23261.0
2006-10-01,29151.0
2007-01-01,29581.0
2007-04-01,36569.0
2007-07-01,33796.0
2007-10-01,34578.0
2008-01-01,34471.0
2008-04-01,40790.0
2008-07-01,38470.0
2008-10-01,42663.0
2009-01-01,40283.0
2009-04-01,42674.0
2009-07-01,39546.0
2009-10-01,37397.0
2010-01-01,34051.0
2010-04-01,28610.0
2010-07-01,29350.0
2010-10-01,24043.0
2011-01-01,25545.0
2011-04-01,20627.0
2011-07-01,21483.0
2011-10-01,22164.0
2012-01-01,19502.0
2012-04-01,17704.0
2012-07-01,16106.0
2012-10-01,18325.0
2013-01-01,15164.0
2013-04-01,14769.0
2013-07-01,15562.0
2013-10-01,16846.0
2014-01-01,15640.0
2014-04-01,15835.0
2014-07-01,14890.0
2014-10-01,14510.0
2015-01-01,17442.0
2015-04-01,19527.0
2015-07-01,22546.0
2015-10-01,17509.0
2016-01-01,20727.0
2016-04-01,19045.0
2016-07-01,20450.0
2016-10-01,23413.0
2017-01-01,22988.0
2017-04-01,24892.0
2017-07-01,23106.0
2017-10-01,28429.0
2018-01-01,24278.0
2018-04-01,25868.0
2018-07-01,42333.0
2018-10-01,37407.0
2019-01-01,42603.0
2019-04-01,38797.0
2019-07-01,42079.0
2019-10-01,39162.0
2020-01-01,34893.0
2020-04-01,39970.0
2020-07-01,38678.0
2020-10-01,34436.0
2021-01-01,45654.0
2021-04-01,44005.0
2021-07-01,42949.0
2021-10-01,45505.0
2022-01-01,46175.0
2022-04-01,45129.0
2022-07-01,45959.0
2022-10-01,37676.0
2023-01-01,38705.0
2023-04-01,43746.0
2023-07-01,39155.0
2023-10-01,39639.0
2024-01-01,38862.0
2024-04-01,42229.0
2024-07-01,41382.0
2024-10-01,39440.0
2025-01-01,45158.0
2025-04-01,47111.0
