Tarih,TP_UYPUCAY_K72
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,11140.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,4005.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,3195.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,5320.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,8716.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,11804.0
2006-01-01,13777.0
2006-04-01,12826.0
2006-07-01,13548.0
2006-10-01,9860.0
2007-01-01,7328.0
2007-04-01,7867.0
2007-07-01,6654.0
2007-10-01,7838.0
2008-01-01,7516.0
2008-04-01,8645.0
2008-07-01,10439.0
2008-10-01,9900.0
2009-01-01,8391.0
2009-04-01,6714.0
2009-07-01,5237.0
2009-10-01,7432.0
2010-01-01,8296.0
2010-04-01,12499.0
2010-07-01,13435.0
2010-10-01,20772.0
2011-01-01,25429.0
2011-04-01,30033.0
2011-07-01,29494.0
2011-10-01,28003.0
2012-01-01,28904.0
2012-04-01,32507.0
2012-07-01,33566.0
2012-10-01,34651.0
2013-01-01,43170.0
2013-04-01,45367.0
2013-07-01,47763.0
2013-10-01,51097.0
2014-01-01,49620.0
2014-04-01,51569.0
2014-07-01,52024.0
2014-10-01,52490.0
2015-01-01,47971.0
2015-04-01,40875.0
2015-07-01,32155.0
2015-10-01,27302.0
2016-01-01,25209.0
2016-04-01,23564.0
2016-07-01,22235.0
2016-10-01,18416.0
2017-01-01,19179.0
2017-04-01,19479.0
2017-07-01,20695.0
2017-10-01,21673.0
2018-01-01,20835.0
2018-04-01,20939.0
2018-07-01,15753.0
2018-10-01,12115.0
2019-01-01,12028.0
2019-04-01,12805.0
2019-07-01,11948.0
2019-10-01,10268.0
2020-01-01,9733.0
2020-04-01,11920.0
2020-07-01,12516.0
2020-10-01,12574.0
2021-01-01,12269.0
2021-04-01,12603.0
2021-07-01,11376.0
2021-10-01,10033.0
2022-01-01,10144.0
2022-04-01,10115.0
2022-07-01,9114.0
2022-10-01,10037.0
2023-01-01,9967.0
2023-04-01,10470.0
2023-07-01,11033.0
2023-10-01,10825.0
2024-01-01,10892.0
2024-04-01,13013.0
2024-07-01,14054.0
2024-10-01,16488.0
2025-01-01,17655.0
2025-04-01,9909.0
