Tarih,TP_UYPUCAY_K34
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,29.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,5.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,31.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,30.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,14.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,16.0
2006-01-01,22.0
2006-04-01,18.0
2006-07-01,18.0
2006-10-01,12.0
2007-01-01,22.0
2007-04-01,28.0
2007-07-01,45.0
2007-10-01,50.0
2008-01-01,77.0
2008-04-01,67.0
2008-07-01,80.0
2008-10-01,23.0
2009-01-01,12.0
2009-04-01,20.0
2009-07-01,1529.0
2009-10-01,1515.0
2010-01-01,1474.0
2010-04-01,1431.0
2010-07-01,1506.0
2010-10-01,1494.0
2011-01-01,1529.0
2011-04-01,1552.0
2011-07-01,1527.0
2011-10-01,1494.0
2012-01-01,1501.0
2012-04-01,1468.0
2012-07-01,1495.0
2012-10-01,1489.0
2013-01-01,1449.0
2013-04-01,1453.0
2013-07-01,1481.0
2013-10-01,1504.0
2014-01-01,1492.0
2014-04-01,1492.0
2014-07-01,1437.0
2014-10-01,1399.0
2015-01-01,1337.0
2015-04-01,1355.0
2015-07-01,1357.0
2015-10-01,1340.0
2016-01-01,1359.0
2016-04-01,1348.0
2016-07-01,1351.0
2016-10-01,1298.0
2017-01-01,1314.0
2017-04-01,1344.0
2017-07-01,1363.0
2017-10-01,1375.0
2018-01-01,1403.0
2018-04-01,1356.0
2018-07-01,1354.0
2018-10-01,1343.0
2019-01-01,1342.0
2019-04-01,1342.0
2019-07-01,1316.0
2019-10-01,1335.0
2020-01-01,1339.0
2020-04-01,1347.0
2020-07-01,1374.0
2020-10-01,1412.0
2021-01-01,1385.0
2021-04-01,1394.0
2021-07-01,7694.0
2021-10-01,7705.0
2022-01-01,7623.0
2022-04-01,7342.0
2022-07-01,7018.0
2022-10-01,7333.0
2023-01-01,7411.0
2023-04-01,7352.0
2023-07-01,7221.0
2023-10-01,7409.0
2024-01-01,7299.0
2024-04-01,7254.0
2024-07-01,7469.0
2024-10-01,7203.0
2025-01-01,7316.0
2025-04-01,7579.0
