Tarih,TP_UYPUCAY_K25
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,331.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,1199.62
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,760.33
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,492.64
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,567.23
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,349.0
2006-01-01,352.0
2006-04-01,438.0
2006-07-01,376.0
2006-10-01,733.0
2007-01-01,790.0
2007-04-01,930.0
2007-07-01,1075.0
2007-10-01,1099.0
2008-01-01,1831.0
2008-04-01,1844.0
2008-07-01,2679.0
2008-10-01,1501.0
2009-01-01,1356.0
2009-04-01,1422.0
2009-07-01,1676.0
2009-10-01,1522.0
2010-01-01,1031.0
2010-04-01,1213.0
2010-07-01,1627.0
2010-10-01,1293.0
2011-01-01,1283.0
2011-04-01,1019.0
2011-07-01,994.0
2011-10-01,1046.0
2012-01-01,1089.0
2012-04-01,1526.0
2012-07-01,1551.0
2012-10-01,1345.0
2013-01-01,1447.0
2013-04-01,1011.0
2013-07-01,928.0
2013-10-01,1018.0
2014-01-01,1048.0
2014-04-01,1043.0
2014-07-01,1109.0
2014-10-01,842.0
2015-01-01,797.0
2015-04-01,950.0
2015-07-01,696.0
2015-10-01,1272.0
2016-01-01,1870.0
2016-04-01,1786.0
2016-07-01,1809.0
2016-10-01,3452.0
2017-01-01,849.0
2017-04-01,1061.0
2017-07-01,1477.0
2017-10-01,1577.0
2018-01-01,1068.0
2018-04-01,1847.0
2018-07-01,1963.0
2018-10-01,2605.0
2019-01-01,2367.0
2019-04-01,1238.0
2019-07-01,1591.0
2019-10-01,2250.0
2020-01-01,2935.0
2020-04-01,1594.0
2020-07-01,1812.0
2020-10-01,1527.0
2021-01-01,2528.0
2021-04-01,3051.0
2021-07-01,3432.0
2021-10-01,3465.0
2022-01-01,2748.0
2022-04-01,3862.0
2022-07-01,4152.0
2022-10-01,3699.0
2023-01-01,3745.0
2023-04-01,3687.0
2023-07-01,2621.0
2023-10-01,2250.0
2024-01-01,2330.0
2024-04-01,2364.0
2024-07-01,3776.0
2024-10-01,2492.0
2025-01-01,3345.0
2025-04-01,3089.0
