Tarih,TP_UYPUCAY_K32
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,23369.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,19961.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,28094.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,35169.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,37612.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,52378.0
2006-01-01,60448.0
2006-04-01,59018.0
2006-07-01,60793.0
2006-10-01,63186.0
2007-01-01,69936.0
2007-04-01,70656.0
2007-07-01,74465.0
2007-10-01,76415.0
2008-01-01,80032.0
2008-04-01,79423.0
2008-07-01,80862.0
2008-10-01,74254.0
2009-01-01,70588.0
2009-04-01,69382.0
2009-07-01,74647.0
2009-10-01,74829.0
2010-01-01,73609.0
2010-04-01,75661.0
2010-07-01,82524.0
2010-10-01,85968.0
2011-01-01,92143.0
2011-04-01,99379.0
2011-07-01,93612.0
2011-10-01,88340.0
2012-01-01,91342.0
2012-04-01,95500.0
2012-07-01,112086.0
2012-10-01,119167.0
2013-01-01,126695.0
2013-04-01,122617.0
2013-07-01,130762.0
2013-10-01,131035.0
2014-01-01,126051.0
2014-04-01,133534.0
2014-07-01,131841.0
2014-10-01,127308.0
2015-01-01,120742.0
2015-04-01,119608.0
2015-07-01,119682.0
2015-10-01,110533.0
2016-01-01,114590.0
2016-04-01,121800.0
2016-07-01,117844.0
2016-10-01,106111.0
2017-01-01,105697.0
2017-04-01,108705.0
2017-07-01,111940.0
2017-10-01,107730.0
2018-01-01,110288.0
2018-04-01,98385.0
2018-07-01,84714.0
2018-10-01,93028.0
2019-01-01,96267.0
2019-04-01,96326.0
2019-07-01,101113.0
2019-10-01,105696.0
2020-01-01,92145.0
2020-04-01,86345.0
2020-07-01,79680.0
2020-10-01,93589.0
2021-01-01,86689.0
2021-04-01,97692.0
2021-07-01,121256.0
2021-10-01,111181.0
2022-01-01,105918.0
2022-04-01,98343.0
2022-07-01,107042.0
2022-10-01,128736.0
2023-01-01,122416.0
2023-04-01,108580.0
2023-07-01,122196.0
2023-10-01,140884.0
2024-01-01,123119.0
2024-04-01,142910.0
2024-07-01,152067.0
2024-10-01,155156.0
2025-01-01,156511.0
2025-04-01,149897.0
