Tarih,TP_UYPUCAY_K33
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,1026.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,1034.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,1299.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,1553.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,1625.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,1922.0
2006-01-01,2170.0
2006-04-01,2186.0
2006-07-01,2252.0
2006-10-01,2354.0
2007-01-01,2475.0
2007-04-01,2424.0
2007-07-01,2764.0
2007-10-01,3117.0
2008-01-01,3492.0
2008-04-01,3477.0
2008-07-01,3325.0
2008-10-01,3238.0
2009-01-01,3425.0
2009-04-01,3500.0
2009-07-01,3727.0
2009-10-01,4121.0
2010-01-01,4153.0
2010-04-01,4637.0
2010-07-01,4886.0
2010-10-01,5258.0
2011-01-01,5357.0
2011-04-01,5624.0
2011-07-01,6064.0
2011-10-01,9888.0
2012-01-01,11198.0
2012-04-01,12438.0
2012-07-01,17289.0
2012-10-01,19235.0
2013-01-01,21037.0
2013-04-01,16999.0
2013-07-01,20981.0
2013-10-01,20077.0
2014-01-01,20099.0
2014-04-01,21670.0
2014-07-01,20431.0
2014-10-01,20401.0
2015-01-01,19514.0
2015-04-01,18851.0
2015-07-01,18142.0
2015-10-01,17606.0
2016-01-01,18872.0
2016-04-01,20116.0
2016-07-01,18838.0
2016-10-01,14051.0
2017-01-01,17102.0
2017-04-01,18512.0
2017-07-01,20441.0
2017-10-01,23537.0
2018-01-01,25345.0
2018-04-01,22836.0
2018-07-01,17667.0
2018-10-01,20130.0
2019-01-01,20834.0
2019-04-01,22852.0
2019-07-01,25871.0
2019-10-01,27087.0
2020-01-01,31408.0
2020-04-01,39068.0
2020-07-01,41821.0
2020-10-01,43553.0
2021-01-01,38948.0
2021-04-01,40530.0
2021-07-01,38519.0
2021-10-01,38488.0
2022-01-01,41994.0
2022-04-01,41143.0
2022-07-01,38996.0
2022-10-01,45846.0
2023-01-01,52176.0
2023-04-01,41432.0
2023-07-01,40629.0
2023-10-01,48164.0
2024-01-01,54378.0
2024-04-01,58077.0
2024-07-01,63360.0
2024-10-01,64283.0
2025-01-01,75902.0
2025-04-01,83093.0
