Tarih,TP_UYPUCAY_K14
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,0.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,122.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,133.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,156.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,150.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,353.0
2006-01-01,365.0
2006-04-01,376.0
2006-07-01,314.0
2006-10-01,480.0
2007-01-01,579.0
2007-04-01,489.0
2007-07-01,489.0
2007-10-01,527.0
2008-01-01,530.0
2008-04-01,531.0
2008-07-01,399.0
2008-10-01,398.0
2009-01-01,455.0
2009-04-01,483.0
2009-07-01,462.0
2009-10-01,644.0
2010-01-01,415.0
2010-04-01,451.0
2010-07-01,658.0
2010-10-01,661.0
2011-01-01,601.0
2011-04-01,527.0
2011-07-01,392.0
2011-10-01,472.0
2012-01-01,500.0
2012-04-01,332.0
2012-07-01,180.0
2012-10-01,481.0
2013-01-01,226.0
2013-04-01,110.0
2013-07-01,128.0
2013-10-01,167.0
2014-01-01,215.0
2014-04-01,211.0
2014-07-01,232.0
2014-10-01,208.0
2015-01-01,191.0
2015-04-01,183.0
2015-07-01,161.0
2015-10-01,144.0
2016-01-01,137.0
2016-04-01,133.0
2016-07-01,146.0
2016-10-01,142.0
2017-01-01,189.0
2017-04-01,114.0
2017-07-01,123.0
2017-10-01,133.0
2018-01-01,106.0
2018-04-01,73.0
2018-07-01,177.0
2018-10-01,168.0
2019-01-01,241.0
2019-04-01,159.0
2019-07-01,186.0
2019-10-01,218.0
2020-01-01,157.0
2020-04-01,214.0
2020-07-01,274.0
2020-10-01,257.0
2021-01-01,234.0
2021-04-01,274.0
2021-07-01,320.0
2021-10-01,256.0
2022-01-01,279.0
2022-04-01,269.0
2022-07-01,254.0
2022-10-01,420.0
2023-01-01,636.0
2023-04-01,1126.0
2023-07-01,480.0
2023-10-01,1130.0
2024-01-01,1454.0
2024-04-01,1392.0
2024-07-01,1342.0
2024-10-01,922.0
2025-01-01,1149.0
2025-04-01,1430.0
