Tarih,TP_UYPUCAY_K2
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,56011.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,55955.62
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,66645.33
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,79476.64
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,93684.23
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,115788.0
2006-01-01,122984.0
2006-04-01,128522.0
2006-07-01,136490.0
2006-10-01,153385.0
2007-01-01,159341.0
2007-04-01,170054.0
2007-07-01,174868.0
2007-10-01,183205.0
2008-01-01,195889.0
2008-04-01,208110.0
2008-07-01,212008.0
2008-10-01,198160.0
2009-01-01,190128.0
2009-04-01,191947.0
2009-07-01,194907.0
2009-10-01,195464.0
2010-01-01,187185.0
2010-04-01,187158.0
2010-07-01,197241.0
2010-10-01,199974.0
2011-01-01,198307.0
2011-04-01,203298.0
2011-07-01,197317.0
2011-10-01,195385.0
2012-01-01,200356.0
2012-04-01,204242.0
2012-07-01,220631.0
2012-10-01,231042.0
2013-01-01,236567.0
2013-04-01,235937.0
2013-07-01,242217.0
2013-10-01,244629.0
2014-01-01,238522.0
2014-04-01,248952.0
2014-07-01,251149.0
2014-10-01,250227.0
2015-01-01,241993.0
2015-04-01,246199.0
2015-07-01,250725.0
2015-10-01,229204.0
2016-01-01,235856.0
2016-04-01,242510.0
2016-07-01,236905.0
2016-10-01,235696.0
2017-01-01,233808.0
2017-04-01,241429.0
2017-07-01,240401.0
2017-10-01,249526.0
2018-01-01,248567.0
2018-04-01,240601.0
2018-07-01,241338.0
2018-10-01,247568.0
2019-01-01,258067.0
2019-04-01,255303.0
2019-07-01,263684.0
2019-10-01,270110.0
2020-01-01,250719.0
2020-04-01,239196.0
2020-07-01,241221.0
2020-10-01,254912.0
2021-01-01,259268.0
2021-04-01,275191.0
2021-07-01,302979.0
2021-10-01,287872.0
2022-01-01,286206.0
2022-04-01,282446.0
2022-07-01,290280.0
2022-10-01,308005.0
2023-01-01,306970.0
2023-04-01,293954.0
2023-07-01,305167.0
2023-10-01,333278.0
2024-01-01,319662.0
2024-04-01,346199.0
2024-07-01,362300.0
2024-10-01,355992.0
2025-01-01,364763.0
2025-04-01,363353.0
