Tarih,TP_UYPUCAY_K7
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,0.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,49.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,40.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,53.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,108.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,89.0
2006-01-01,370.0
2006-04-01,119.0
2006-07-01,142.0
2006-10-01,150.0
2007-01-01,104.0
2007-04-01,83.0
2007-07-01,82.0
2007-10-01,77.0
2008-01-01,76.0
2008-04-01,100.0
2008-07-01,90.0
2008-10-01,58.0
2009-01-01,114.0
2009-04-01,165.0
2009-07-01,206.0
2009-10-01,219.0
2010-01-01,213.0
2010-04-01,246.0
2010-07-01,308.0
2010-10-01,372.0
2011-01-01,373.0
2011-04-01,288.0
2011-07-01,238.0
2011-10-01,279.0
2012-01-01,187.0
2012-04-01,240.0
2012-07-01,244.0
2012-10-01,324.0
2013-01-01,174.0
2013-04-01,275.0
2013-07-01,320.0
2013-10-01,362.0
2014-01-01,404.0
2014-04-01,422.0
2014-07-01,410.0
2014-10-01,493.0
2015-01-01,544.0
2015-04-01,539.0
2015-07-01,508.0
2015-10-01,598.0
2016-01-01,558.0
2016-04-01,536.0
2016-07-01,512.0
2016-10-01,497.0
2017-01-01,538.0
2017-04-01,527.0
2017-07-01,400.0
2017-10-01,448.0
2018-01-01,590.0
2018-04-01,617.0
2018-07-01,436.0
2018-10-01,380.0
2019-01-01,510.0
2019-04-01,570.0
2019-07-01,519.0
2019-10-01,521.0
2020-01-01,531.0
2020-04-01,532.0
2020-07-01,806.0
2020-10-01,1055.0
2021-01-01,1455.0
2021-04-01,1514.0
2021-07-01,1418.0
2021-10-01,1469.0
2022-01-01,1422.0
2022-04-01,1184.0
2022-07-01,1055.0
2022-10-01,1178.0
2023-01-01,1521.0
2023-04-01,1714.0
2023-07-01,1493.0
2023-10-01,1742.0
2024-01-01,2127.0
2024-04-01,2260.0
2024-07-01,2397.0
2024-10-01,2140.0
2025-01-01,2257.0
2025-04-01,2195.0
