Tarih,TP_UYPUCAY_K53
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,6630.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,727.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,1458.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,3174.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,12314.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,20139.0
2006-01-01,21316.0
2006-04-01,14343.0
2006-07-01,19386.0
2006-10-01,26721.0
2007-01-01,29711.0
2007-04-01,32784.0
2007-07-01,33217.0
2007-10-01,32166.0
2008-01-01,29280.0
2008-04-01,29487.0
2008-07-01,29118.0
2008-10-01,20433.0
2009-01-01,15943.0
2009-04-01,19427.0
2009-07-01,21801.0
2009-10-01,21086.0
2010-01-01,22468.0
2010-04-01,25167.0
2010-07-01,31619.0
2010-10-01,32710.0
2011-01-01,38746.0
2011-04-01,41993.0
2011-07-01,35326.0
2011-10-01,37533.0
2012-01-01,42074.0
2012-04-01,45504.0
2012-07-01,55539.0
2012-10-01,62685.0
2013-01-01,64925.0
2013-04-01,61510.0
2013-07-01,57306.0
2013-10-01,52127.0
2014-01-01,46320.0
2014-04-01,55526.0
2014-07-01,48955.0
2014-10-01,52242.0
2015-01-01,44789.0
2015-04-01,39215.0
2015-07-01,31059.0
2015-10-01,31794.0
2016-01-01,34494.0
2016-04-01,36412.0
2016-07-01,36427.0
2016-10-01,26739.0
2017-01-01,26254.0
2017-04-01,31696.0
2017-07-01,33825.0
2017-10-01,30942.0
2018-01-01,29305.0
2018-04-01,22403.0
2018-07-01,14259.0
2018-10-01,18493.0
2019-01-01,14514.0
2019-04-01,14622.0
2019-07-01,16274.0
2019-10-01,15423.0
2020-01-01,9587.0
2020-04-01,7283.0
2020-07-01,5122.0
2020-10-01,6558.0
2021-01-01,5332.0
2021-04-01,5964.0
2021-07-01,6366.0
2021-10-01,3483.0
2022-01-01,2400.0
2022-04-01,1506.0
2022-07-01,1337.0
2022-10-01,1246.0
2023-01-01,1243.0
2023-04-01,883.0
2023-07-01,1155.0
2023-10-01,2637.0
2024-01-01,2386.0
2024-04-01,10500.0
2024-07-01,15840.0
2024-10-01,17531.0
2025-01-01,15801.0
2025-04-01,12106.0
