Tarih,TP_UYPUCAY_K66
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,72799.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,72212.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,80586.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,85381.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,92401.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,99464.0
2006-01-01,110403.0
2006-04-01,114211.0
2006-07-01,120449.0
2006-10-01,125356.0
2007-01-01,129916.0
2007-04-01,139667.0
2007-07-01,148335.0
2007-10-01,159554.0
2008-01-01,170349.0
2008-04-01,185137.0
2008-07-01,188235.0
2008-10-01,181557.0
2009-01-01,171434.0
2009-04-01,169942.0
2009-07-01,167735.0
2009-10-01,166168.0
2010-01-01,160867.0
2010-04-01,158591.0
2010-07-01,165884.0
2010-10-01,171498.0
2011-01-01,182897.0
2011-04-01,191289.0
2011-07-01,187454.0
2011-10-01,184119.0
2012-01-01,188895.0
2012-04-01,190671.0
2012-07-01,193285.0
2012-10-01,195908.0
2013-01-01,200749.0
2013-04-01,203003.0
2013-07-01,210576.0
2013-10-01,219116.0
2014-01-01,219885.0
2014-04-01,222964.0
2014-07-01,218012.0
2014-10-01,219817.0
2015-01-01,209714.0
2015-04-01,213609.0
2015-07-01,215344.0
2015-10-01,215321.0
2016-01-01,220450.0
2016-04-01,223270.0
2016-07-01,222227.0
2016-10-01,211245.0
2017-01-01,212589.0
2017-04-01,217776.0
2017-07-01,220639.0
2017-10-01,226666.0
2018-01-01,230627.0
2018-04-01,225692.0
2018-07-01,215724.0
2018-10-01,209500.0
2019-01-01,204967.0
2019-04-01,200666.0
2019-07-01,192907.0
2019-10-01,188036.0
2020-01-01,182609.0
2020-04-01,180920.0
2020-07-01,182244.0
2020-10-01,185859.0
2021-01-01,182242.0
2021-04-01,182076.0
2021-07-01,179044.0
2021-10-01,175359.0
2022-01-01,174261.0
2022-04-01,168280.0
2022-07-01,165815.0
2022-10-01,171459.0
2023-01-01,174018.0
2023-04-01,173485.0
2023-07-01,173852.0
2023-10-01,181141.0
2024-01-01,179378.0
2024-04-01,185323.0
2024-07-01,191578.0
2024-10-01,189793.0
2025-01-01,201047.0
2025-04-01,207972.0
