Tarih,TP_UYPUCAY_K15
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,28974.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,30867.62
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,31900.33
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,36221.64
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,48092.23
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,54377.0
2006-01-01,53139.0
2006-04-01,60246.0
2006-07-01,65855.0
2006-10-01,78222.0
2007-01-01,78078.0
2007-04-01,87120.0
2007-07-01,86929.0
2007-10-01,92573.0
2008-01-01,101351.0
2008-04-01,113225.0
2008-07-01,115360.0
2008-10-01,104122.0
2009-01-01,99230.0
2009-04-01,102252.0
2009-07-01,99893.0
2009-10-01,95414.0
2010-01-01,88104.0
2010-04-01,85399.0
2010-07-01,88043.0
2010-10-01,87814.0
2011-01-01,79032.0
2011-04-01,76784.0
2011-07-01,76065.0
2011-10-01,77001.0
2012-01-01,77068.0
2012-04-01,76754.0
2012-07-01,76148.0
2012-10-01,79177.0
2013-01-01,76912.0
2013-04-01,79614.0
2013-07-01,77359.0
2013-10-01,78931.0
2014-01-01,76268.0
2014-04-01,78106.0
2014-07-01,79804.0
2014-10-01,81481.0
2015-01-01,78782.0
2015-04-01,83281.0
2015-07-01,86102.0
2015-10-01,80849.0
2016-01-01,82873.0
2016-04-01,81441.0
2016-07-01,79066.0
2016-10-01,88838.0
2017-01-01,86426.0
2017-04-01,90219.0
2017-07-01,86037.0
2017-10-01,93644.0
2018-01-01,89050.0
2018-04-01,91633.0
2018-07-01,105727.0
2018-10-01,107210.0
2019-01-01,113525.0
2019-04-01,109733.0
2019-07-01,112884.0
2019-10-01,112256.0
2020-01-01,105933.0
2020-04-01,99969.0
2020-07-01,107279.0
2020-10-01,108366.0
2021-01-01,118350.0
2021-04-01,121891.0
2021-07-01,124117.0
2021-10-01,121696.0
2022-01-01,124098.0
2022-04-01,126412.0
2022-07-01,124121.0
2022-10-01,120936.0
2023-01-01,124053.0
2023-04-01,123798.0
2023-07-01,120487.0
2023-10-01,124360.0
2024-01-01,126514.0
2024-04-01,131594.0
2024-07-01,136872.0
2024-10-01,131506.0
2025-01-01,136497.0
2025-04-01,139292.0
