Tarih,TP_UYPUCAY_K51
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,949.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,926.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,521.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,350.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,350.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,0.0
2006-01-01,0.0
2006-04-01,0.0
2006-07-01,0.0
2006-10-01,0.0
2007-01-01,0.0
2007-04-01,0.0
2007-07-01,0.0
2007-10-01,0.0
2008-01-01,0.0
2008-04-01,0.0
2008-07-01,0.0
2008-10-01,0.0
2009-01-01,0.0
2009-04-01,0.0
2009-07-01,0.0
2009-10-01,0.0
2010-01-01,0.0
2010-04-01,0.0
2010-07-01,999.0
2010-10-01,997.0
2011-01-01,1961.0
2011-04-01,3240.0
2011-07-01,3218.0
2011-10-01,3738.0
2012-01-01,4228.0
2012-04-01,5197.0
2012-07-01,7365.0
2012-10-01,12285.0
2013-01-01,14892.0
2013-04-01,17069.0
2013-07-01,17853.0
2013-10-01,19396.0
2014-01-01,19852.0
2014-04-01,24492.0
2014-07-01,26743.0
2014-10-01,28682.0
2015-01-01,30019.0
2015-04-01,30016.0
2015-07-01,27811.0
2015-10-01,26367.0
2016-01-01,25451.0
2016-04-01,27677.0
2016-07-01,26888.0
2016-10-01,22470.0
2017-01-01,25311.0
2017-04-01,31372.0
2017-07-01,35211.0
2017-10-01,35930.0
2018-01-01,36704.0
2018-04-01,33901.0
2018-07-01,31271.0
2018-10-01,31359.0
2019-01-01,34574.0
2019-04-01,31741.0
2019-07-01,30977.0
2019-10-01,30149.0
2020-01-01,26921.0
2020-04-01,27600.0
2020-07-01,23513.0
2020-10-01,24983.0
2021-01-01,24995.0
2021-04-01,24079.0
2021-07-01,22741.0
2021-10-01,19400.0
2022-01-01,17642.0
2022-04-01,14716.0
2022-07-01,13477.0
2022-10-01,12407.0
2023-01-01,11029.0
2023-04-01,10838.0
2023-07-01,12019.0
2023-10-01,13279.0
2024-01-01,15692.0
2024-04-01,17891.0
2024-07-01,17060.0
2024-10-01,16943.0
2025-01-01,17616.0
2025-04-01,17810.0
