Tarih,TP_UYPUCAY_K83
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,0.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,0.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,213.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,245.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,294.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,318.0
2006-01-01,348.0
2006-04-01,345.0
2006-07-01,347.0
2006-10-01,331.0
2007-01-01,295.0
2007-04-01,303.0
2007-07-01,367.0
2007-10-01,371.0
2008-01-01,373.0
2008-04-01,428.0
2008-07-01,542.0
2008-10-01,530.0
2009-01-01,496.0
2009-04-01,444.0
2009-07-01,382.0
2009-10-01,478.0
2010-01-01,464.0
2010-04-01,476.0
2010-07-01,504.0
2010-10-01,557.0
2011-01-01,482.0
2011-04-01,456.0
2011-07-01,236.0
2011-10-01,238.0
2012-01-01,304.0
2012-04-01,307.0
2012-07-01,328.0
2012-10-01,346.0
2013-01-01,360.0
2013-04-01,313.0
2013-07-01,277.0
2013-10-01,259.0
2014-01-01,250.0
2014-04-01,248.0
2014-07-01,254.0
2014-10-01,242.0
2015-01-01,216.0
2015-04-01,245.0
2015-07-01,288.0
2015-10-01,334.0
2016-01-01,334.0
2016-04-01,354.0
2016-07-01,338.0
2016-10-01,345.0
2017-01-01,302.0
2017-04-01,292.0
2017-07-01,293.0
2017-10-01,302.0
2018-01-01,324.0
2018-04-01,333.0
2018-07-01,349.0
2018-10-01,328.0
2019-01-01,294.0
2019-04-01,309.0
2019-07-01,340.0
2019-10-01,326.0
2020-01-01,425.0
2020-04-01,399.0
2020-07-01,336.0
2020-10-01,320.0
2021-01-01,239.0
2021-04-01,202.0
2021-07-01,190.0
2021-10-01,235.0
2022-01-01,254.0
2022-04-01,267.0
2022-07-01,237.0
2022-10-01,244.0
2023-01-01,270.0
2023-04-01,283.0
2023-07-01,321.0
2023-10-01,472.0
2024-01-01,560.0
2024-04-01,587.0
2024-07-01,737.0
2024-10-01,854.0
2025-01-01,841.0
2025-04-01,802.0
