Tarih,TP_UYPUCAY_K17
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,19627.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,19775.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,19767.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,21179.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,30110.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,35878.0
2006-01-01,35473.0
2006-04-01,40404.0
2006-07-01,45910.0
2006-10-01,55841.0
2007-01-01,56400.0
2007-04-01,62811.0
2007-07-01,62568.0
2007-10-01,64998.0
2008-01-01,71299.0
2008-04-01,81350.0
2008-07-01,81926.0
2008-10-01,79125.0
2009-01-01,75360.0
2009-04-01,77414.0
2009-07-01,73843.0
2009-10-01,67609.0
2010-01-01,63474.0
2010-04-01,57766.0
2010-07-01,61665.0
2010-10-01,58064.0
2011-01-01,50098.0
2011-04-01,45992.0
2011-07-01,45361.0
2011-10-01,44917.0
2012-01-01,46289.0
2012-04-01,42308.0
2012-07-01,42311.0
2012-10-01,44526.0
2013-01-01,41287.0
2013-04-01,42531.0
2013-07-01,40268.0
2013-10-01,40092.0
2014-01-01,38934.0
2014-04-01,38482.0
2014-07-01,40134.0
2014-10-01,40391.0
2015-01-01,44864.0
2015-04-01,47329.0
2015-07-01,51630.0
2015-10-01,41995.0
2016-01-01,46079.0
2016-04-01,43135.0
2016-07-01,43936.0
2016-10-01,46660.0
2017-01-01,48037.0
2017-04-01,48492.0
2017-07-01,46288.0
2017-10-01,50558.0
2018-01-01,47738.0
2018-04-01,48947.0
2018-07-01,64442.0
2018-10-01,60131.0
2019-01-01,68944.0
2019-04-01,67074.0
2019-07-01,68700.0
2019-10-01,65082.0
2020-01-01,62117.0
2020-04-01,64590.0
2020-07-01,63192.0
2020-10-01,60524.0
2021-01-01,71920.0
2021-04-01,70494.0
2021-07-01,68773.0
2021-10-01,69691.0
2022-01-01,71724.0
2022-04-01,69852.0
2022-07-01,69511.0
2022-10-01,60870.0
2023-01-01,64890.0
2023-04-01,66491.0
2023-07-01,62543.0
2023-10-01,63763.0
2024-01-01,65594.0
2024-04-01,69296.0
2024-07-01,70640.0
2024-10-01,68115.0
2025-01-01,73303.0
2025-04-01,73159.0
