Tarih,TP_UYPUCAY_K4
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,3668.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,4581.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,5847.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,6138.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,7060.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,8315.0
2006-01-01,8427.0
2006-04-01,8439.0
2006-07-01,8646.0
2006-10-01,8866.0
2007-01-01,10470.0
2007-04-01,10909.0
2007-07-01,11508.0
2007-10-01,12210.0
2008-01-01,12497.0
2008-04-01,13415.0
2008-07-01,13774.0
2008-10-01,17846.0
2009-01-01,18202.0
2009-04-01,18654.0
2009-07-01,18698.0
2009-10-01,19923.0
2010-01-01,20372.0
2010-04-01,20872.0
2010-07-01,21159.0
2010-10-01,20761.0
2011-01-01,21703.0
2011-04-01,21973.0
2011-07-01,22296.0
2011-10-01,23897.0
2012-01-01,26184.0
2012-04-01,26397.0
2012-07-01,27030.0
2012-10-01,27513.0
2013-01-01,28201.0
2013-04-01,28938.0
2013-07-01,29386.0
2013-10-01,29918.0
2014-01-01,30961.0
2014-04-01,32042.0
2014-07-01,34092.0
2014-10-01,33938.0
2015-01-01,34787.0
2015-04-01,35711.0
2015-07-01,37493.0
2015-10-01,27671.0
2016-01-01,28479.0
2016-04-01,29261.0
2016-07-01,29880.0
2016-10-01,30966.0
2017-01-01,31782.0
2017-04-01,32586.0
2017-07-01,32793.0
2017-10-01,37570.0
2018-01-01,38669.0
2018-04-01,39548.0
2018-07-01,40233.0
2018-10-01,38394.0
2019-01-01,38832.0
2019-04-01,39772.0
2019-07-01,40293.0
2019-10-01,41555.0
2020-01-01,42042.0
2020-04-01,42368.0
2020-07-01,43341.0
2020-10-01,42878.0
2021-01-01,43547.0
2021-04-01,44213.0
2021-07-01,45297.0
2021-10-01,46173.0
2022-01-01,47345.0
2022-04-01,48531.0
2022-07-01,49544.0
2022-10-01,50360.0
2023-01-01,51661.0
2023-04-01,52656.0
2023-07-01,54246.0
2023-10-01,57934.0
2024-01-01,58950.0
2024-04-01,60354.0
2024-07-01,61577.0
2024-10-01,60089.0
2025-01-01,61908.0
2025-04-01,63704.0
