Tarih,TP_UYPUCAY_K37
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,4930.0
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,4016.0
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,1962.0
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,1861.0
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,2749.0
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,4113.0
2006-01-01,2048.0
2006-04-01,3380.0
2006-07-01,4267.0
2006-10-01,3867.0
2007-01-01,5367.0
2007-04-01,3686.0
2007-07-01,3672.0
2007-10-01,5380.0
2008-01-01,5678.0
2008-04-01,5324.0
2008-07-01,3861.0
2008-10-01,4055.0
2009-01-01,3838.0
2009-04-01,3345.0
2009-07-01,4457.0
2009-10-01,5121.0
2010-01-01,4501.0
2010-04-01,5150.0
2010-07-01,6370.0
2010-10-01,7766.0
2011-01-01,9706.0
2011-04-01,7969.0
2011-07-01,7340.0
2011-10-01,10816.0
2012-01-01,5941.0
2012-04-01,7277.0
2012-07-01,5420.0
2012-10-01,3635.0
2013-01-01,7138.0
2013-04-01,4640.0
2013-07-01,10348.0
2013-10-01,10354.0
2014-01-01,8937.0
2014-04-01,9224.0
2014-07-01,8161.0
2014-10-01,6709.0
2015-01-01,3897.0
2015-04-01,7147.0
2015-07-01,12643.0
2015-10-01,8311.0
2016-01-01,23761.0
2016-04-01,22927.0
2016-07-01,9114.0
2016-10-01,9351.0
2017-01-01,9983.0
2017-04-01,13058.0
2017-07-01,13519.0
2017-10-01,15924.0
2018-01-01,24329.0
2018-04-01,27234.0
2018-07-01,34523.0
2018-10-01,46721.0
2019-01-01,46376.0
2019-04-01,45049.0
2019-07-01,43449.0
2019-10-01,43270.0
2020-01-01,22523.0
2020-04-01,29474.0
2020-07-01,27454.0
2020-10-01,39582.0
2021-01-01,37560.0
2021-04-01,47197.0
2021-07-01,66666.0
2021-10-01,56607.0
2022-01-01,48751.0
2022-04-01,42630.0
2022-07-01,54495.0
2022-10-01,68994.0
2023-01-01,57109.0
2023-04-01,56338.0
2023-07-01,70834.0
2023-10-01,81600.0
2024-01-01,49693.0
2024-04-01,64880.0
2024-07-01,62040.0
2024-10-01,58729.0
2025-01-01,47502.0
2025-04-01,47934.0
