Tarih,TP_KB_A09
2010-04-01,343162893.0
2010-05-01,340520628.0
2010-06-01,343141864.0
2010-07-01,345157999.0
2010-08-01,347323812.0
2010-09-01,347759368.0
2010-10-01,347821774.0
2010-11-01,350815589.0
2010-12-01,352841000.0
2011-01-01,353285643.0
2011-02-01,357452784.0
2011-03-01,359899953.0
2011-04-01,361953204.0
2011-05-01,362655793.0
2011-06-01,362727575.0
2011-07-01,363882336.0
2011-08-01,366635899.0
2011-09-01,366695301.0
2011-10-01,367953167.0
2011-11-01,366426438.0
2011-12-01,368778427.0
2012-01-01,372190709.0
2012-02-01,377002393.0
2012-03-01,375186768.0
2012-04-01,374732100.0
2012-05-01,375888764.0
2012-06-01,377715843.0
2012-07-01,382126700.0
2012-08-01,384889509.0
2012-09-01,387674541.0
2012-10-01,391349889.0
2012-11-01,387750412.0
2012-12-01,386541676.0
2013-01-01,388944296.0
2013-02-01,390826584.0
2013-03-01,392814154.0
2013-04-01,393584659.0
2013-05-01,395152161.0
2013-06-01,395826754.0
2013-07-01,400960217.0
2013-08-01,404381847.0
2013-09-01,407946350.0
2013-10-01,406887556.0
2013-11-01,405377143.0
2013-12-01,403006954.0
2014-01-01,406265562.0
2014-02-01,407052463.0
2014-03-01,408998834.0
2014-04-01,409371352.0
2014-05-01,412372029.0
2014-06-01,408417302.0
2014-07-01,408243667.0
2014-08-01,407422700.0
2014-09-01,408212396.0
2014-10-01,411054856.0
2014-11-01,413558442.0
2014-12-01,414648522.0
2015-01-01,416933479.0
2015-02-01,421204153.0
2015-03-01,423184375.0
2015-04-01,428485011.0
2015-05-01,429377690.0
2015-06-01,430235944.0
2015-07-01,434382544.0
2015-08-01,434981227.0
2015-09-01,438174912.0
2015-10-01,438204427.0
2015-11-01,439457694.0
2015-12-01,440124283.0
2016-01-01,443077965.0
2016-02-01,444084823.0
2016-03-01,448233068.0
2016-04-01,449406817.0
2016-05-01,452286142.0
2016-06-01,453268709.0
2016-07-01,455308809.0
2016-08-01,458414431.0
2016-09-01,463078944.0
2016-10-01,465009530.0
2016-11-01,468201488.0
2016-12-01,468644329.0
2017-01-01,473475282.0
2017-02-01,478628525.0
2017-03-01,483347811.0
2017-04-01,486916725.0
2017-05-01,490187652.0
2017-06-01,495327996.0
2017-07-01,504636249.0
2017-08-01,513260174.0
2017-09-01,523509853.0
2017-10-01,530544725.0
2017-11-01,534501883.0
2017-12-01,535447618.0
2018-01-01,539824000.0
2018-02-01,543871000.0
2018-03-01,550374000.0
2018-04-01,553064000.0
2018-05-01,556441000.0
2018-06-01,561195000.0
2018-07-01,571322000.0
2018-08-01,579385000.0
2018-09-01,586987000.0
2018-10-01,589841000.0
2018-11-01,578789000.0
2018-12-01,586142000.0
2019-01-01,597860538.0
2019-02-01,615155767.0
2019-03-01,623931246.0
2019-04-01,653123492.0
2019-05-01,664496059.0
2019-06-01,676157689.0
2019-07-01,680797032.0
2019-08-01,692414039.0
2019-09-01,701029251.0
2019-10-01,712786466.0
2019-11-01,722207354.0
2019-12-01,755051843.0
2020-01-01,761906628.0
2020-02-01,785992402.0
2020-03-01,808767961.0
2020-04-01,879003406.0
2020-05-01,966037137.0
2020-06-01,983903077.0
2020-07-01,1046717885.0
2020-08-01,1098459548.0
2020-09-01,1105746853.0
2020-10-01,1108393351.0
2020-11-01,1075010595.0
2020-12-01,1060353529.0
2021-01-01,1064267061.0
2021-02-01,1082578394.0
2021-03-01,1111241986.0
2021-04-01,1119976773.0
2021-05-01,1133307273.0
2021-06-01,1135414412.0
2021-07-01,1152351533.0
2021-08-01,1169133115.0
2021-09-01,1186718449.0
2021-10-01,1204965636.0
2021-11-01,1316312549.0
2021-12-01,1321189479.0
2022-01-01,1354839379.0
2022-02-01,1397108983.0
2022-03-01,1483012479.0
2022-04-01,1503799206.0
2022-05-01,1564802120.0
2022-06-01,1610775187.0
2022-07-01,1676221706.0
2022-08-01,1689459153.0
2022-09-01,1738251512.0
2022-10-01,1800483900.0
2022-11-01,1854143032.0
2022-12-01,1905331206.0
2023-01-01,1979046745.0
2023-02-01,2021074854.0
2023-03-01,2233434728.0
2023-04-01,2292926996.0
2023-05-01,2348115084.0
2023-06-01,2575631482.0
2023-07-01,2643068440.0
2023-08-01,2758965144.0
2023-09-01,2859751220.0
2023-10-01,2966762660.0
2023-11-01,3086466492.0
2023-12-01,3209251861.0
2024-01-01,3366450672.0
2024-02-01,3440802806.0
2024-03-01,3572411726.0
2024-04-01,3562997995.0
2024-05-01,3712684614.0
2024-06-01,3891652644.0
2024-07-01,4017616551.0
2024-08-01,4191467093.0
2024-09-01,4374224882.0
2024-10-01,4594447144.0
2024-11-01,4787868891.0
2024-12-01,4959910326.0
2025-01-01,5216103350.0
2025-02-01,5471708798.0
2025-03-01,5750623600.0
2025-04-01,6096306000.0
2025-05-01,6250658174.0
2025-06-01,6568706618.0
2025-07-01,6885143581.0
2025-08-01,7251363307.0
