Tarih,TP_KB_A09
2000-01-01,24187311.0
2000-02-01,25882025.0
2000-03-01,26679144.0
2000-04-01,28538769.0
2000-05-01,29840279.0
2000-06-01,30391620.0
2000-07-01,30943793.0
2000-08-01,31392986.0
2000-09-01,31416794.0
2000-10-01,32237010.0
2000-11-01,32517241.0
2000-12-01,36420620.0
2001-01-01,44428106.0
2001-02-01,45427488.0
2001-03-01,50851184.0
2001-04-01,59209081.0
2001-05-01,84545604.0
2001-06-01,90331702.0
2001-07-01,96395222.0
2001-08-01,101814108.0
2001-09-01,105768511.0
2001-10-01,109305703.0
2001-11-01,117244767.0
2001-12-01,122157260.0
2002-01-01,128140632.0
2002-02-01,118045491.0
2002-03-01,120299042.0
2002-04-01,123290378.0
2002-05-01,122778051.0
2002-06-01,126830490.0
2002-07-01,130375517.0
2002-08-01,137093311.0
2002-09-01,140290726.0
2002-10-01,144184506.0
2002-11-01,145295615.0
2002-12-01,149869691.0
2003-01-01,155376296.0
2003-02-01,159412356.0
2003-03-01,162557876.0
2003-04-01,170088086.0
2003-05-01,173961054.0
2003-06-01,175269922.0
2003-07-01,179229793.0
2003-08-01,178905848.0
2003-09-01,178711655.0
2003-10-01,180191159.0
2003-11-01,183073155.0
2003-12-01,194386700.0
2004-01-01,199357865.0
2004-02-01,200471428.0
2004-03-01,203707545.0
2004-04-01,206224789.0
2004-05-01,209808733.0
2004-06-01,209118695.0
2004-07-01,211969283.0
2004-08-01,214277534.0
2004-09-01,217571356.0
2004-10-01,225581969.0
2004-11-01,225725442.0
2004-12-01,224482922.0
2005-01-01,228792000.0
2005-02-01,231319000.0
2005-03-01,232489000.0
2005-04-01,236185000.0
2005-05-01,235064000.0
2005-06-01,234799000.0
2005-07-01,235173000.0
2005-08-01,239517000.0
2005-09-01,243207000.0
2005-10-01,242779000.0
2005-11-01,243751000.0
2005-12-01,244782000.0
2006-01-01,243560000.0
2006-02-01,246427000.0
2006-03-01,246360000.0
2006-04-01,246664000.0
2006-05-01,250732000.0
2006-06-01,249085000.0
2006-07-01,249738000.0
2006-08-01,251942000.0
2006-09-01,250869000.0
2006-10-01,250946000.0
2006-11-01,252943000.0
2006-12-01,251470000.0
2007-01-01,257350000.0
2007-02-01,263165000.0
2007-03-01,263724000.0
2007-04-01,262336000.0
2007-05-01,258968000.0
2007-06-01,253718000.0
2007-07-01,256125000.0
2007-08-01,258109000.0
2007-09-01,258272000.0
2007-10-01,257488000.0
2007-11-01,256914000.0
2007-12-01,255310000.0
2008-01-01,258467597.0
2008-02-01,262018729.0
2008-03-01,266477375.0
2008-04-01,268793633.0
2008-05-01,261316518.0
2008-06-01,260999809.0
2008-07-01,261148855.0
2008-08-01,264176061.0
2008-09-01,266363620.0
2008-10-01,271332850.0
2008-11-01,273815724.0
2008-12-01,274827296.0
2009-01-01,279235657.0
2009-02-01,288933097.0
2009-03-01,292306039.0
2009-04-01,297767629.0
2009-05-01,301871265.0
2009-06-01,301675595.0
2009-07-01,307716100.0
2009-08-01,315426371.0
2009-09-01,320629903.0
2009-10-01,327188789.0
2009-11-01,329190741.0
2009-12-01,330004579.0
2010-01-01,335860180.0
2010-02-01,339434378.0
2010-03-01,340678449.0
