Tarih,TP_PBD_S29
2000-01-01,2953125.9
2000-02-01,2717113.9
2000-03-01,2376285.1
2000-04-01,2504951.9
2000-05-01,2178828.0
2000-06-01,2836785.6
2000-07-01,4101289.0
2000-08-01,2659073.0
2000-09-01,2964295.1
2000-10-01,3006245.9
2000-11-01,6447079.9
2000-12-01,5599584.4
2001-01-01,2981892.9
2001-02-01,6433192.2
2001-03-01,13301380.9
2001-04-01,15888102.9
2001-05-01,6819585.0
2001-06-01,7362532.0
2001-07-01,7247182.0
2001-08-01,7343600.0
2001-09-01,6381223.1
2001-10-01,5232851.0
2001-11-01,5154784.9
2001-12-01,5823384.9
2002-01-01,5774392.0
2002-02-01,1474182.0
2002-03-01,458478.0
2002-04-01,170707.0
2002-05-01,204094.0
2002-06-01,309698.0
2002-07-01,332403.0
2002-08-01,267435.0
2002-09-01,376376.0
2002-10-01,419954.0
2002-11-01,325310.0
2002-12-01,191190.0
2003-01-01,178426.0
2003-02-01,174216.0
2003-03-01,294259.0
2003-04-01,201595.0
2003-05-01,203900.0
2003-06-01,200312.0
2003-07-01,199663.0
2003-08-01,183192.0
2003-09-01,199283.0
2003-10-01,207430.0
2003-11-01,204785.0
2003-12-01,84514.0
2004-01-01,47538.0
2004-02-01,39125.0
2004-03-01,51680.0
2004-04-01,42328.0
2004-05-01,44982.0
2004-06-01,39652.0
2004-07-01,34922.0
2004-08-01,37448.0
2004-09-01,44539.0
2004-10-01,56294.0
2004-11-01,66230.0
2004-12-01,76370.0
2005-01-01,50445.0
2005-02-01,868840.0
2005-03-01,378417.0
2005-04-01,71841.0
2005-05-01,825983.0
2005-06-01,1196980.0
2005-07-01,71174.0
2005-08-01,77978.0
2005-09-01,3088442.0
2005-10-01,76034.0
2005-11-01,77367.0
2005-12-01,1115610.0
2006-01-01,74506.0
2006-02-01,45715.0
2006-03-01,72331.0
2006-04-01,67486.0
2006-05-01,78449.0
2006-06-01,86609.0
2006-07-01,77807.0
2006-08-01,76411.0
2006-09-01,79260.0
2006-10-01,63273.0
2006-11-01,65131.0
2006-12-01,3567300.0
2007-01-01,52460.0
2007-02-01,54245.0
2007-03-01,60810.0
2007-04-01,60019.0
2007-05-01,61803.0
2007-06-01,61037.0
2007-07-01,65975.0
2007-08-01,65519.0
2007-09-01,64912.0
2007-10-01,69452.0
2007-11-01,69200.0
2007-12-01,73440.0
2008-01-01,70133.0
2008-02-01,1075586.0
2008-03-01,113789.0
2008-04-01,112268.0
2008-05-01,8060366.0
2008-06-01,10036527.0
2008-07-01,5548507.0
2008-08-01,7611507.0
2008-09-01,15871131.0
2008-10-01,18835174.0
2008-11-01,20235224.0
2008-12-01,20175647.0
2009-01-01,12236451.0
2009-02-01,8185028.0
2009-03-01,18779477.0
2009-04-01,16029826.0
2009-05-01,22826663.0
2009-06-01,26407763.0
2009-07-01,17851324.0
2009-08-01,22778544.0
2009-09-01,31890057.0
2009-10-01,24851401.0
2009-11-01,24989716.0
2009-12-01,32827200.0
