Tarih,TP_PBD_K11
2000-01-01,23452550.9
2000-02-01,22764037.9
2000-03-01,23133490.1
2000-04-01,24276392.9
2000-05-01,23609482.0
2000-06-01,24395053.6
2000-07-01,25200650.0
2000-08-01,24817152.0
2000-09-01,25362011.1
2000-10-01,25397585.9
2000-11-01,28896654.9
2000-12-01,35298892.4
2001-01-01,34488588.9
2001-02-01,37575996.2
2001-03-01,44502791.9
2001-04-01,48220576.9
2001-05-01,47557985.0
2001-06-01,49758053.0
2001-07-01,50826308.0
2001-08-01,56526005.0
2001-09-01,60059434.1
2001-10-01,62268891.0
2001-11-01,61120975.9
2001-12-01,62181800.9
2002-01-01,62154153.0
2002-02-01,65043939.0
2002-03-01,66089555.0
2002-04-01,67167381.0
2002-05-01,68449552.0
2002-06-01,71903309.0
2002-07-01,73938514.0
2002-08-01,76275176.0
2002-09-01,77842082.0
2002-10-01,79511503.0
2002-11-01,76963641.0
2002-12-01,80385481.0
2003-01-01,82256512.0
2003-02-01,84877745.0
2003-03-01,84345115.0
2003-04-01,84668428.0
2003-05-01,85305936.0
2003-06-01,87947632.0
2003-07-01,87882718.0
2003-08-01,87734538.0
2003-09-01,88795436.0
2003-10-01,91762070.0
2003-11-01,97223017.0
2003-12-01,100132456.0
2004-01-01,105464106.0
2004-02-01,104042064.0
2004-03-01,104794461.0
2004-04-01,104443090.0
2004-05-01,107781964.0
2004-06-01,103358458.0
2004-07-01,103732392.0
2004-08-01,106672454.0
2004-09-01,109334888.0
2004-10-01,113526590.0
2004-11-01,118076202.0
2004-12-01,114358199.0
2005-01-01,115042870.0
2005-02-01,116516248.0
2005-03-01,119356005.0
2005-04-01,122681232.0
2005-05-01,120890676.0
2005-06-01,120883754.0
2005-07-01,121098823.0
2005-08-01,127584486.0
2005-09-01,131147199.0
2005-10-01,131072607.0
2005-11-01,133224197.0
2005-12-01,132125509.0
2006-01-01,131430732.0
2006-02-01,135642529.0
2006-03-01,136587018.0
2006-04-01,138278282.0
2006-05-01,145865253.0
2006-06-01,143688097.0
2006-07-01,140987148.0
2006-08-01,139899711.0
2006-09-01,142029595.0
2006-10-01,139745559.0
2006-11-01,142855160.0
2006-12-01,140210541.0
2007-01-01,142919212.0
2007-02-01,147882530.0
2007-03-01,150743459.0
2007-04-01,146026177.0
2007-05-01,144285116.0
2007-06-01,147862956.0
2007-07-01,146470669.0
2007-08-01,151751674.0
2007-09-01,150014385.0
2007-10-01,148260329.0
2007-11-01,150422844.0
2007-12-01,148807682.0
2008-01-01,150468293.0
2008-02-01,152304144.0
2008-03-01,159775522.0
2008-04-01,160212474.0
2008-05-01,152757365.0
2008-06-01,153111683.0
2008-07-01,153847293.0
2008-08-01,154799852.0
2008-09-01,158449288.0
2008-10-01,167728977.0
2008-11-01,174037195.0
2008-12-01,173600321.0
2009-01-01,179081814.0
2009-02-01,189668765.0
2009-03-01,191027634.0
2009-04-01,192452531.0
2009-05-01,199154500.0
2009-06-01,200863818.0
2009-07-01,204734185.0
2009-08-01,214949530.0
2009-09-01,219400260.0
2009-10-01,228847434.0
2009-11-01,234147931.0
2009-12-01,238389634.0
2010-01-01,242699089.0
2010-02-01,249172152.0
2010-03-01,248685128.0
2010-04-01,243771742.0
2010-05-01,246063067.0
2010-06-01,247439469.0
2010-07-01,244895430.0
2010-08-01,243845687.0
2010-09-01,245206070.0
2010-10-01,243693500.0
2010-11-01,251287204.0
2010-12-01,253398696.0
2011-01-01,249080606.0
2011-02-01,250013767.0
2011-03-01,244667088.0
2011-04-01,241139054.0
2011-05-01,243282405.0
2011-06-01,240023524.0
2011-07-01,238736016.0
2011-08-01,243673627.0
2011-09-01,246404058.0
2011-10-01,242536181.0
2011-11-01,241791601.0
2011-12-01,236441885.0
2012-01-01,239819111.0
2012-02-01,244521622.0
2012-03-01,239612945.0
2012-04-01,238056753.0
2012-05-01,239447024.0
2012-06-01,238716555.0
2012-07-01,231663084.0
2012-08-01,234635557.0
2012-09-01,233565487.0
2012-10-01,230425226.0
2012-11-01,227700075.0
2012-12-01,223300691.0
2013-01-01,223400258.0
2013-02-01,225922531.0
2013-03-01,224622159.0
2013-04-01,216966758.0
2013-05-01,221808480.0
2013-06-01,220933738.0
2013-07-01,227740431.0
2013-08-01,223764515.0
2013-09-01,225992172.0
2013-10-01,225961778.0
2013-11-01,227150851.0
2013-12-01,229621645.0
2014-01-01,231333469.0
2014-02-01,232030915.0
2014-03-01,238446492.0
2014-04-01,237370270.0
2014-05-01,236774605.0
2014-06-01,228224621.0
2014-07-01,226259510.0
2014-08-01,228877681.0
2014-09-01,232629292.0
2014-10-01,233625322.0
2014-11-01,233615091.0
2014-12-01,233570671.0
2015-01-01,239745362.0
2015-02-01,243315699.0
2015-03-01,245735553.0
2015-04-01,243595705.0
2015-05-01,249627292.0
2015-06-01,251144433.0
2015-07-01,253327667.0
2015-08-01,254668877.0
2015-09-01,256773298.0
2015-10-01,261287577.0
2015-11-01,263203468.0
2015-12-01,262309663.0
2016-01-01,267079027.0
2016-02-01,268494184.0
2016-03-01,267139371.0
2016-04-01,262796788.0
2016-05-01,262736545.0
2016-06-01,263348998.0
2016-07-01,263777816.0
2016-08-01,263272183.0
2016-09-01,264337766.0
2016-10-01,269549884.0
2016-11-01,278382345.0
2016-12-01,280306310.0
2017-01-01,289431935.0
2017-02-01,288487210.0
2017-03-01,289752368.0
2017-04-01,288272898.0
2017-05-01,288091823.0
2017-06-01,289125296.0
2017-07-01,290201573.0
2017-08-01,291697348.0
2017-09-01,298136631.0
2017-10-01,304878754.0
2017-11-01,311564773.0
2017-12-01,322831240.0
2018-01-01,324355410.0
2018-02-01,329003658.0
2018-03-01,336417515.0
2018-04-01,332868653.0
2018-05-01,342401971.0
2018-06-01,352333675.0
2018-07-01,366131266.0
2018-08-01,390448474.0
2018-09-01,404669982.0
2018-10-01,399436564.0
2018-11-01,397655073.0
2018-12-01,408921162.0
2019-01-01,424273324.0
2019-02-01,430315443.0
2019-03-01,439273354.0
2019-04-01,466120950.0
2019-05-01,471363172.0
2019-06-01,483787478.0
2019-07-01,485818840.0
2019-08-01,498901615.0
2019-09-01,501834221.0
2019-10-01,510096837.0
2019-11-01,520499420.0
2019-12-01,543959289.0
2020-01-01,557582198.0
2020-02-01,586948054.0
2020-03-01,618120849.0
2020-04-01,676817158.0
2020-05-01,730695325.0
2020-06-01,731055894.0
2020-07-01,780502680.0
2020-08-01,852243266.0
2020-09-01,859767067.0
2020-10-01,879370134.0
2020-11-01,863032586.0
2020-12-01,850108960.0
2021-01-01,844201261.0
2021-02-01,870920844.0
2021-03-01,895940814.0
2021-04-01,904851962.0
2021-05-01,923680834.0
2021-06-01,931400813.0
2021-07-01,941450702.0
2021-08-01,952241463.0
2021-09-01,982611021.0
2021-10-01,1021145361.0
2021-11-01,1173519575.0
2021-12-01,1201889445.0
2022-01-01,1231908076.0
2022-02-01,1283756961.0
2022-03-01,1395616459.0
2022-04-01,1416673936.0
2022-05-01,1533291778.0
2022-06-01,1567208338.0
2022-07-01,1668466897.0
2022-08-01,1694289609.0
2022-09-01,1734781011.0
2022-10-01,1799973000.0
2022-11-01,1886360207.0
2022-12-01,1943896733.0
2023-01-01,2019847003.0
2023-02-01,2063080120.0
2023-03-01,2253010887.0
2023-04-01,2297099384.0
2023-05-01,2301294696.0
2023-06-01,2586538473.0
2023-07-01,2695247873.0
2023-08-01,2753992372.0
2023-09-01,2825366847.0
2023-10-01,2910517882.0
2023-11-01,2992140177.0
2023-12-01,3108837415.0
2024-01-01,3254545201.0
2024-02-01,3411279405.0
2024-03-01,3550736033.0
2024-04-01,3483638726.0
2024-05-01,3460219180.0
2024-06-01,3572504815.0
2024-07-01,3673706147.0
2024-08-01,3785641683.0
2024-09-01,3886496622.0
2024-10-01,3973618241.0
2024-11-01,4022481414.0
2024-12-01,4140205319.0
2025-01-01,4213876034.0
2025-02-01,4305432373.0
2025-03-01,4560709930.0
2025-04-01,4877860507.0
2025-05-01,4951261976.0
2025-06-01,5108426053.0
2025-07-01,5272538810.0
2025-08-01,5473914663.0
