Tarih,TP_PBD_S32
2000-01-01,17077.0
2000-02-01,20632.0
2000-03-01,24595.0
2000-04-01,20575.0
2000-05-01,33434.0
2000-06-01,28391.0
2000-07-01,22064.0
2000-08-01,25595.0
2000-09-01,28464.0
2000-10-01,30448.0
2000-11-01,34824.0
2000-12-01,43536.0
2001-01-01,40013.0
2001-02-01,58088.0
2001-03-01,69688.0
2001-04-01,54571.0
2001-05-01,61999.0
2001-06-01,68469.0
2001-07-01,61809.0
2001-08-01,60331.0
2001-09-01,62928.0
2001-10-01,64157.0
2001-11-01,61590.0
2001-12-01,61570.0
2002-01-01,66661.0
2002-02-01,54614.0
2002-03-01,49916.0
2002-04-01,55562.0
2002-05-01,52129.0
2002-06-01,53735.0
2002-07-01,60298.0
2002-08-01,61449.0
2002-09-01,62160.0
2002-10-01,62521.0
2002-11-01,60709.0
2002-12-01,58281.0
2003-01-01,49280.0
2003-02-01,47849.0
2003-03-01,46210.0
2003-04-01,31484.0
2003-05-01,41806.0
2003-06-01,41907.0
2003-07-01,34272.0
2003-08-01,33465.0
2003-09-01,41007.0
2003-10-01,39665.0
2003-11-01,34297.0
2003-12-01,60065.0
2004-01-01,46476.0
2004-02-01,38895.0
2004-03-01,51209.0
2004-04-01,41855.0
2004-05-01,44860.0
2004-06-01,39298.0
2004-07-01,34646.0
2004-08-01,37306.0
2004-09-01,44209.0
2004-10-01,55996.0
2004-11-01,65679.0
2004-12-01,74522.0
2005-01-01,50268.0
2005-02-01,68720.0
2005-03-01,78299.0
2005-04-01,71727.0
2005-05-01,75869.0
2005-06-01,86867.0
2005-07-01,71062.0
2005-08-01,77866.0
2005-09-01,88330.0
2005-10-01,75919.0
2005-11-01,77253.0
2005-12-01,90495.0
2006-01-01,74391.0
2006-02-01,45538.0
2006-03-01,71975.0
2006-04-01,67371.0
2006-05-01,78334.0
2006-06-01,86494.0
2006-07-01,77692.0
2006-08-01,76295.0
2006-09-01,79145.0
2006-10-01,61258.0
2006-11-01,65130.0
2006-12-01,67299.0
2007-01-01,52459.0
2007-02-01,54244.0
2007-03-01,60809.0
2007-04-01,60017.0
2007-05-01,61800.0
2007-06-01,60855.0
2007-07-01,65973.0
2007-08-01,63850.0
2007-09-01,64910.0
2007-10-01,69450.0
2007-11-01,69198.0
2007-12-01,73367.0
2008-01-01,70131.0
