Tarih,TP_PBD_K39
2000-01-01,254.0
2000-02-01,825.0
2000-03-01,3371.0
2000-04-01,6175.0
2000-05-01,9935.0
2000-06-01,9850.0
2000-07-01,9657.0
2000-08-01,9320.0
2000-09-01,9250.0
2000-10-01,12171.0
2000-11-01,10369.0
2000-12-01,10178.0
2001-01-01,10311.0
2001-02-01,11194.0
2001-03-01,11485.0
2001-04-01,11686.0
2001-05-01,12135.0
2001-06-01,16456.0
2001-07-01,3641.0
2001-08-01,3858.0
2001-09-01,4330.0
2001-10-01,4507.0
2001-11-01,4146.0
2001-12-01,5645.0
2002-01-01,3852.0
2002-02-01,3950.0
2002-03-01,5442.0
2002-04-01,8602.0
2002-05-01,6675.0
2002-06-01,8124.0
2002-07-01,9030.0
2002-08-01,8901.0
2002-09-01,6056.0
2002-10-01,9801.0
2002-11-01,1533.0
2002-12-01,1703.0
2003-01-01,1833.0
2003-02-01,1732.0
2003-03-01,1922.0
2003-04-01,1821.0
2003-05-01,1765.0
2003-06-01,1514.0
2003-07-01,1702.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,4523.0
2006-09-01,4963.0
2006-10-01,6120.0
2006-11-01,6142.0
2006-12-01,6232.0
2007-01-01,6350.0
2007-02-01,7090.0
2007-03-01,7888.0
2007-04-01,10629.0
2007-05-01,8132.0
2007-06-01,8161.0
2007-07-01,54875.0
2007-08-01,54650.0
2007-09-01,54709.0
2007-10-01,54356.0
2007-11-01,55659.0
2007-12-01,138722.0
2008-01-01,138775.0
2008-02-01,138591.0
2008-03-01,138476.0
2008-04-01,138331.0
2008-05-01,137571.0
2008-06-01,135346.0
2008-07-01,134729.0
2008-08-01,130900.0
2008-09-01,276304.0
2008-10-01,276436.0
2008-11-01,276500.0
2008-12-01,276353.0
2009-01-01,230649.0
2009-02-01,230646.0
2009-03-01,229510.0
2009-04-01,230652.0
2009-05-01,229607.0
2009-06-01,146434.0
2009-07-01,147750.0
2009-08-01,147453.0
2009-09-01,196357.0
2009-10-01,197339.0
2009-11-01,196322.0
2009-12-01,198430.0
2010-01-01,249263.0
2010-02-01,250233.0
2010-03-01,255209.0
2010-04-01,257215.0
2010-05-01,300660.0
2010-06-01,300832.0
2010-07-01,349357.0
2010-08-01,381840.0
2010-09-01,238851.0
2010-10-01,241279.0
2010-11-01,239784.0
2010-12-01,222952.0
2011-01-01,196392.0
2011-02-01,198384.0
2011-03-01,214895.0
2011-04-01,215876.0
2011-05-01,209404.0
2011-06-01,230048.0
2011-07-01,200904.0
2011-08-01,203761.0
2011-09-01,204142.0
2011-10-01,221826.0
2011-11-01,195191.0
2011-12-01,236631.0
2012-01-01,233290.0
2012-02-01,236315.0
2012-03-01,242700.0
2012-04-01,239332.0
2012-05-01,240026.0
2012-06-01,275463.0
2012-07-01,280578.0
2012-08-01,210876.0
2012-09-01,212069.0
2012-10-01,216901.0
2012-11-01,213429.0
2012-12-01,181581.0
2013-01-01,185324.0
2013-02-01,179535.0
2013-03-01,181435.0
2013-04-01,182358.0
2013-05-01,214219.0
2013-06-01,216477.0
2013-07-01,193933.0
2013-08-01,157485.0
2013-09-01,160050.0
2013-10-01,155314.0
2013-11-01,172049.0
2013-12-01,137608.0
2014-01-01,143083.0
2014-02-01,150537.0
2014-03-01,224397.0
2014-04-01,212742.0
2014-05-01,208207.0
2014-06-01,226352.0
2014-07-01,202697.0
2014-08-01,212559.0
2014-09-01,206816.0
2014-10-01,206831.0
2014-11-01,220117.0
2014-12-01,270140.0
2015-01-01,364406.0
2015-02-01,318440.0
2015-03-01,318978.0
2015-04-01,127373.0
2015-05-01,98987.0
2015-06-01,102378.0
2015-07-01,99501.0
2015-08-01,96347.0
2015-09-01,160653.0
2015-10-01,153363.0
2015-11-01,915599.0
2015-12-01,173471.0
2016-01-01,177257.0
2016-02-01,163432.0
2016-03-01,139779.0
2016-04-01,174710.0
2016-05-01,173105.0
2016-06-01,169954.0
2016-07-01,164873.0
2016-08-01,164388.0
2016-09-01,155696.0
2016-10-01,149368.0
2016-11-01,132915.0
2016-12-01,130843.0
2017-01-01,136449.0
2017-02-01,145749.0
2017-03-01,249748.0
2017-04-01,250408.0
2017-05-01,247222.0
2017-06-01,256626.0
2017-07-01,224709.0
2017-08-01,216311.0
2017-09-01,149887.0
2017-10-01,145983.0
2017-11-01,145837.0
2017-12-01,158702.0
2018-01-01,168797.0
2018-02-01,157020.0
2018-03-01,124183.0
2018-04-01,104088.0
2018-05-01,100651.0
2018-06-01,70738.0
2018-07-01,70124.0
2018-08-01,76366.0
2018-09-01,93003.0
2018-10-01,77881.0
2018-11-01,81808.0
2018-12-01,429971.0
2019-01-01,570971.0
2019-02-01,523141.0
2019-03-01,732391.0
2019-04-01,642468.0
2019-05-01,989860.0
2019-06-01,1039829.0
2019-07-01,1515760.0
2019-08-01,1548668.0
2019-09-01,1496217.0
2019-10-01,1529160.0
2019-11-01,1516701.0
2019-12-01,1456799.0
2020-01-01,1376066.0
2020-02-01,1411931.0
2020-03-01,1468711.0
2020-04-01,852401.0
2020-05-01,760980.0
