Tarih,TP_PBD_K46
2000-01-01,910554.0
2000-02-01,875018.0
2000-03-01,890989.0
2000-04-01,901435.0
2000-05-01,1000440.0
2000-06-01,996709.0
2000-07-01,2072510.0
2000-08-01,2211086.0
2000-09-01,2394954.0
2000-10-01,2349666.0
2000-11-01,2486755.0
2000-12-01,2305468.0
2001-01-01,2530225.0
2001-02-01,2426204.0
2001-03-01,2241997.0
2001-04-01,2623222.0
2001-05-01,2681283.0
2001-06-01,2489540.0
2001-07-01,2127188.0
2001-08-01,2051595.0
2001-09-01,2098063.0
2001-10-01,2394584.0
2001-11-01,2373029.0
2001-12-01,2992877.0
2002-01-01,3065785.0
2002-02-01,3107845.0
2002-03-01,2893879.0
2002-04-01,2950285.0
2002-05-01,2973807.0
2002-06-01,2680992.0
2002-07-01,4080242.0
2002-08-01,4272739.0
2002-09-01,3873009.0
2002-10-01,4304577.0
2002-11-01,4892116.0
2002-12-01,5350631.0
2003-01-01,5607666.0
2003-02-01,5285885.0
2003-03-01,5090833.0
2003-04-01,5302722.0
2003-05-01,5354978.0
2003-06-01,5481967.0
2003-07-01,5334420.0
2003-08-01,5294978.0
2003-09-01,5144399.0
2003-10-01,5211280.0
2003-11-01,5293694.0
2003-12-01,5667555.0
2004-01-01,5877555.0
2004-02-01,6605009.0
2004-03-01,7101746.0
2004-04-01,7044043.0
2004-05-01,6937997.0
2004-06-01,6957863.0
2004-07-01,6388078.0
2004-08-01,6541824.0
2004-09-01,7478072.0
2004-10-01,7575282.0
2004-11-01,7592341.0
2004-12-01,7781872.0
2005-01-01,7976927.0
2005-02-01,7955636.0
2005-03-01,7594800.0
2005-04-01,7429189.0
2005-05-01,7511030.0
2005-06-01,7550741.0
2005-07-01,7833164.0
2005-08-01,7911476.0
2005-09-01,6429046.0
2005-10-01,6167971.0
2005-11-01,4530795.0
2005-12-01,3768264.0
2006-01-01,3871198.0
2006-02-01,4126694.0
2006-03-01,3954188.0
2006-04-01,3958610.0
2006-05-01,3625193.0
2006-06-01,3170708.0
2006-07-01,3400664.0
2006-08-01,3118649.0
2006-09-01,3117059.0
2006-10-01,3370383.0
2006-11-01,3043159.0
2006-12-01,3091602.0
2007-01-01,3186176.0
2007-02-01,3202827.0
2007-03-01,3076140.0
2007-04-01,3034294.0
2007-05-01,3057874.0
2007-06-01,3066299.0
2007-07-01,3184362.0
2007-08-01,3085905.0
2007-09-01,3232284.0
2007-10-01,3141402.0
2007-11-01,2984824.0
2007-12-01,2993112.0
2008-01-01,2670135.0
2008-02-01,2705121.0
2008-03-01,2511034.0
2008-04-01,2790160.0
2008-05-01,2642633.0
2008-06-01,2387366.0
2008-07-01,2569883.0
2008-08-01,2481681.0
2008-09-01,2481283.0
2008-10-01,2232150.0
2008-11-01,2138668.0
2008-12-01,2159565.0
2009-01-01,2085905.0
2009-02-01,2076958.0
2009-03-01,2219846.0
2009-04-01,2326210.0
2009-05-01,2355833.0
2009-06-01,2404083.0
2009-07-01,2476054.0
2009-08-01,2682766.0
2009-09-01,2695916.0
2009-10-01,2715822.0
2009-11-01,2632096.0
2009-12-01,2836870.0
2010-01-01,2880631.0
2010-02-01,2751840.0
2010-03-01,2866859.0
2010-04-01,2952660.0
2010-05-01,2747417.0
2010-06-01,2785315.0
2010-07-01,2879628.0
2010-08-01,3137320.0
2010-09-01,3475653.0
2010-10-01,3545719.0
2010-11-01,3444756.0
2010-12-01,3608003.0
2011-01-01,4018893.0
2011-02-01,3631593.0
2011-03-01,4216046.0
2011-04-01,4431355.0
2011-05-01,4993125.0
2011-06-01,4753186.0
2011-07-01,4876232.0
2011-08-01,4415696.0
2011-09-01,4719900.0
