Tarih,TP_PBD_S26
2000-01-01,842918.0
2000-02-01,937745.0
2000-03-01,828247.0
2000-04-01,806836.0
2000-05-01,867593.0
2000-06-01,1078397.0
2000-07-01,989830.0
2000-08-01,867183.0
2000-09-01,846564.0
2000-10-01,1062627.0
2000-11-01,1072256.0
2000-12-01,1232320.0
2001-01-01,989113.0
2001-02-01,1239849.0
2001-03-01,1284492.0
2001-04-01,1431957.0
2001-05-01,1162804.0
2001-06-01,1185597.0
2001-07-01,1858312.0
2001-08-01,1207635.0
2001-09-01,1212172.0
2001-10-01,1635348.0
2001-11-01,1336769.0
2001-12-01,1185761.0
2002-01-01,1930699.0
2002-02-01,2250427.0
2002-03-01,1822996.0
2002-04-01,2117327.0
2002-05-01,1948501.0
2002-06-01,1919143.0
2002-07-01,2485119.0
2002-08-01,2159314.0
2002-09-01,2516875.0
2002-10-01,2780412.0
2002-11-01,2814690.0
2002-12-01,2988218.0
2003-01-01,3912398.0
2003-02-01,3874395.0
2003-03-01,3992763.0
2003-04-01,4546557.0
2003-05-01,4528680.0
2003-06-01,4220139.0
2003-07-01,4850629.0
2003-08-01,4602409.0
2003-09-01,4963707.0
2003-10-01,5285165.0
2003-11-01,5751949.0
2003-12-01,4236005.0
2004-01-01,3929430.0
2004-02-01,6745699.0
2004-03-01,5550349.0
2004-04-01,5777730.0
2004-05-01,5407271.0
2004-06-01,6622228.0
2004-07-01,5042103.0
2004-08-01,5275759.0
2004-09-01,5578559.0
2004-10-01,7076219.0
2004-11-01,5656689.0
2004-12-01,5781976.0
2005-01-01,6351467.0
2005-02-01,8763119.0
2005-03-01,6627989.0
2005-04-01,8056676.0
2005-05-01,7635950.0
2005-06-01,7316966.0
2005-07-01,8088586.0
2005-08-01,8954612.0
2005-09-01,8183540.0
2005-10-01,7659872.0
2005-11-01,10018224.0
2005-12-01,8556856.0
2006-01-01,7266898.0
2006-02-01,9210862.0
2006-03-01,7925044.0
2006-04-01,7655230.0
2006-05-01,9507889.0
2006-06-01,8592188.0
2006-07-01,7788011.0
2006-08-01,7509664.0
2006-09-01,8367935.0
2006-10-01,7708671.0
2006-11-01,7350312.0
2006-12-01,7794710.0
2007-01-01,6515736.0
2007-02-01,8901560.0
2007-03-01,7963215.0
2007-04-01,9483264.0
2007-05-01,6733281.0
2007-06-01,8348734.0
2007-07-01,10434321.0
2007-08-01,6932217.0
2007-09-01,7516967.0
2007-10-01,7468174.0
2007-11-01,7066978.0
2007-12-01,7599379.0
2008-01-01,7907831.0
2008-02-01,8371203.0
2008-03-01,8657585.0
2008-04-01,11640135.0
2008-05-01,8914448.0
2008-06-01,12122591.0
2008-07-01,12478007.0
2008-08-01,8016880.0
2008-09-01,12158876.0
2008-10-01,8669966.0
2008-11-01,8389963.0
2008-12-01,8257598.0
2009-01-01,8184826.0
2009-02-01,12230915.0
2009-03-01,10098136.0
2009-04-01,9753588.0
2009-05-01,9943408.0
2009-06-01,9609066.0
2009-07-01,13766983.0
2009-08-01,9405616.0
2009-09-01,13255147.0
2009-10-01,9937004.0
2009-11-01,13202725.0
2009-12-01,10598059.0
2010-01-01,10821761.0
2010-02-01,14979700.0
2010-03-01,12474868.0
2010-04-01,11336633.0
2010-05-01,11474577.0
2010-06-01,15896539.0
2010-07-01,16323471.0
2010-08-01,10952595.0
2010-09-01,12005300.0
2010-10-01,18186533.0
2010-11-01,13230976.0
2010-12-01,14229006.0
2011-01-01,15619820.0
2011-02-01,21035477.0
2011-03-01,17642486.0
2011-04-01,16454021.0
2011-05-01,16168576.0
2011-06-01,19282155.0
2011-07-01,18264110.0
2011-08-01,22661546.0
2011-09-01,18021670.0
2011-10-01,17998481.0
2011-11-01,23939122.0
2011-12-01,18293967.0
2012-01-01,19364275.0
2012-02-01,23414125.0
2012-03-01,19150651.0
2012-04-01,23047717.0
2012-05-01,20265914.0
