Tarih,TP_PBD_K47
2000-01-01,332325.0
2000-02-01,355166.0
2000-03-01,368589.0
2000-04-01,458341.0
2000-05-01,532457.0
2000-06-01,553155.0
2000-07-01,566145.0
2000-08-01,603844.0
2000-09-01,550017.0
2000-10-01,632770.0
2000-11-01,670311.0
2000-12-01,574289.0
2001-01-01,566794.0
2001-02-01,741164.0
2001-03-01,537138.0
2001-04-01,695967.0
2001-05-01,552573.0
2001-06-01,555991.0
2001-07-01,568961.0
2001-08-01,719235.0
2001-09-01,591209.0
2001-10-01,627260.0
2001-11-01,779264.0
2001-12-01,1015002.0
2002-01-01,809727.0
2002-02-01,533417.0
2002-03-01,440565.0
2002-04-01,615380.0
2002-05-01,796688.0
2002-06-01,952399.0
2002-07-01,1057665.0
2002-08-01,1361863.0
2002-09-01,1085452.0
2002-10-01,942431.0
2002-11-01,847043.0
2002-12-01,790799.0
2003-01-01,917018.0
2003-02-01,894184.0
2003-03-01,763132.0
2003-04-01,1278379.0
2003-05-01,1293002.0
2003-06-01,766538.0
2003-07-01,810203.0
2003-08-01,852056.0
2003-09-01,824667.0
2003-10-01,773764.0
2003-11-01,850788.0
2003-12-01,1003175.0
2004-01-01,1013473.0
2004-02-01,827970.0
2004-03-01,622653.0
2004-04-01,685635.0
2004-05-01,827966.0
2004-06-01,770902.0
2004-07-01,801199.0
2004-08-01,792476.0
2004-09-01,772745.0
2004-10-01,887062.0
2004-11-01,817175.0
2004-12-01,548145.0
2005-01-01,695247.0
2005-02-01,696080.0
2005-03-01,671082.0
2005-04-01,736036.0
2005-05-01,704334.0
2005-06-01,722791.0
2005-07-01,734470.0
2005-08-01,685157.0
2005-09-01,622923.0
2005-10-01,1347915.0
2005-11-01,1328081.0
2005-12-01,1310019.0
2006-01-01,1610803.0
2006-02-01,1639935.0
2006-03-01,1733084.0
2006-04-01,1663747.0
2006-05-01,1287828.0
2006-06-01,1592077.0
2006-07-01,1798467.0
2006-08-01,1940945.0
2006-09-01,1221748.0
2006-10-01,1371323.0
2006-11-01,1658594.0
2006-12-01,1107738.0
2007-01-01,1447642.0
2007-02-01,1823934.0
2007-03-01,1657244.0
2007-04-01,2092704.0
2007-05-01,1803454.0
2007-06-01,1568154.0
2007-07-01,2518380.0
2007-08-01,3644834.0
2007-09-01,1865127.0
2007-10-01,2684524.0
2007-11-01,3434098.0
2007-12-01,3341996.0
2008-01-01,2834794.0
2008-02-01,2882300.0
2008-03-01,4230990.0
2008-04-01,4216192.0
2008-05-01,3546353.0
2008-06-01,4990619.0
2008-07-01,3612902.0
2008-08-01,3019866.0
2008-09-01,2461665.0
2008-10-01,3798446.0
2008-11-01,2978232.0
2008-12-01,3648812.0
2009-01-01,3457699.0
2009-02-01,3012235.0
2009-03-01,3855321.0
2009-04-01,4612157.0
2009-05-01,3114158.0
2009-06-01,4344569.0
2009-07-01,4106725.0
2009-08-01,4776404.0
2009-09-01,4590089.0
2009-10-01,4731579.0
2009-11-01,3185581.0
2009-12-01,4073246.0
2010-01-01,3153611.0
2010-02-01,3856789.0
2010-03-01,4490083.0
2010-04-01,5784563.0
2010-05-01,6163446.0
2010-06-01,5885902.0
2010-07-01,4920920.0
2010-08-01,6930762.0
2010-09-01,6543516.0
2010-10-01,3522581.0
2010-11-01,6502636.0
2010-12-01,5299917.0
2011-01-01,7019221.0
2011-02-01,7817344.0
2011-03-01,5789735.0
2011-04-01,4759584.0
2011-05-01,6087199.0
2011-06-01,7837489.0
2011-07-01,5307455.0
2011-08-01,4783984.0
2011-09-01,9043809.0
2011-10-01,7745635.0
2011-11-01,8321447.0
2011-12-01,6223513.0
2012-01-01,6884139.0
2012-02-01,6592455.0
2012-03-01,6280608.0
2012-04-01,9100025.0
2012-05-01,7128620.0
2012-06-01,5532059.0
2012-07-01,8891644.0
2012-08-01,9540213.0
2012-09-01,6030140.0
2012-10-01,8611230.0
2012-11-01,9468702.0
2012-12-01,9252811.0
2013-01-01,7822745.0
2013-02-01,10316562.0
2013-03-01,6731028.0
2013-04-01,10031228.0
2013-05-01,8968259.0
2013-06-01,7471030.0
2013-07-01,11097098.0
2013-08-01,7790938.0
2013-09-01,12686451.0
2013-10-01,10451642.0
2013-11-01,8163124.0
2013-12-01,10957361.0
2014-01-01,11774712.0
2014-02-01,12811868.0
2014-03-01,13047945.0
2014-04-01,12599101.0
2014-05-01,13480298.0
2014-06-01,13750504.0
2014-07-01,16124123.0
2014-08-01,9266121.0
2014-09-01,13809444.0
2014-10-01,12090743.0
2014-11-01,12084778.0
2014-12-01,11211092.0
2015-01-01,11832662.0
2015-02-01,9643106.0
2015-03-01,12386345.0
2015-04-01,14386579.0
2015-05-01,10013278.0
2015-06-01,15464190.0
2015-07-01,15038207.0
2015-08-01,16661874.0
2015-09-01,17473768.0
2015-10-01,16831501.0
2015-11-01,20483736.0
2015-12-01,15805566.0
2016-01-01,15885433.0
2016-02-01,20300013.0
2016-03-01,18128566.0
2016-04-01,14364879.0
2016-05-01,17614988.0
2016-06-01,19629078.0
2016-07-01,13992568.0
2016-08-01,19580741.0
2016-09-01,19702024.0
2016-10-01,22092267.0
2016-11-01,20720372.0
2016-12-01,15313522.0
2017-01-01,17085393.0
2017-02-01,21694162.0
2017-03-01,16931421.0
2017-04-01,15382157.0
2017-05-01,17393603.0
2017-06-01,20604470.0
2017-07-01,21690487.0
2017-08-01,15018545.0
2017-09-01,14922944.0
2017-10-01,18112721.0
2017-11-01,21870776.0
2017-12-01,15926375.0
2018-01-01,17620849.0
2018-02-01,19601693.0
2018-03-01,17544696.0
2018-04-01,22286298.0
2018-05-01,20607958.0
2018-06-01,17591271.0
2018-07-01,21880716.0
2018-08-01,33095491.0
2018-09-01,22567123.0
2018-10-01,23451870.0
2018-11-01,24289932.0
2018-12-01,22857938.0
2019-01-01,19155300.0
2019-02-01,20048031.0
2019-03-01,18311787.0
2019-04-01,21261840.0
2019-05-01,21799367.0
2019-06-01,18386799.0
2019-07-01,21412626.0
2019-08-01,18931047.0
2019-09-01,23821764.0
2019-10-01,21900796.0
2019-11-01,19097762.0
2019-12-01,24590973.0
2020-01-01,26287222.0
2020-02-01,26007142.0
2020-03-01,31521753.0
2020-04-01,32739042.0
2020-05-01,29182913.0
2020-06-01,33528706.0
2020-07-01,28863838.0
2020-08-01,33648774.0
2020-09-01,35283173.0
2020-10-01,35563979.0
2020-11-01,34138674.0
2020-12-01,32105190.0
2021-01-01,26119294.0
2021-02-01,28884064.0
2021-03-01,32382898.0
2021-04-01,30512224.0
2021-05-01,32773540.0
2021-06-01,34977819.0
2021-07-01,32144612.0
2021-08-01,39518014.0
2021-09-01,36267632.0
2021-10-01,33973346.0
2021-11-01,44966322.0
2021-12-01,46763090.0
2022-01-01,52547660.0
2022-02-01,59516113.0
2022-03-01,63104927.0
2022-04-01,54871906.0
2022-05-01,68366111.0
2022-06-01,74838467.0
2022-07-01,71705196.0
2022-08-01,91435664.0
2022-09-01,105907432.0
2022-10-01,123026366.0
2022-11-01,136844054.0
2022-12-01,137164398.0
